label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score.months,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min,exposure.VNQ.avg,exposure.VNQ.min
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2018-06-01,2018-06-01,2023-06-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.01063000,0.03378512,0.00631159,0.02139929,48035.88188226,40000.00000000,8035.88188226,0.20089705,0.05607761,0.05932283,0.80572275,0.07095291,1.08514449,0.82373586,-0.06807718,312,2021,0.21571856,2022,-0.03220476,583590.51636533,69.00167951,2.05322442,0.00172504,0.39842766,0.00000000,0.11126539,0.00000000,0.11399891,0.00000000,0.10036874,0.00000000,0.14179345,0.00000000,0.12349427,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2018-06-01,2018-06-01,2023-06-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00903381,0.02825640,0.00613025,0.02057191,47904.08074344,40000.00000000,7904.08074344,0.19760202,0.05545705,0.05842864,0.82779471,0.06811001,1.11743745,0.76075068,-0.07289779,,2021,0.22270138,2022,-0.03936757,307392.57538084,39.79702314,1.07891062,0.00099493,,,0.09818049,0.00000000,0.11078272,0.00000000,0.10660255,0.00000000,0.14194456,0.00000000,0.11705141,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2018-06-01,2018-06-01,2023-06-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00950913,0.02920150,0.00531503,0.02031301,46859.74442495,40000.00000000,6859.74442495,0.17149361,0.04834261,0.05126002,0.72738761,0.06820728,0.97878377,0.60677002,-0.07967204,,2021,0.21687967,2022,-0.05033693,571330.62400730,66.07597340,2.03695770,0.00165190,0.41480091,0.00000000,0.09819903,0.00000000,0.11079480,0.00000000,0.10690350,0.00000000,0.14279142,0.00000000,0.11698116,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2018-06-01,2018-06-01,2023-06-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00759667,0.02499857,0.00482159,0.01883785,47331.01027120,40000.00000000,7331.01027120,0.18327526,0.04927624,0.05451346,0.76248368,0.06604631,1.02709996,0.73643418,-0.06691194,380,2021,0.21995312,2018,-0.03739978,302022.91999063,42.00355566,1.08021222,0.00105009,,,0.10146530,0.00000000,0.10427300,0.00000000,0.10363720,0.00000000,0.13988202,0.00000000,0.11362697,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2018-06-01,2018-06-01,2023-06-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00936462,0.02804660,0.00568900,0.01864388,46279.38515323,40000.00000000,6279.38515323,0.15698463,0.04192845,0.04721055,0.65563021,0.06607789,0.87896923,0.61326918,-0.06836876,386,2021,0.21330307,2018,-0.04064294,546931.68640859,66.30080537,1.98919280,0.00165752,0.42790390,0.00000000,0.10145440,0.00000000,0.10430313,0.00000000,0.10394956,0.00000000,0.13922341,0.00000000,0.11378031,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2018-06-01,2018-06-01,2023-06-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01122295,0.03029326,0.00667321,0.02081099,46348.05824656,40000.00000000,6348.05824656,0.15870146,0.05032314,0.04769223,0.42430477,0.13872854,0.56829159,0.19320927,-0.26045924,278,2021,0.22499039,2022,-0.11647446,58444.25516497,9.07912135,0.20448031,0.00022698,,,0.19966896,0.19875247,0.19881468,0.19568842,0.19808921,0.19348108,0.19353641,0.17918901,0.19866431,0.19574174
SPY benchmark,sens,sens_2018-06-01,2018-06-01,2023-06-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00625348,0.01717358,0.00625472,0.01717522,54600.59836346,40000.00000000,14600.59836346,0.36501496,0.10574495,0.10117291,0.58029461,0.21263574,0.80603774,0.31530606,-0.33537239,173,2019,0.30509260,2022,-0.18322957,40009.67769432,2.80067744,0.12497451,0.00007002,,,,,,,,,0.99374528,0.98282478,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2018-12-03,2018-12-03,2023-12-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00721095,0.01781112,0.00486969,0.01378436,47957.75098060,40000.00000000,7957.75098060,0.19894377,0.06336243,0.05880782,0.89906451,0.07124782,1.22241850,0.92987319,-0.06814094,229,2021,0.22152687,2022,-0.02080530,358422.81072468,47.07134098,1.22447502,0.00117678,,,0.11131963,0.00000000,0.12720435,0.00000000,0.09745412,0.00000000,0.14297240,0.00000000,0.11710477,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2018-12-03,2018-12-03,2023-12-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00896428,0.02210293,0.00565755,0.01414472,47176.04827973,40000.00000000,7176.04827973,0.17940121,0.05749893,0.05346025,0.82224083,0.07116338,1.11417934,0.84589101,-0.06797439,312,2021,0.21484011,2022,-0.03221354,638548.50049822,74.97835586,2.21497090,0.00187446,0.39542470,0.00000000,0.11132816,0.00000000,0.12715949,0.00000000,0.09723802,0.00000000,0.14280301,0.00000000,0.11706065,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2018-12-03,2018-12-03,2023-12-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00892831,0.02719406,0.00620999,0.02302744,46764.33816750,40000.00000000,6764.33816750,0.16910845,0.05475072,0.05060997,0.81416871,0.06843332,1.10666952,0.75337321,-0.07267410,,2021,0.22262836,2022,-0.03958365,344095.70762791,44.50873695,1.19455856,0.00111272,,,0.09822855,0.00000000,0.12382144,0.00000000,0.10681795,0.00000000,0.14186457,0.00000000,0.11049171,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2018-12-03,2018-12-03,2023-12-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.01062054,0.03030487,0.00627756,0.02302744,46074.63001072,40000.00000000,6074.63001072,0.15186575,0.04916638,0.04578135,0.73561212,0.06852364,0.99687880,0.61943669,-0.07937273,,2021,0.21667493,2022,-0.04980926,625757.11232481,72.47885596,2.20520211,0.00181197,0.40811139,0.00000000,0.09826375,0.00000000,0.12377192,0.00000000,0.10645309,0.00000000,0.14221706,0.00000000,0.11054195,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2018-12-03,2018-12-03,2023-12-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00861470,0.02405075,0.00586805,0.02302744,47126.82847598,40000.00000000,7126.82847598,0.17817071,0.05347956,0.05312075,0.82817480,0.06558708,1.12553436,0.84339928,-0.06340954,335,2021,0.21907720,2018,-0.02895458,325607.04349211,47.39808991,1.14781553,0.00118495,,,0.09820414,0.00000000,0.11072428,0.00000000,0.10329596,0.00000000,0.14242604,0.00000000,0.10393709,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2018-12-03,2018-12-03,2023-12-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.01008445,0.03030487,0.00628309,0.02302744,46418.88307078,40000.00000000,6418.88307078,0.16047208,0.04769470,0.04819996,0.74390948,0.06560630,1.00799132,0.72312469,-0.06595640,,2021,0.21431493,2022,-0.03170955,585820.51066163,73.14092987,2.09738981,0.00182852,0.43124640,0.00000000,0.09821227,0.00000000,0.11080101,0.00000000,0.10346725,0.00000000,0.14215213,0.00000000,0.10401553,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2018-12-03,2018-12-03,2023-12-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01177926,0.03007148,0.00710730,0.02302744,47926.07725186,40000.00000000,7926.07725186,0.19815193,0.06537796,0.05859275,0.52573091,0.13915027,0.70954534,0.25249255,-0.25893026,270,2021,0.22462935,2022,-0.11573104,58012.85708797,9.06667435,0.19974462,0.00022667,,,0.19966717,0.19906371,0.19869121,0.19548900,0.19818547,0.19330742,0.19320738,0.17697256,0.19846608,0.19486181
SPY benchmark,sens,sens_2018-12-03,2018-12-03,2023-12-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00636761,0.01946291,0.00636884,0.01946458,57104.11242563,40000.00000000,17104.11242563,0.42760281,0.11974200,0.11593687,0.64194353,0.21137280,0.89467634,0.35761388,-0.33483599,173,2019,0.30403157,2022,-0.18314425,40021.24104602,2.80148687,0.12437662,0.00007004,,,,,,,,,0.99363116,0.98053542,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2019-06-03,2019-06-03,2024-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00829052,0.03373829,0.00552707,0.02450721,48029.32925294,39500.00000000,8529.32925294,0.21593239,0.07106053,0.06269039,0.97134478,0.07349347,1.33034578,1.05027389,-0.06765904,229,2021,0.22193467,2022,-0.02141186,359351.15746701,48.80552255,1.22297069,0.00123558,,,0.11651478,0.00000000,0.13591906,0.00000000,0.09223397,0.00000000,0.15158248,0.00000000,0.11544615,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2019-06-03,2019-06-03,2024-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.01026111,0.03888321,0.00631128,0.02450721,47426.09441845,39500.00000000,7926.09441845,0.20066062,0.06588898,0.05861570,0.90581182,0.07346129,1.23723739,0.97211830,-0.06777877,312,2021,0.21468224,2022,-0.03211424,620596.67116329,74.79987501,2.14277895,0.00189367,0.37863300,0.00000000,0.11649131,0.00000000,0.13581904,0.00000000,0.09234473,0.00000000,0.15102736,0.00000000,0.11540211,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2019-06-03,2019-06-03,2024-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00948338,0.03096962,0.00629411,0.02173759,46953.08100393,39500.00000000,7453.08100393,0.18868560,0.06384291,0.05538657,0.91191036,0.07063774,1.24908301,0.88348695,-0.07226243,707,2021,0.22167190,2022,-0.03927158,338962.70454534,46.87629838,1.17185124,0.00118674,,,0.10650403,0.00000000,0.13550726,0.00000000,0.10202139,0.00000000,0.14747854,0.00000000,0.10899379,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2019-06-03,2019-06-03,2024-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.01020835,0.03587814,0.00622066,0.02171079,46433.80652567,39500.00000000,6933.80652567,0.17553941,0.05909512,0.05180636,0.84673029,0.07080367,1.15687649,0.74696241,-0.07911391,,2021,0.21575277,2022,-0.04984581,605938.81232612,73.42200361,2.12349854,0.00185878,0.38842322,0.00000000,0.10648870,0.00000000,0.13566155,0.00000000,0.10232785,0.00000000,0.14781545,0.00000000,0.10905436,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2019-06-03,2019-06-03,2024-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00862303,0.03096962,0.00584011,0.02173759,47729.19033365,39500.00000000,8229.19033365,0.20833393,0.06524108,0.06066905,0.97018962,0.06752738,1.32728611,1.02981077,-0.06335249,335,2021,0.21878188,2022,-0.02080556,335101.05901712,49.21622441,1.16754725,0.00124598,,,0.10649173,0.00000000,0.12567947,0.00000000,0.09547282,0.00000000,0.14800339,0.00000000,0.10238491,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2019-06-03,2019-06-03,2024-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.01002645,0.03587814,0.00614787,0.02171079,47268.10166772,39500.00000000,7768.10166772,0.19666080,0.06077161,0.05754049,0.90703952,0.06759564,1.23864855,0.92633373,-0.06560444,616,2021,0.21384171,2022,-0.03085472,608286.11149163,76.40251603,2.14737028,0.00193424,0.41181277,0.00000000,0.10651035,0.00000000,0.12573525,0.00000000,0.09549119,0.00000000,0.14794803,0.00000000,0.10245444,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2019-06-03,2019-06-03,2024-05-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01220436,0.03402388,0.00732228,0.02450721,48688.77748622,39500.00000000,9188.77748622,0.23262728,0.07151960,0.06709046,0.56808909,0.13869906,0.76742677,0.27619563,-0.25894545,270,2021,0.22386466,2022,-0.11465354,57635.35458842,8.91346137,0.20005613,0.00022566,,,0.19968566,0.19933964,0.19881502,0.19545089,0.19804043,0.19228684,0.19297499,0.17549279,0.19827606,0.19314715
SPY benchmark,sens,sens_2019-06-03,2019-06-03,2024-05-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00649967,0.02222023,0.00650089,0.02225445,62688.41086383,39500.00000000,23188.41086383,0.58704838,0.15475759,0.14944904,0.79879377,0.20726189,1.11754345,0.46286909,-0.33434418,173,2021,0.28365320,2022,-0.18216361,39220.95112450,2.74546658,0.11886702,0.00006951,,,,,,,,,0.99349911,0.97774555,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2019-12-02,2019-12-02,2024-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.01015587,0.03656187,0.00730801,0.02789149,49248.85090056,39500.00000000,9748.85090056,0.24680635,0.07455922,0.07081495,1.01394004,0.07369535,1.39746351,1.09392314,-0.06815764,229,2021,0.21965845,2022,-0.02079186,340874.50906151,46.71724646,1.17368915,0.00118272,,,0.11642868,0.00000000,0.13591550,0.00000000,0.08852281,0.00000000,0.14999238,0.00000000,0.11563873,0.00000000
