label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.k,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.IWM.avg,exposure.IWM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VNQ.avg,exposure.VNQ.min,exposure.VWO.avg,exposure.VWO.min
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,1-3-6-12U,0.00798817,0.03124140,0.00485524,0.02001356,56517.23001762,40000.00000000,16517.23001762,0.41293075,0.11444824,0.11230522,1.14830521,0.09877241,1.65047697,1.28452529,-0.08909770,167,2021,0.23362089,2024,-0.02008325,882608.35756731,110.67474587,2.71913245,0.00276687,0.31529270,0.00000000,0.05323633,0.00000000,0.11805861,0.00000000,0.07699540,0.00000000,0.13529076,0.00000000,0.07280341,0.00000000,0.06129826,0.00000000,0.09363160,0.00000000,0.06537502,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,13612W,0.00731907,0.03477893,0.00436233,0.01799080,47893.39251533,40000.00000000,7893.39251533,0.19733481,0.06915434,0.05824779,0.70853301,0.10185565,0.98297615,0.52136700,-0.13264042,,2020,0.23335241,2022,-0.03235860,1471763.39687762,187.89670886,4.95451504,0.00469742,0.33972762,0.00000000,0.04911734,0.00000000,0.08970290,0.00000000,0.09311198,0.00000000,0.12801646,0.00000000,0.06057520,0.00000000,0.07759323,0.00000000,0.08537591,0.00000000,0.06940567,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 12M can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,12M,0.00932979,0.03971267,0.00554420,0.01879222,45813.04510199,40000.00000000,5813.04510199,0.14532613,0.05582907,0.04383899,0.58593581,0.10172977,0.78846444,0.31968006,-0.17464046,326,2021,0.18507818,2022,-0.02009034,589766.68430956,70.91733596,2.03340566,0.00177293,0.32749236,0.00000000,0.04912740,0.00000000,0.10944014,0.00000000,0.07289575,0.00000000,0.15118949,0.00000000,0.08884818,0.00000000,0.04081995,0.00000000,0.09775058,0.00000000,0.05308655,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.01003045,0.03566974,0.00540879,0.01759432,55410.01824106,40000.00000000,15410.01824106,0.38525046,0.10923366,0.10581431,1.15298083,0.09388603,1.67029794,1.23162873,-0.08869041,171,2021,0.20997201,2024,-0.01891622,787225.66397727,98.43959245,2.47031870,0.00246099,0.31768370,0.00000000,0.05239953,0.00000000,0.12028980,0.00000000,0.08356234,0.00000000,0.12042613,0.00000000,0.06758140,0.00000000,0.08487846,0.00000000,0.08108603,0.00000000,0.06203485,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00897934,0.03143008,0.00493363,0.01871831,47087.92981623,40000.00000000,7087.92981623,0.17719825,0.06325331,0.05274067,0.69928684,0.09419949,0.96716546,0.45352744,-0.13946964,,2020,0.22111241,2022,-0.04494698,1340116.61495520,169.89260136,4.60208020,0.00424732,0.34391264,0.00000000,0.05564044,0.00000000,0.10440056,0.00000000,0.08672660,0.00000000,0.11085737,0.00000000,0.06143171,0.00000000,0.08485547,0.00000000,0.07783433,0.00000000,0.06531233,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 12M can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,12M,0.01003030,0.02720674,0.00569258,0.01501801,43637.66696459,40000.00000000,3637.66696459,0.09094167,0.03568803,0.02809166,0.40330077,0.09942609,0.52520020,0.16976995,-0.21021408,454,2021,0.15977371,2020,-0.03723872,541328.13094857,69.58055870,1.97254416,0.00173951,0.33734321,0.00000000,0.04912164,0.00000000,0.12682670,0.00000000,0.06427045,0.00000000,0.12328078,0.00000000,0.07723597,0.00000000,0.07183326,0.00000000,0.07802587,0.00000000,0.06201049,0.00000000
SPY12.5/IWM12.5/VEA12.5/VWO12.5/VNQ12.5/DBC12.5/IEF12.5/TLT12.5,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01852857,0.04019888,0.00768390,0.01840944,46613.25770969,40000.00000000,6613.25770969,0.16533144,0.06826519,0.04945334,0.55695739,0.13527657,0.75559192,0.28019835,-0.24363166,195,2019,0.20220629,2022,-0.16013404,62550.12629326,9.44953249,0.21502456,0.00023624,,,0.12467694,0.12399919,0.12268042,0.11699480,0.12188788,0.11624112,0.11783825,0.10659056,0.12247705,0.11692844,0.12427197,0.12327468,0.12339945,0.12023815,0.12423592,0.12207104
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00455931,0.01451170,0.00457576,0.01451232,60804.13406841,40000.00000000,20804.13406841,0.52010335,0.14446052,0.13637337,1.17849129,0.12091884,1.63889844,1.08765853,-0.13281790,107,2021,0.28369394,2024,-0.01371508,764228.05470052,65.01577100,2.20709666,0.00162539,0.31121977,0.00000000,,,0.06530158,0.00000000,,,0.61890290,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00587216,0.01874792,0.00587334,0.01874861,60616.98696768,40000.00000000,20616.98696768,0.51542467,0.15530550,0.13535588,0.79973859,0.20800019,1.11920167,0.46539218,-0.33370886,170,2019,0.33710726,2022,-0.18233140,39744.05943331,2.78208416,0.11612921,0.00006955,,,,,,,,,0.99412666,0.98125139,,,,,,,,
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,1-3-6-12U,0.00686317,0.02718350,0.00487373,0.01909127,58606.63132928,40000.00000000,18606.63132928,0.46516578,0.13463564,0.12425802,1.19842155,0.11075461,1.73791132,1.23665298,-0.10887100,179,2021,0.24322735,2024,0.02671511,1255437.50908165,159.21129464,3.69703836,0.00398028,0.32759541,0.00000000,0.07098984,0.00000000,0.05971102,0.00000000,0.09757636,0.00000000,0.16605769,0.00000000,0.06439405,0.00000000,0.05997648,0.00000000,0.08144096,0.00000000,0.06535889,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,13612W,0.00635510,0.02404901,0.00462607,0.01810389,47214.86473261,40000.00000000,7214.86473261,0.18037162,0.07487324,0.05362459,0.72887913,0.10715105,1.03867281,0.59874807,-0.12504965,,2020,0.25629197,2024,-0.04102506,1832972.41630794,226.59371122,6.05321693,0.00566484,0.36578655,0.00000000,0.06007334,0.00000000,0.05973918,0.00000000,0.08078180,0.00000000,0.13904990,0.00000000,0.06481554,0.00000000,0.07635573,0.00000000,0.08696893,0.00000000,0.06001481,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top3 12M can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,3,12M,0.00818232,0.03303105,0.00541073,0.02212839,52058.47509743,40000.00000000,12058.47509743,0.30146188,0.08604620,0.08541753,0.85910664,0.10240313,1.19546506,0.60209540,-0.14291123,193,2021,0.20932679,2023,0.00691516,792507.96640142,93.92612143,2.66876398,0.00234815,0.34391912,0.00000000,0.06549574,0.00000000,0.06481491,0.00000000,0.08654667,0.00000000,0.15964666,0.00000000,0.09725127,0.00000000,0.03274859,0.00000000,0.08688175,0.00000000,0.05448865,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,1-3-6-12U,0.00861980,0.02930557,0.00531625,0.01821653,55645.39891330,40000.00000000,15645.39891330,0.39113497,0.11880771,0.10722143,1.16424881,0.10102588,1.67613377,1.35505788,-0.08767722,167,2021,0.23348566,2024,0.00602233,1040387.49628164,132.18307527,3.17472212,0.00330458,0.33164879,0.00000000,0.05732772,0.00000000,0.08524058,0.00000000,0.08900145,0.00000000,0.14322137,0.00000000,0.05641893,0.00000000,0.08168745,0.00000000,0.07731145,0.00000000,0.06949159,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,13612W,0.00816597,0.02730783,0.00505082,0.01775841,46563.37962498,40000.00000000,6563.37962498,0.16408449,0.06929253,0.04911550,0.71740856,0.10065524,1.00401837,0.52223500,-0.13268457,,2020,0.23192542,2022,-0.03177191,1656074.67540994,209.20176915,5.59264933,0.00523004,0.37249762,0.00000000,0.05321269,0.00000000,0.07321175,0.00000000,0.08887958,0.00000000,0.12720664,0.00000000,0.05655512,0.00000000,0.08573072,0.00000000,0.06919085,0.00000000,0.06529336,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top4 12M can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,4,12M,0.01001938,0.03554232,0.00590423,0.01964720,47972.22844789,40000.00000000,7972.22844789,0.19930571,0.06083534,0.05879307,0.62915336,0.10243632,0.85248179,0.35437034,-0.17167164,325,2021,0.18415285,2022,-0.02003164,708124.85867320,85.50686207,2.49984296,0.00213767,0.34800074,0.00000000,0.04910503,0.00000000,0.08515017,0.00000000,0.08474043,0.00000000,0.15062821,0.00000000,0.07264597,0.00000000,0.05720541,0.00000000,0.07710540,0.00000000,0.06537736,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.01027730,0.03825773,0.00568685,0.01888725,54248.83225949,40000.00000000,14248.83225949,0.35622081,0.10811996,0.09889240,1.11060767,0.09686959,1.59967525,1.21992532,-0.08862834,171,2021,0.20990283,2024,0.00642260,885552.40295367,112.22239719,2.78291350,0.00280556,0.33401410,0.00000000,0.05894030,0.00000000,0.08788896,0.00000000,0.09323779,0.00000000,0.12310498,0.00000000,0.05127844,0.00000000,0.10128013,0.00000000,0.07467331,0.00000000,0.06527701,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00946143,0.03408358,0.00510610,0.01870550,45733.40004919,40000.00000000,5733.40004919,0.14333500,0.06034385,0.04328357,0.67000669,0.09427772,0.92862820,0.43509370,-0.13869162,,2020,0.21881189,2022,-0.04467993,1507250.48204286,189.30197803,5.22155559,0.00473255,0.37652142,0.00000000,0.05892119,0.00000000,0.08117083,0.00000000,0.08659421,0.00000000,0.11087535,0.00000000,0.05808013,0.00000000,0.08486938,0.00000000,0.07145761,0.00000000,0.06199768,0.00000000
ROT SPY+IWM+VEA+VWO+VNQ+DBC+IEF+TLT top5 12M can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,12M,0.01113364,0.03997861,0.00608020,0.02130979,45551.57268645,40000.00000000,5551.57268645,0.13878932,0.03841026,0.04199253,0.42305258,0.10156018,0.55190243,0.17928357,-0.21424303,454,2021,0.15983874,2020,-0.03797757,676930.29691086,87.66235535,2.52005877,0.00219156,0.36018938,0.00000000,0.05564964,0.00000000,0.10046717,0.00000000,0.06752189,0.00000000,0.12281010,0.00000000,0.06075030,0.00000000,0.08486288,0.00000000,0.06474683,0.00000000,0.07184387,0.00000000
SPY12.5/IWM12.5/VEA12.5/VWO12.5/VNQ12.5/DBC12.5/IEF12.5/TLT12.5,sens,sens_2019-07-03,2019-07-03,2024-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.02014892,0.05155649,0.00827029,0.01992246,46173.48449216,40000.00000000,6173.48449216,0.15433711,0.04952505,0.04638826,0.42544296,0.13558309,0.57484160,0.20436941,-0.24233105,191,2021,0.15066835,2022,-0.15888321,58541.37833775,8.83255716,0.21321069,0.00022081,,,0.12464890,0.12395090,0.12264470,0.11748656,0.12102203,0.11206037,0.11756238,0.10507754,0.12235731,0.11498962,0.12410883,0.12203352,0.12333749,0.12016727,0.12416591,0.12227782
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2019-07-03,2019-07-03,2024-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00481556,0.01882444,0.00483048,0.01882524,64306.34861974,40000.00000000,24306.34861974,0.60765872,0.16103316,0.15492286,1.29567925,0.12118795,1.81896849,1.21599878,-0.13242871,107,2021,0.28247682,2022,-0.00646818,845181.37803927,71.61706414,2.43769770,0.00179043,0.32759922,0.00000000,,,0.03269102,0.00000000,,,0.63487928,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2019-07-03,2019-07-03,2024-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00648914,0.01882444,0.00649037,0.01882524,63889.29601020,40000.00000000,23889.29601020,0.59723240,0.14498274,0.15276562,0.76045722,0.20664864,1.06215380,0.43559571,-0.33283784,173,2021,0.28279000,2022,-0.18309715,39924.31580107,2.79470211,0.12473889,0.00006987,,,,,,,,,0.99350963,0.98117476,,,,,,,,
