label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2w,0.04217433,0.35483313,0.04179771,0.35484598,70760.63968899,44000.00000000,26760.63968899,0.60819636,0.13591446,0.13673038,0.79177764,0.18296282,1.11528439,0.78104456,-0.17401627,169,2023,0.30653258,2022,-0.06817751,1067094.25653509,2134.18851307,2.46328058,0.04850428,0.47952584,0.14842591,,,0.15927987,0.04804146,,,0.35972678,0.04409799
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2w+1,0.04357001,0.35513519,0.04315182,0.35084796,63810.02060020,44000.00000000,19810.02060020,0.45022774,0.11550335,0.10679299,0.68973936,0.18392430,0.94323197,0.52068846,-0.22182814,,2024,0.31048377,2025,-0.03895178,1168804.33616026,2337.60867232,2.73018880,0.05312747,0.48072032,0.14648095,,,0.15993027,0.04804657,,,0.35784767,0.04140836
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,,0.02234765,0.23281482,0.02215154,0.23283477,76644.05086030,44000.00000000,32644.05086030,0.74191025,0.15720464,0.15996462,0.83113565,0.20096418,1.15671416,0.81862574,-0.19203481,177,2023,0.34535979,2022,-0.06195786,752498.77298908,1504.99754598,1.70373583,0.03420449,0.46593240,0.14842591,,,0.15502658,0.04804146,,,0.37771339,0.04044312
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2m,0.08603105,0.51328620,0.08538118,0.50706114,78094.25479597,44000.00000000,34094.25479597,0.77486943,0.16543013,0.16543275,0.85704798,0.20386918,1.20349715,0.75123805,-0.22021000,474,2021,0.33965826,2022,-0.11208562,361197.09382331,722.39418765,0.81125580,0.01641805,0.46306587,0.14842591,,,0.15413807,0.04804146,,,0.38110000,0.05481905
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2m+1,0.07810663,0.42924872,0.07767943,0.42778396,75081.27900992,44000.00000000,31081.27900992,0.70639270,0.15717806,0.15396189,0.80585264,0.20938896,1.12595771,0.75903327,-0.20707665,,2023,0.35159892,2026,-0.06296638,501060.72480698,1002.12144961,1.07710928,0.02277549,0.45555567,0.12839149,,,0.15244198,0.04557303,,,0.39045020,0.04041193
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m,0.10935731,0.51636764,0.10817194,0.50822775,71412.38973582,44000.00000000,27412.38973582,0.62300886,0.13864336,0.13939241,0.66127000,0.24169023,0.91812970,0.54625695,-0.25380613,161,2024,0.38981201,2022,-0.14322691,289333.91853253,578.66783707,0.66167869,0.01315154,0.42349023,0.12876079,,,0.14267421,0.04554399,,,0.43172798,0.06914808
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m+1,0.09632368,0.34255280,0.09556338,0.34256517,75056.83194248,44000.00000000,31056.83194248,0.70583709,0.15142944,0.15386705,0.83429331,0.19203956,1.17660023,0.76007059,-0.19923076,534,2021,0.31272051,2022,-0.10663028,285289.93451520,570.57986903,0.65930497,0.01296772,0.47601148,0.12939723,,,0.15926955,0.04546629,,,0.36259465,0.04024493
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m+2,0.10415090,0.43557588,0.10354181,0.43353659,87819.96581296,44000.00000000,43819.96581296,0.99590831,0.19708774,0.19981912,0.99968074,0.20115918,1.42875470,0.81785725,-0.24098061,474,2023,0.39162832,2022,-0.06673483,342570.26032660,685.14052065,0.69964980,0.01557138,0.46029997,0.13833751,,,0.15357002,0.04703405,,,0.38419725,0.05232871
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,1w,0.00722169,0.25180733,0.00677903,0.25182048,66887.26887175,44000.00000000,22887.26887175,0.52016520,0.12490850,0.12041238,0.73363806,0.18456492,1.01493323,0.60572083,-0.20621464,,2023,0.40002344,2022,-0.15203328,1751464.02168666,3502.92804337,4.07097947,0.07961200,0.46392099,0.14951731,0.15425190,0.04872469,,,,,0.38049319,0.08352911
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w,0.02195137,0.35522586,0.02145542,0.35523923,72884.93422372,44000.00000000,28884.93422372,0.65647578,0.14195638,0.14532318,0.80393008,0.18799976,1.13402974,0.71972769,-0.19723624,553,2023,0.44195283,2022,-0.15543321,1132014.43792482,2264.02887585,2.56854723,0.05145520,0.46318798,0.14897307,0.15403311,0.04865852,,,,,0.38130000,0.11140847
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w+1,0.01958321,0.35828466,0.01899604,0.35291865,65832.35193624,44000.00000000,21832.35193624,0.49618982,0.11650059,0.11581219,0.67895653,0.18978719,0.93190128,0.53478163,-0.21784704,,2023,0.42003497,2022,-0.18017404,1223348.71580772,2446.69743162,2.87652196,0.05560676,0.46079349,0.14646460,0.15327032,0.04889971,,,,,0.38434765,0.08375959
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,,0.00106099,0.00309179,0.00076111,0.00253322,77747.81410007,44000.00000000,33747.81410007,0.76699578,0.15751649,0.16413520,0.81975910,0.20511287,1.14567930,0.76808846,-0.20507598,448,2023,0.45832760,2022,-0.15492115,785796.69335006,1571.59338670,1.77420063,0.03571803,0.44983294,0.14897307,0.14970779,0.04906935,,,,,0.39911419,0.13848716
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m,0.07252476,0.51273091,0.07185555,0.50808009,81287.69485060,44000.00000000,37287.69485060,0.84744761,0.17516196,0.17714521,0.88327490,0.20832479,1.24434230,0.76360916,-0.22938693,474,2023,0.39357462,2022,-0.16241122,364489.43549465,728.97887099,0.79894825,0.01656770,0.44818019,0.14897307,0.14941073,0.04906935,,,,,0.40080693,0.12659439
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m+1,0.06340703,0.42724574,0.06284655,0.42595332,73491.16725518,44000.00000000,29491.16725518,0.67025380,0.14533927,0.14773194,0.75043280,0.21173224,1.05153921,0.70148550,-0.20718784,,2023,0.39163350,2022,-0.13507216,489928.07219464,979.85614439,1.09144700,0.02226946,0.44261709,0.12815605,0.14822997,0.04781128,,,,,0.40733732,0.13459118
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m,0.09537101,0.51725689,0.09407169,0.50974055,76763.16713009,44000.00000000,32763.16713009,0.74461743,0.15826674,0.16041741,0.71990706,0.24802283,1.00517015,0.61991522,-0.25530384,160,2023,0.44362100,2022,-0.18701423,303755.50313684,607.51100627,0.65753897,0.01380707,0.40654500,0.12822152,0.13669255,0.04777955,,,,,0.45455818,0.15617064
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+1,0.08516319,0.34247117,0.08439095,0.34248463,75206.37462203,44000.00000000,31206.37462203,0.70923579,0.14792411,0.15444670,0.81501489,0.19306157,1.15327038,0.69192891,-0.21378513,683,2021,0.31751773,2022,-0.18637991,281513.57403033,563.02714806,0.65905874,0.01279607,0.46601664,0.12925424,0.15652169,0.04706871,,,,,0.37516996,0.09222170
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+2,0.09159617,0.43323244,0.09090471,0.43170329,87370.27671333,44000.00000000,43370.27671333,0.98568811,0.19078590,0.19830950,0.96435097,0.20352378,1.38058602,0.76917713,-0.24803897,455,2023,0.42473788,2022,-0.14653697,335506.97277498,671.01394555,0.70168549,0.01525032,0.44971161,0.13827589,0.15046014,0.04933773,,,,,0.39764451,0.13504840
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,1w,0.03115397,0.28484463,0.03082194,0.28486057,63799.28614132,44000.00000000,19799.28614132,0.44998378,0.11617544,0.10674439,0.69807338,0.18209484,0.96374942,0.56356940,-0.20614221,,2023,0.28177312,2022,-0.06939014,1597274.98553870,3194.54997108,3.77287060,0.07260341,0.48260664,0.14951731,0.16048430,0.04872469,,,,,0.35569001,0.04111079
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w,0.04208269,0.35511349,0.04174099,0.35512718,72145.00473929,44000.00000000,28145.00473929,0.63965920,0.13940613,0.14235739,0.79940758,0.18571597,1.12658324,0.80161803,-0.17390593,162,2024,0.30144672,2022,-0.08027512,1077222.41846576,2154.44483693,2.47103306,0.04896466,0.47944975,0.14897307,0.15947731,0.04865852,,,,,0.35975022,0.04401176
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w+1,0.04353793,0.35828466,0.04314283,0.35291865,64966.17302841,44000.00000000,20966.17302841,0.47650393,0.11808982,0.11198210,0.69505260,0.18658306,0.95149403,0.54251392,-0.21767151,,2024,0.32642186,2022,-0.05088008,1177271.34148269,2354.54268297,2.74130024,0.05351233,0.48068111,0.14623037,0.15992294,0.04881441,,,,,0.35793996,0.04138759
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,,0.02226819,0.23281372,0.02209117,0.23283372,77178.27720921,44000.00000000,33178.27720921,0.75405175,0.15754958,0.16199020,0.82447870,0.20360386,1.14830108,0.82048946,-0.19201902,169,2023,0.33453661,2022,-0.07419256,755885.21978169,1511.77043956,1.70969351,0.03435842,0.46589414,0.14897307,0.15502117,0.04906935,,,,,0.37776265,0.04044418
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m,0.08608568,0.51273091,0.08556797,0.50808009,79144.18905324,44000.00000000,35144.18905324,0.79873157,0.16725522,0.16933238,0.85559775,0.20675002,1.20255408,0.72920225,-0.22936739,474,2021,0.34712232,2022,-0.12408919,362490.34728889,724.98069458,0.81197213,0.01647683,0.46308600,0.14897307,0.15440562,0.04906935,,,,,0.38101763,0.05496927
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m+1,0.07789594,0.42734173,0.07752876,0.42620428,75551.12460043,44000.00000000,31551.12460043,0.71707101,0.15732000,0.15577888,0.79935198,0.21191678,1.11830400,0.75910067,-0.20724524,,2023,0.33899370,2026,-0.06220478,501901.83270950,1003.80366542,1.08125883,0.02281372,0.45538854,0.12811898,0.15250835,0.04775252,,,,,0.39048504,0.04070383
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m,0.10913212,0.51725689,0.10807754,0.50974055,71683.81100017,44000.00000000,27683.81100017,0.62917752,0.13750625,0.14049423,0.65291536,0.24417349,0.90779677,0.53859846,-0.25530384,160,2024,0.39380390,2022,-0.15497175,288922.24727582,577.84449455,0.66430150,0.01313283,0.42386575,0.12847427,0.14244287,0.04774108,,,,,0.43161339,0.06904448
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+1,0.09634128,0.34264494,0.09572877,0.34265815,76186.59431746,44000.00000000,32186.59431746,0.73151351,0.15351446,0.15821952,0.83480577,0.19472563,1.17918216,0.76085218,-0.20176647,567,2021,0.31751773,2022,-0.11591684,288076.45453896,576.15290908,0.66401789,0.01309438,0.47594808,0.12914829,0.15978980,0.04723177,,,,,0.36226366,0.04053673
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+2,0.10452299,0.43298247,0.10389847,0.43128218,89421.26333771,44000.00000000,45421.26333771,1.03230144,0.19986085,0.20513692,0.99882194,0.20430437,1.42885922,0.80603097,-0.24795678,455,2023,0.38261476,2022,-0.08024570,344182.75721527,688.36551443,0.70151887,0.01564467,0.45992038,0.13855395,0.15390481,0.04945103,,,,,0.38418394,0.05279808
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,1w,0.00721958,0.25147062,0.00678218,0.25148306,70632.90593281,44000.00000000,26632.90593281,0.60529332,0.14154788,0.13620593,0.79178635,0.19124457,1.09523395,0.73545843,-0.19246210,432,2023,0.43063286,2022,-0.13167198,1782836.92968290,3565.67385937,4.07044355,0.08103804,0.30920802,0.09945014,,,0.30895058,0.09716329,,,0.38048760,0.08333073
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w,0.02203687,0.35542285,0.02156598,0.35543546,76641.83228574,44000.00000000,32641.83228574,0.74185982,0.15822301,0.15995618,0.85489651,0.19500006,1.20256002,0.75808386,-0.20871439,436,2023,0.47148308,2022,-0.13357287,1149675.94864018,2299.35189728,2.56793986,0.05225800,0.30874530,0.09845897,,,0.30841905,0.09698319,,,0.38133918,0.11146102
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w+1,0.01941299,0.35226669,0.01883115,0.35004821,69474.08438526,44000.00000000,25474.08438526,0.57895646,0.13339329,0.13140654,0.74017365,0.19614615,1.01726604,0.67338649,-0.19809321,,2023,0.45002263,2022,-0.16024968,1238431.62966482,2476.86325933,2.86414049,0.05629235,0.30703529,0.09770264,,,0.30714260,0.09654544,,,0.38421597,0.08344339
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,,0.00116017,0.00316548,0.00083414,0.00253322,82615.34481972,44000.00000000,38615.34481972,0.87762147,0.17870484,0.18188809,0.88637243,0.21186541,1.23848076,0.77970942,-0.22919415,449,2023,0.49166168,2022,-0.13309696,806366.06675251,1612.73213351,1.77031825,0.03665300,0.29973715,0.09845897,,,0.29974344,0.09958910,,,0.39907466,0.13806408
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m,0.07262051,0.51221543,0.07181069,0.50757420,84901.50505984,44000.00000000,40901.50505984,0.92957966,0.18957206,0.18989057,0.91925783,0.21505320,1.29498079,0.82678017,-0.22928956,474,2023,0.42250792,2022,-0.14474334,366633.78091427,733.26756183,0.79056227,0.01666517,0.29851180,0.09845897,,,0.29906266,0.09958910,,,0.40062278,0.12570419
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m+1,0.06385466,0.42652651,0.06338579,0.42528382,78825.37069315,44000.00000000,34825.37069315,0.79148570,0.16882580,0.16815340,0.82695524,0.21861898,1.15507186,0.76368923,-0.22106609,429,2023,0.42665239,2022,-0.10614000,508635.09460942,1017.27018922,1.09130383,0.02311978,0.29465790,0.08526275,,,0.29661492,0.09142393,,,0.40700756,0.13867434
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m,0.09630224,0.51221543,0.09500345,0.50757420,81034.33774342,44000.00000000,37034.33774342,0.84168949,0.17520090,0.17623188,0.76636886,0.25398797,1.06948732,0.70811008,-0.24742043,152,2023,0.48031416,2022,-0.16782158,307932.12047961,615.86424096,0.65112102,0.01399691,0.27018288,0.08540506,,,0.27386963,0.09163872,,,0.45387763,0.15555722
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+1,0.08521475,0.34182154,0.08444231,0.34183413,78456.33717398,44000.00000000,34456.33717398,0.78309857,0.16483147,0.16678312,0.86562070,0.20043901,1.22064805,0.77239154,-0.21340403,573,2021,0.35114818,2022,-0.16661747,285088.42704181,570.17685408,0.65160564,0.01295856,0.31017558,0.08603641,,,0.31253974,0.09101928,,,0.37510697,0.09377823
