label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05449225,0.27327259,0.05428831,0.27327789,38207.81753387,28000.00000000,10207.81753387,0.36456491,0.15157020,0.15981445,0.77584649,0.21078025,1.11277829,0.69084808,-0.21939729,191,2021,0.21992226,2022,0.03681839,150759.68073885,59.31018269,1.12116039,0.00211822,0.71552045,0.19905362,,,,,0.28352798,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.04311521,0.23241295,0.04289846,0.23241890,35128.98910219,28000.00000000,7128.98910219,0.25460675,0.10216874,0.11534252,0.59985348,0.19366039,0.84607909,0.46521107,-0.21961803,209,2021,0.21961276,2022,-0.07792693,139338.27595063,55.84427054,1.11142376,0.00199444,0.69458113,0.19853566,,,,,0.30442058,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.04311521,0.23241295,0.04289846,0.23241890,35128.98910219,28000.00000000,7128.98910219,0.25460675,0.10216874,0.11534252,0.59985348,0.19366039,0.84607909,0.46521107,-0.21961803,209,2021,0.21961276,2022,-0.07792693,139338.27595063,55.84427054,1.11142376,0.00199444,0.69458113,0.19853566,,,,,0.30442058,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00153888,0.00398983,0.00083337,0.00186447,36746.20437648,28000.00000000,8746.20437648,0.31236444,0.13643218,0.13904447,0.77024830,0.18959747,1.10545883,0.71615656,-0.19050608,167,2023,0.29364945,2022,-0.15281205,161489.42449252,54.20036860,1.23071100,0.00193573,0.48917836,0.14876676,0.16259779,0.04846232,,,0.34664435,0.13831898
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.03892807,0.23213258,0.03831781,0.23213625,36451.19661008,28000.00000000,8451.19661008,0.30182845,0.13668389,0.13477894,0.77234106,0.18930692,1.10160316,0.71747782,-0.19050608,167,2021,0.26536130,2022,-0.07425334,144082.56360207,49.53286981,1.08632474,0.00176903,0.51743753,0.14876676,0.17196987,0.04846232,,,0.30902142,0.04114164
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00291009,0.04964041,0.00213912,0.04965048,36651.68508911,28000.00000000,8651.68508911,0.30898875,0.13503134,0.13768057,0.76399410,0.18951152,1.09568517,0.70880329,-0.19050608,167,2023,0.29344384,2022,-0.15580193,162634.42920045,54.94700565,1.24164458,0.00196239,0.49018462,0.14876676,0.16292472,0.04846232,,,0.34526246,0.13874090
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03892807,0.23213258,0.03831781,0.23213625,36451.19661008,28000.00000000,8451.19661008,0.30182845,0.13668389,0.13477894,0.77234106,0.18930692,1.10160316,0.71747782,-0.19050608,167,2021,0.26536130,2022,-0.07425334,144082.56360207,49.53286981,1.08632474,0.00176903,0.51743753,0.14876676,0.17196987,0.04846232,,,0.30902142,0.04114164
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05494207,0.27327487,0.05435076,0.27327789,39186.93089836,28000.00000000,11186.93089836,0.39953325,0.17515285,0.17340404,0.89731866,0.20311422,1.28675124,0.91940821,-0.19050608,167,2021,0.26536130,2022,0.03986089,157896.90396572,54.10122782,1.12814987,0.00193219,0.53660268,0.14876676,0.17834419,0.04846232,,,0.28354183,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.04375216,0.23221309,0.04330064,0.23221658,36029.73393523,28000.00000000,8029.73393523,0.28677621,0.12584213,0.12864068,0.72011892,0.18985646,1.02114190,0.66016004,-0.19062367,167,2021,0.26452223,2022,-0.07439868,145900.19616793,50.76747910,1.11741461,0.00181312,0.52116646,0.14957193,0.17326500,0.04970895,,,0.30411589,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.04374261,0.23221309,0.04330064,0.23221658,36029.48422754,28000.00000000,8029.48422754,0.28676729,0.12583953,0.12863703,0.72010667,0.18985647,1.02112459,0.66014637,-0.19062367,167,2021,0.26452223,2022,-0.07439868,145919.25429929,50.77891398,1.11756064,0.00181353,0.52118155,0.14957193,0.17326500,0.04970895,,,0.30411589,0.00000000
50/50,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00099099,0.00283483,0.00072613,0.00169835,34865.75848821,28000.00000000,6865.75848821,0.24520566,0.10087101,0.11140886,0.47160928,0.29881388,0.66665686,0.22527446,-0.44776941,,2023,0.58132615,2022,-0.42541351,76040.91341215,28.92638044,0.62618410,0.00103309,0.49953690,0.49867754,,,,,0.49945055,0.49830165
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.09005484,0.39415879,0.08983640,0.39416531,37178.31498291,28000.00000000,9178.31498291,0.32779696,0.14076261,0.14524715,0.69713284,0.22566809,1.00489735,0.45211711,-0.31134103,,2023,0.36704713,2022,-0.26057211,67253.84199023,27.21185717,0.52289185,0.00097185,0.58880552,0.49867754,,,,,0.41026180,0.10583469
SPY benchmark,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00937307,0.02370740,0.00937486,0.02370838,32082.05496851,28000.00000000,4082.05496851,0.14578768,0.08435315,0.06840109,0.55155897,0.17464157,0.78765688,0.34453374,-0.24483277,,2021,0.28040953,2022,-0.18327166,27799.17347394,1.94594214,0.21953546,0.00006950,,,,,0.99062514,0.97629162,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,0.00102280,0.00298841,0.00078540,0.00202603,40994.96717216,28000.00000000,12994.96717216,0.46410597,0.19304976,0.19794653,1.11053711,0.17256103,1.63916003,0.95435214,-0.20228357,506,2023,0.45302291,2022,-0.15417486,222948.41950839,84.46230851,1.60695463,0.00301651,0.63171117,0.22660125,,,,,0.36721926,0.13809972
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.03850098,0.23399870,0.03834723,0.23400534,40569.65455860,28000.00000000,12569.65455860,0.44891623,0.19217861,0.19226354,1.07833539,0.17791161,1.57701784,1.20670549,-0.15925892,506,2023,0.32625062,2022,-0.07544429,207860.40016715,80.19519148,1.49294935,0.00286411,0.66954312,0.22695923,,,,,0.32956929,0.03927255
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.00230295,0.04888725,0.00207324,0.04889696,40911.09752239,28000.00000000,12911.09752239,0.46111063,0.19162768,0.19682929,1.10309829,0.17265656,1.62729441,0.93366161,-0.20524318,513,2023,0.45307514,2022,-0.15730799,223533.19850688,84.94684626,1.61445574,0.00303382,0.63305812,0.22710205,,,,,0.36590707,0.13856623
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03850098,0.23399870,0.03834723,0.23400534,40569.65455860,28000.00000000,12569.65455860,0.44891623,0.19217861,0.19226354,1.07833539,0.17791161,1.57701784,1.20670549,-0.15925892,506,2023,0.32625062,2022,-0.07544429,207860.40016715,80.19519148,1.49294935,0.00286411,0.66954312,0.22695923,,,,,0.32956929,0.03927255
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05443500,0.27327187,0.05429680,0.27327789,43214.15284177,28000.00000000,15214.15284177,0.54336260,0.23229222,0.22692123,1.15814491,0.19744225,1.70110312,1.50588108,-0.15425669,273,2021,0.32605015,2022,0.03729291,226765.48356195,87.27196833,1.53477532,0.00311686,0.69492636,0.22698455,,,,,0.30418752,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.03850098,0.23399870,0.03834723,0.23400534,40569.65455860,28000.00000000,12569.65455860,0.44891623,0.19217861,0.19226354,1.07833539,0.17791161,1.57701784,1.20670549,-0.15925892,506,2023,0.32625062,2022,-0.07544429,207860.40016715,80.19519148,1.49294935,0.00286411,0.66954312,0.22695923,,,,,0.32956929,0.03927255
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.03850098,0.23399870,0.03834723,0.23400534,40569.65455860,28000.00000000,12569.65455860,0.44891623,0.19217861,0.19226354,1.07833539,0.17791161,1.57701784,1.20670549,-0.15925892,506,2023,0.32625062,2022,-0.07544429,207860.40016715,80.19519148,1.49294935,0.00286411,0.66954312,0.22695923,,,,,0.32956929,0.03927255
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00156461,0.00350403,0.00088975,0.00193736,41389.53123270,28000.00000000,13389.53123270,0.47819754,0.19807742,0.20318031,1.10488792,0.17814544,1.62463618,1.09978194,-0.18010608,553,2023,0.46429148,2022,-0.15196209,225979.82677041,75.01913910,1.62311279,0.00267925,0.47369498,0.16990046,0.15751537,0.05637263,,,0.36718371,0.13804754
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.03938639,0.23417237,0.03891039,0.23417691,41050.88392581,28000.00000000,13050.88392581,0.46610300,0.19860404,0.19869048,1.10738100,0.17814751,1.61607270,1.39432541,-0.14243737,553,2023,0.33968021,2022,-0.07188414,211417.98683209,71.26040787,1.50973006,0.00254501,0.50248210,0.17031257,0.16696754,0.05615057,,,0.32908835,0.03910098
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00284826,0.05088481,0.00222590,0.05089588,41281.52568234,28000.00000000,13281.52568234,0.47434020,0.19634914,0.20175128,1.09687717,0.17812493,1.61140757,1.07044373,-0.18342780,553,2023,0.46391118,2022,-0.15545027,226884.27305716,75.62250556,1.63353127,0.00270080,0.47474164,0.16985059,0.15780417,0.05653556,,,0.36590435,0.13855846
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03938639,0.23417237,0.03891039,0.23417691,41050.88392581,28000.00000000,13050.88392581,0.46610300,0.19860404,0.19869048,1.10738100,0.17814751,1.61607270,1.39432541,-0.14243737,553,2023,0.33968021,2022,-0.07188414,211417.98683209,71.26040787,1.50973006,0.00254501,0.50248210,0.17031257,0.16696754,0.05615057,,,0.32908835,0.03910098
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05487568,0.27327400,0.05439621,0.27327789,43707.42397097,28000.00000000,15707.42397097,0.56097943,0.23860664,0.23321381,1.20962713,0.19247641,1.77016806,1.69160293,-0.14105357,171,2023,0.31916596,2022,0.04001437,230304.24795031,77.47514388,1.54993716,0.00276697,0.52113037,0.17001629,0.17326473,0.05656927,,,0.30417221,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.03938639,0.23417237,0.03891039,0.23417691,41050.88392581,28000.00000000,13050.88392581,0.46610300,0.19860404,0.19869048,1.10738100,0.17814751,1.61607270,1.39432541,-0.14243737,553,2023,0.33968021,2022,-0.07188414,211417.98683209,71.26040787,1.50973006,0.00254501,0.50248210,0.17031257,0.16696754,0.05615057,,,0.32908835,0.03910098
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.03934274,0.23417237,0.03889813,0.23417691,41048.46964517,28000.00000000,13048.46964517,0.46601677,0.19857856,0.19865838,1.10724852,0.17815000,1.61586840,1.39414655,-0.14243737,553,2023,0.33959166,2022,-0.07188414,211504.48884507,71.29505146,1.51037274,0.00254625,0.50250240,0.17032466,0.16699122,0.05615456,,,0.32909392,0.03910098
50/50,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00102769,0.00269221,0.00073249,0.00200475,40679.70928748,28000.00000000,12679.70928748,0.45284676,0.15594522,0.19373824,0.65559614,0.28206708,0.94061513,0.34819284,-0.44787028,752,2023,0.69917617,2022,-0.42544420,78968.44583262,29.89201985,0.62943490,0.00106757,0.49950348,0.49826177,,,,,0.49944671,0.49799525
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.09203263,0.40128396,0.09183663,0.40129169,43042.10844122,28000.00000000,15042.10844122,0.53721816,0.19999702,0.22471421,1.00179491,0.20271400,1.49667475,0.64967307,-0.30784255,681,2023,0.46524931,2022,-0.25468405,74928.93064652,29.95351551,0.56088198,0.00106977,0.59085958,0.49826177,,,,,0.40826028,0.09870831
SPY benchmark,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.01158140,0.03217878,0.01158326,0.03218003,34723.22497218,28000.00000000,6723.22497218,0.24011518,0.08543506,0.10931988,0.56334311,0.17192421,0.80532628,0.34960224,-0.24437788,709,2023,0.25579351,2022,-0.18307637,27676.35655062,1.93734496,0.23266648,0.00006919,,,,,0.98841674,0.96781997,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,0.00102396,0.00318210,0.00075801,0.00249306,41550.41185129,28000.00000000,13550.41185129,0.48394328,0.15636016,0.20486642,0.88842574,0.18261497,1.26383371,0.77531823,-0.20167223,505,2023,0.45287969,2022,-0.15357714,247456.75324567,92.42730842,1.85989699,0.00330098,0.63689263,0.22667789,,,,,0.36203375,0.13765362
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.03993505,0.23880910,0.03979947,0.23881806,41142.37038311,28000.00000000,13142.37038311,0.46937037,0.15689654,0.19948053,0.86862110,0.18860160,1.22831986,0.96044922,-0.16335746,,2023,0.32362785,2022,-0.06949646,238181.22887835,90.26865162,1.79168548,0.00322388,0.67624587,0.22651364,,,,,0.32291185,0.03445984
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.00235709,0.05148562,0.00215079,0.05150030,41460.62663329,28000.00000000,13460.62663329,0.48073667,0.15459673,0.20368463,0.87924707,0.18282603,1.24991016,0.75389515,-0.20506397,513,2023,0.45267474,2022,-0.15720863,248345.54132589,92.96734831,1.87096790,0.00332026,0.63829767,0.22654511,,,,,0.36069508,0.13822744
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03992926,0.23880910,0.03979947,0.23881806,41141.79520835,28000.00000000,13141.79520835,0.46934983,0.15689115,0.19947291,0.86859642,0.18860158,1.22828378,0.96041621,-0.16335746,,2023,0.32362785,2022,-0.06949646,238200.09799650,90.27997309,1.79182766,0.00322428,0.67625876,0.22651364,,,,,0.32291185,0.03445984
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05434217,0.27326968,0.05424484,0.27327789,40270.15517665,28000.00000000,12270.15517665,0.43821983,0.16680602,0.18783566,0.85383259,0.20586538,1.21421580,1.02135222,-0.16331880,,2023,0.30530105,2021,0.03287593,281050.99025675,106.32087171,2.00213198,0.00379717,0.70852657,0.22663565,,,,,0.29057345,0.00000000
