label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,,0.00009329,0.00025466,0.00010373,0.00028076,135642.18561196,40000.00000000,95642.18561196,2.39105464,0.42619571,0.41202701,1.24630675,0.32924993,1.68312122,1.23669915,-0.34462359,443,2017,0.78185192,2018,-0.02782647,494644.90793418,74.19673619,0.93549392,0.00185492,,,,,0.61973088,0.14910350
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,QQQ<SMA200,0.00617870,0.18151165,0.00618865,0.18151165,136287.76872650,40000.00000000,96287.76872650,2.40719422,0.42826612,0.41373699,1.25739046,0.32688381,1.69847259,1.35170400,-0.31683425,169,2017,0.78185192,2018,0.00951280,493851.33453604,74.07770018,0.92963200,0.00185194,,,,,0.61364596,0.14910920
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,,0.00010030,0.00025076,0.00010287,0.00025089,117008.24801022,40000.00000000,77008.24801022,1.92520620,0.35565076,0.35933217,1.28552072,0.26440313,1.75062553,1.12682913,-0.31562085,152,2019,0.52579187,2018,-0.02845743,119162.18467807,17.87432770,0.25694894,0.00044686,,,,,0.47231473,0.17401973
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,QQQ<SMA200,0.00717758,0.21165373,0.00718007,0.21165373,117752.55882176,40000.00000000,77752.55882176,1.94381397,0.35835974,0.36157296,1.30937508,0.26028512,1.78432548,1.13548678,-0.31560010,152,2017,0.49737672,2022,0.01454161,116503.08034678,17.47546205,0.24963858,0.00043689,,,,,0.46523753,0.17397296
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,,0.00010539,0.00023304,0.00011044,0.00023396,133789.91157715,40000.00000000,93789.91157715,2.34474779,0.40781433,0.40708132,1.29624392,0.29906360,1.75943781,1.18479419,-0.34420690,168,2017,0.60933734,2018,-0.01552026,195142.44942098,29.27136741,0.38535585,0.00073178,,,,,0.54684339,0.17398565
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,QQQ<SMA200,0.00714369,0.21094399,0.00714773,0.21094399,134682.48524304,40000.00000000,94682.48524304,2.36706213,0.41066920,0.40947192,1.31532039,0.29544919,1.78611758,1.19309447,-0.34420510,168,2017,0.60933734,2022,0.01740413,192724.53201945,28.90867980,0.37809273,0.00072272,,,,,0.53980609,0.17391688
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,,0.00010154,0.00021576,0.00010831,0.00024744,145654.79377692,40000.00000000,105654.79377692,2.64136984,0.44421589,0.43778976,1.28161106,0.33026892,1.73252631,1.23357857,-0.36010344,169,2017,0.71433712,2018,-0.01227281,308216.83167274,46.23252475,0.56933921,0.00115581,,,,,0.61105035,0.17398408
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,QQQ<SMA200,0.00712423,0.21032449,0.00713007,0.21032449,146644.01032276,40000.00000000,106644.01032276,2.66610026,0.44713483,0.44025111,1.29727552,0.32701213,1.75417654,1.24181102,-0.36006672,169,2017,0.71433712,2022,0.02026832,306450.58165404,45.96758725,0.56232400,0.00114919,,,,,0.60402859,0.17392963
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,,0.00009510,0.00023685,0.00010311,0.00023800,155483.95772002,40000.00000000,115483.95772002,2.88709894,0.47217368,0.46163239,1.26862527,0.35584079,1.71521253,1.29230079,-0.36537444,432,2017,0.80955753,2018,-0.02504102,445159.18933798,66.77387840,0.78344505,0.00166935,,,,,0.66514783,0.17395021
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,QQQ<SMA200,0.00710028,0.21004055,0.00710859,0.21004055,156588.57466954,40000.00000000,116588.57466954,2.91471437,0.47522546,0.46423000,1.28236323,0.35280435,1.73421221,1.31976276,-0.36008400,169,2017,0.80955753,2018,0.01931936,444191.35905694,66.62870386,0.77641171,0.00166572,,,,,0.65814234,0.17402644
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,,0.00010806,0.00028075,0.00011048,0.00028276,118856.14620097,40000.00000000,78856.14620097,1.97140366,0.35972651,0.36487266,1.25389320,0.27599196,1.70943569,1.07938986,-0.33326838,142,2019,0.54421715,2018,-0.04680375,103468.07202978,15.52021080,0.22182437,0.00038801,,,,,0.48166734,0.19879541
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,QQQ<SMA200,0.00715725,0.19046535,0.00715948,0.19046535,120030.35781703,40000.00000000,80030.35781703,2.00075895,0.36380995,0.36835425,1.28264653,0.27109963,1.75005092,1.09167877,-0.33325733,142,2017,0.49737672,2018,0.00151705,99676.91364566,14.95153705,0.21166740,0.00037379,,,,,0.47461834,0.19886789
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,,0.00011114,0.00025506,0.00011527,0.00025862,139136.36693444,40000.00000000,99136.36693444,2.47840917,0.41899330,0.42119932,1.27758551,0.31299625,1.73946735,1.16044951,-0.36106120,166,2019,0.62892988,2018,-0.04014450,157982.72683308,23.69740902,0.30659783,0.00059244,,,,,0.56205380,0.19885482
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,QQQ<SMA200,0.00807967,0.23969033,0.00808359,0.23969033,140400.65024181,40000.00000000,100400.65024181,2.51001626,0.42283843,0.42446896,1.30077731,0.30839731,1.77200151,1.17109207,-0.36106335,166,2017,0.60933734,2018,0.01069854,154814.90391031,23.22223559,0.29784039,0.00058056,,,,,0.55408548,0.19888264
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,,0.00009661,0.00021060,0.00010180,0.00024744,157348.07882434,40000.00000000,117348.07882434,2.93370197,0.46890421,0.46600690,1.28497345,0.34710550,1.74379748,1.20940532,-0.38771469,169,2017,0.72820866,2018,-0.02904085,249144.31699647,37.37164755,0.44470892,0.00093429,,,,,0.63472938,0.19883442
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,QQQ<SMA200,0.00801761,0.23873510,0.00802258,0.23873510,158810.39273447,40000.00000000,118810.39273447,2.97025982,0.47287103,0.46940739,1.30412406,0.34298631,1.77041075,1.21971160,-0.38769085,169,2017,0.72820866,2022,0.02026777,246422.89469086,36.96343420,0.43595675,0.00092409,,,,,0.62680860,0.19878332
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,,0.00008747,0.00021825,0.00009390,0.00023299,170360.25293842,40000.00000000,130360.25293842,3.25900632,0.50391377,0.49535891,1.27164373,0.37849234,1.72012607,1.25662049,-0.40100712,169,2017,0.83745012,2018,-0.02823582,390780.28917828,58.61704338,0.65448479,0.00146543,,,,,0.69837315,0.19885522
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,QQQ<SMA200,0.00799542,0.23824467,0.00800222,0.23824467,171989.87434070,40000.00000000,131989.87434070,3.29974686,0.50800840,0.49889808,1.28790645,0.37472165,1.74251542,1.26692117,-0.40097869,169,2017,0.83745012,2018,0.02308207,389257.51722363,58.38862758,0.64604867,0.00145972,,,,,0.69046483,0.19886032
50/50,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00036137,0.00124221,0.00028559,0.00109151,122793.50102817,40000.00000000,82793.50102817,2.06983753,0.37567777,0.37643115,1.21743257,0.29938683,1.70809504,0.99560934,-0.37733452,133,2019,0.60992970,2022,0.00935964,231923.07914334,89.43918006,0.46974380,0.00223598,0.49974061,0.49890849,,,0.49988101,0.49968913
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.01158341,0.19577427,0.01150330,0.19577970,114020.10201827,40000.00000000,74020.10201827,1.85050255,0.35155801,0.35020871,1.19383958,0.28758999,1.65981693,0.93177881,-0.37729771,138,2019,0.50292958,2022,0.00936691,196433.49246698,76.55122013,0.41902197,0.00191378,0.51096250,0.49890849,,,0.48864457,0.30422030
SPY benchmark,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00468473,0.01698335,0.00468596,0.01698468,72418.68531396,40000.00000000,32418.68531396,0.81046713,0.17924495,0.19446028,0.97214809,0.18806899,1.34124968,0.53135831,-0.33733348,173,2019,0.30750436,2018,-0.04757823,39723.78785113,2.78066515,0.11821748,0.00006952,,,0.99531404,0.98301532,,
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,,0.00041476,0.00103027,0.00031411,0.00099890,63902.95017817,40000.00000000,23902.95017817,0.59757375,0.18336102,0.15318077,0.84634532,0.23068914,1.16094810,0.72175068,-0.25405036,362,2019,0.44560590,2022,-0.18797534,349138.59084965,132.37097933,0.89094793,0.00330927,0.58773177,0.49900110,,,0.41182496,0.12422466
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,QQQ<SMA200,0.01337086,0.16803528,0.01329186,0.16803747,69521.01851302,40000.00000000,29521.01851302,0.73802546,0.20415214,0.18127329,0.93015064,0.22797876,1.27971468,0.80337876,-0.25411693,362,2019,0.39872777,2022,-0.11561524,311648.62502966,119.64943131,0.79123401,0.00299124,0.60068524,0.49900110,,,0.39886104,0.08874951
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.60000000,,0.00041767,0.00130073,0.00033532,0.00127603,65386.45849247,40000.00000000,25386.45849247,0.63466146,0.19186592,0.16081183,0.82173031,0.25294170,1.12303686,0.76470972,-0.25090033,355,2019,0.46541469,2022,-0.19043112,472760.69391121,178.34367382,1.18811179,0.00445859,0.54532441,0.39917183,,,0.45421990,0.12429171
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.60000000,QQQ<SMA200,0.01335058,0.16791307,0.01327315,0.16791513,71109.35281293,40000.00000000,31109.35281293,0.77773382,0.21269864,0.18883994,0.89659944,0.25047268,1.22825795,0.84781942,-0.25087729,355,2019,0.41769266,2022,-0.11848484,434091.41639648,165.16443131,1.08551678,0.00412911,0.55827690,0.39917183,,,0.44126757,0.08887185
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.70000000,,0.00041427,0.00183442,0.00034772,0.00154681,65280.68139055,40000.00000000,25280.68139055,0.63201703,0.19206748,0.16027300,0.78287382,0.27228737,1.06636247,0.73156206,-0.26254434,432,2019,0.46954587,2022,-0.19044214,629558.05468063,236.26896669,1.58639697,0.00590672,0.51482190,0.29845319,,,0.48471210,0.12427338
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.70000000,QQQ<SMA200,0.01334961,0.16793905,0.01328563,0.16794111,71000.55272220,40000.00000000,31000.55272220,0.77501382,0.21292999,0.18832656,0.85158720,0.26997434,1.16225035,0.83831034,-0.25399900,337,2019,0.42186472,2022,-0.11840555,591077.39383989,223.21348704,1.48203666,0.00558034,0.52779389,0.29845319,,,0.47172802,0.08884586
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.80000000,,0.00046092,0.00124419,0.00039805,0.00119702,65573.48526615,40000.00000000,25573.48526615,0.63933713,0.19354880,0.16176260,0.76053294,0.28766228,1.03496165,0.66097082,-0.29282503,455,2019,0.45660308,2022,-0.19037839,743858.71464160,278.90466739,1.88163211,0.00697262,0.49254454,0.19896438,,,0.50693089,0.12429033
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.80000000,QQQ<SMA200,0.01338997,0.16799830,0.01334294,0.16800044,71307.18244829,40000.00000000,31307.18244829,0.78267956,0.21438298,0.18977159,0.82479438,0.28550249,1.12432106,0.80639750,-0.26585274,455,2019,0.40892430,2022,-0.11838666,705279.88803547,265.79221142,1.77535946,0.00664481,0.50552395,0.19896438,,,0.49397326,0.08878654
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.50000000,,0.00049263,0.00139904,0.00039391,0.00145850,66244.79008329,40000.00000000,26244.79008329,0.65611975,0.19569624,0.16515494,0.84846223,0.24693598,1.16731048,0.75389435,-0.25958046,,2019,0.48812561,2022,-0.23051607,315565.93612187,120.10025259,0.76960300,0.00300251,0.56057090,0.49854150,,,0.43891084,0.14911884
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.50000000,QQQ<SMA200,0.01567203,0.19735324,0.01558350,0.19735531,73384.24974626,40000.00000000,33384.24974626,0.83460624,0.22141168,0.19941418,0.94939568,0.24179137,1.31123852,0.88353961,-0.25059622,140,2019,0.43221263,2022,-0.14748091,265165.85649631,102.56454115,0.64193358,0.00256411,0.57585125,0.49854150,,,0.42366405,0.11078906
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.60000000,,0.00046230,0.00153549,0.00037706,0.00144988,67820.68387088,40000.00000000,27820.68387088,0.69551710,0.20904477,0.17299664,0.82395184,0.27774152,1.12124505,0.73308703,-0.28515682,,2019,0.53937015,2022,-0.25704399,453594.69325576,170.90300717,1.06352169,0.00427258,0.50528126,0.39855012,,,0.49422370,0.14908155
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.60000000,QQQ<SMA200,0.01562565,0.19716238,0.01554524,0.19716433,75126.04268527,40000.00000000,35126.04268527,0.87815107,0.23501632,0.20731150,0.91095586,0.27319196,1.24284425,0.86523631,-0.27162096,140,2019,0.48172377,2022,-0.17704071,402253.14400845,153.00264746,0.93626228,0.00382507,0.52049169,0.39855012,,,0.47903312,0.11098004
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.70000000,,0.00041126,0.00118081,0.00034942,0.00089992,69466.85263229,40000.00000000,29466.85263229,0.73667132,0.21762660,0.18101249,0.80521998,0.30176122,1.09324349,0.74223971,-0.29320259,,2019,0.55929942,2022,-0.25993918,600388.12172922,225.62660871,1.38587285,0.00564067,0.46179907,0.29910008,,,0.53774651,0.14906353
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.70000000,QQQ<SMA200,0.01557266,0.19711637,0.01552194,0.19711835,76961.96703148,40000.00000000,36961.96703148,0.92404918,0.24381986,0.21545839,0.88394287,0.29756674,1.20261343,0.89779530,-0.27157623,140,2019,0.50070222,2022,-0.18018716,547800.53474513,207.22231946,1.25514508,0.00518056,0.47704583,0.29910008,,,0.52253285,0.11102602
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.80000000,,0.00038190,0.00115588,0.00032998,0.00099796,69009.25032091,40000.00000000,29009.25032091,0.72523126,0.21631716,0.17880176,0.76973626,0.32307241,1.04224734,0.68462800,-0.31596306,443,2019,0.56265714,2022,-0.25989903,767294.60909868,287.50315770,1.78029304,0.00718758,0.42902392,0.19900204,,,0.57053755,0.14904457
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.80000000,QQQ<SMA200,0.01553829,0.19712092,0.01550467,0.19712284,76446.47364117,40000.00000000,36446.47364117,0.91116184,0.24245301,0.21318877,0.84189640,0.31917150,1.14194106,0.89272725,-0.27158688,140,2019,0.50375407,2022,-0.18025716,715316.44592636,269.35854697,1.64757206,0.00673396,0.44425580,0.19900204,,,0.55534720,0.11102154
VT TQQQ/BTAL t35 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.50000000,,0.00049019,0.00139904,0.00038649,0.00145850,65915.31368510,40000.00000000,25915.31368510,0.64788284,0.19567427,0.16349393,0.81530887,0.26152118,1.12141139,0.64574565,-0.30302066,,2019,0.51808786,2022,-0.27207455,276605.03374701,105.56387634,0.65795260,0.00263910,0.54210654,0.49854150,,,0.45738043,0.17391811
VT TQQQ/BTAL t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.50000000,QQQ<SMA200,0.01787354,0.22492983,0.01777447,0.22493187,74397.52122113,40000.00000000,34397.52122113,0.85993803,0.22632843,0.20402874,0.93287066,0.25350561,1.29004945,0.83646407,-0.27057758,138,2019,0.45364712,2022,-0.17944941,213521.12189896,83.12921890,0.50287812,0.00207823,0.55949447,0.49854150,,,0.43999067,0.13456989
