label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,QQQ<SMA200,0.04184859,0.43620086,0.04185539,0.43620086,95324.29664491,40000.00000000,55324.29664491,1.38310742,0.28238116,0.28830767,0.85984679,0.37017283,1.20224518,0.64958885,-0.43470752,753,2023,0.85711323,2022,-0.39084390,250000.58248554,37.50008737,0.60530330,0.00093750,,,,,0.59981222,0.11035493
50/50,sens,sens_2020-07-06,2020-07-06,2025-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00077863,0.00270076,0.00053802,0.00184580,70706.14582806,40000.00000000,30706.14582806,0.76765365,0.17213414,0.18675802,0.68163947,0.29953515,0.96338490,0.38460068,-0.44756587,752,2023,0.69926733,2022,-0.42519472,173580.16790566,65.67244651,0.51826416,0.00164181,0.49962112,0.49815420,,,0.49958133,0.49860761
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.05682373,0.38937033,0.05662484,0.38937611,72804.32802149,40000.00000000,32804.32802149,0.82010820,0.19017881,0.19656457,0.81842541,0.25221595,1.16119105,0.60513964,-0.31427260,683,2023,0.47212545,2022,-0.26506184,149112.52149478,58.30054668,0.42128979,0.00145751,0.55576933,0.49815420,,,0.44347832,0.11062389
SPY benchmark,sens,sens_2020-07-06,2020-07-06,2025-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00821265,0.02579172,0.00821385,0.02579267,64485.81743768,40000.00000000,24485.81743768,0.61214544,0.15825162,0.15604504,0.93254437,0.17415177,1.35268846,0.64639103,-0.24482335,709,2021,0.28090630,2022,-0.18316873,39974.71195154,2.79822984,0.12245502,0.00006996,,,0.99178615,0.97420733,,
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,,0.00075621,0.00259623,0.00053349,0.00183203,66525.11142472,40000.00000000,26525.11142472,0.66312779,0.15553303,0.16630836,0.84616088,0.19351318,1.21032675,0.56707752,-0.27427120,530,2023,0.48896309,2022,-0.23076589,290081.29134876,110.44200683,0.83314302,0.00276105,0.58807916,0.49867396,,,0.41113676,0.17270896
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,QQQ<SMA200,0.02991590,0.28930946,0.02979079,0.28931588,65811.57496368,40000.00000000,25811.57496368,0.64528937,0.15523068,0.16272038,0.86360322,0.18811141,1.23025214,0.74646237,-0.20795513,530,2023,0.33271733,2022,-0.13945585,256651.73110299,99.52154441,0.73899634,0.00248804,0.61747698,0.49867396,,,0.38187382,0.05228149
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.60000000,,0.00077087,0.00300202,0.00055569,0.00202761,69709.58821241,40000.00000000,29709.58821241,0.74273971,0.16817394,0.18190516,0.83950051,0.21274253,1.18803132,0.60871647,-0.27627631,530,2023,0.49844703,2022,-0.23296439,436731.66625380,163.85741410,1.24694466,0.00409644,0.55377517,0.39893917,,,0.44541548,0.17304180
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.60000000,QQQ<SMA200,0.03005409,0.28935599,0.02989265,0.28936236,68954.49834104,40000.00000000,28954.49834104,0.72386246,0.16786138,0.17826654,0.85308627,0.20783414,1.20264542,0.80018313,-0.20977871,530,2023,0.34090637,2022,-0.14142434,401812.18626237,152.39285821,1.15000942,0.00380982,0.58321396,0.39893917,,,0.41604756,0.05223500
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.70000000,,0.00076480,0.00278894,0.00059231,0.00192249,72508.14075830,40000.00000000,32508.14075830,0.81270352,0.17865697,0.19508561,0.83169675,0.23022166,1.16862286,0.63429558,-0.28166202,571,2023,0.53692879,2022,-0.23364343,583454.19863046,217.94342654,1.65007266,0.00544859,0.52738305,0.29879168,,,0.47180324,0.17348034
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.70000000,QQQ<SMA200,0.02991988,0.28910929,0.02980467,0.28911565,71734.10038146,40000.00000000,31734.10038146,0.79335251,0.17837767,0.19148693,0.84278804,0.22568759,1.18013255,0.82631035,-0.21587248,571,2023,0.37596998,2022,-0.14246959,547491.83931366,205.97708025,1.55200185,0.00514943,0.55675025,0.29879168,,,0.44254061,0.05248172
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.80000000,,0.00081606,0.00278894,0.00062720,0.00199281,74898.69993528,40000.00000000,34898.69993528,0.87246750,0.18923518,0.20598421,0.84267797,0.24086038,1.18403525,0.67308927,-0.28114426,571,2023,0.57541918,2022,-0.23309429,706332.40249385,264.11771646,1.96787924,0.00660294,0.51316880,0.19941079,,,0.48595902,0.17302158
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.80000000,QQQ<SMA200,0.03001403,0.28899153,0.02987673,0.28899782,74086.68748701,40000.00000000,34086.68748701,0.85216719,0.18887384,0.20231799,0.85255083,0.23649557,1.19413467,0.87663167,-0.21545405,571,2023,0.41029664,2022,-0.14206997,668605.02389851,251.49528967,1.86738341,0.00628738,0.54256179,0.19941079,,,0.45663213,0.05259955
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.50000000,,0.00078796,0.00329428,0.00056837,0.00179758,70560.19849657,40000.00000000,30560.19849657,0.76400496,0.17450154,0.18596139,0.85234562,0.21688963,1.22831410,0.54247940,-0.32167403,530,2023,0.62420553,2022,-0.27940460,240384.65742133,91.80883511,0.65991108,0.00229522,0.55279835,0.49867396,,,0.44638900,0.20758113
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.50000000,QQQ<SMA200,0.03517134,0.34478542,0.03501279,0.34479191,70039.82996502,40000.00000000,30039.82996502,0.75099575,0.17619013,0.18348527,0.90365956,0.20293447,1.30004884,0.74002535,-0.23808662,530,2023,0.42570748,2022,-0.17203334,200769.71328698,78.54227825,0.55073151,0.00196356,0.58739581,0.49867396,,,0.41190781,0.06512493
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.60000000,,0.00081757,0.00222768,0.00061797,0.00167411,75016.39354282,40000.00000000,35016.39354282,0.87540984,0.18919365,0.20651261,0.83807381,0.24254760,1.19300991,0.54812239,-0.34516679,533,2023,0.64689700,2022,-0.30438482,355350.50278618,134.09184561,0.96802324,0.00335230,0.50574606,0.39893917,,,0.49340468,0.20740776
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.60000000,QQQ<SMA200,0.03528730,0.34519823,0.03516077,0.34520478,74534.13639845,40000.00000000,34534.13639845,0.86335341,0.19127111,0.20434269,0.87809697,0.23015983,1.24679640,0.71851832,-0.26620213,533,2023,0.44581103,2022,-0.19993862,315981.78669325,120.87428803,0.85965518,0.00302186,0.54049550,0.39893917,,,0.45881690,0.06471206
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.70000000,,0.00070534,0.00212189,0.00052946,0.00172438,78445.29319621,40000.00000000,38445.29319621,0.96113233,0.20169487,0.22158771,0.83288636,0.26289371,1.17612243,0.57189244,-0.35267972,601,2023,0.65370571,2022,-0.30727931,517340.16987461,193.53925590,1.40224909,0.00483848,0.47080637,0.29918966,,,0.52844536,0.20745988
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.70000000,QQQ<SMA200,0.03517977,0.34494476,0.03505921,0.34495126,77882.82112323,40000.00000000,37882.82112323,0.94707053,0.20353105,0.21915607,0.86518039,0.25146032,1.21819707,0.74047329,-0.27486616,573,2023,0.45159108,2022,-0.20366238,476783.32510668,179.89647702,1.29117348,0.00449741,0.50543719,0.29918966,,,0.49386692,0.06496558
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.80000000,,0.00071822,0.00238230,0.00058066,0.00179389,81813.12562330,40000.00000000,41813.12562330,1.04532814,0.21264346,0.23582741,0.82725906,0.28209147,1.16103995,0.59208674,-0.35914242,605,2023,0.69023937,2022,-0.30697062,685055.52210885,255.83103174,1.84335064,0.00639578,0.44157269,0.19910821,,,0.55765488,0.20811324
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.80000000,QQQ<SMA200,0.03523141,0.34503193,0.03514773,0.34503843,81248.02834981,40000.00000000,41248.02834981,1.03120071,0.21457334,0.23347532,0.85468213,0.27147700,1.19604830,0.76086731,-0.28201151,601,2023,0.48359696,2022,-0.20320776,643417.94601643,241.82040985,1.72960833,0.00604551,0.47622951,0.19910821,,,0.52305604,0.06487841
VT TQQQ/BTAL t35 w0-50 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.50000000,,0.00076423,0.00280359,0.00054309,0.00170766,69860.34279398,40000.00000000,29860.34279398,0.74650857,0.16914755,0.18262732,0.77914690,0.23733152,1.11932832,0.45989849,-0.36779324,535,2023,0.68786618,2022,-0.32722300,215745.11117692,81.90784102,0.59965234,0.00204770,0.53227838,0.49867396,,,0.46693464,0.24261462
VT TQQQ/BTAL t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.50000000,QQQ<SMA200,0.04010476,0.39958371,0.03993591,0.39959040,69738.26065564,40000.00000000,29738.26065564,0.74345652,0.17361835,0.18204262,0.85846899,0.21366046,1.23288761,0.64997905,-0.26711376,534,2023,0.45454138,2022,-0.20505369,172267.10714030,67.20951566,0.47608133,0.00168024,0.57179290,0.49867396,,,0.42749778,0.07864592
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.60000000,,0.00078492,0.00245544,0.00056206,0.00188620,79721.03952365,40000.00000000,39721.03952365,0.99302599,0.20902783,0.22704527,0.84224436,0.26909194,1.20723330,0.53492134,-0.39076368,535,2023,0.80156045,2022,-0.35044485,281563.04931939,106.50020516,0.73094825,0.00266251,0.46902690,0.39893917,,,0.53016128,0.24215601
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.60000000,QQQ<SMA200,0.03993671,0.39907891,0.03978050,0.39908554,79563.16219198,40000.00000000,39563.16219198,0.98907905,0.21349577,0.22637416,0.90555752,0.24849209,1.29715589,0.71021840,-0.30060580,534,2023,0.55275773,2022,-0.23325667,236021.10297203,91.00943422,0.60973802,0.00227524,0.50841787,0.39893917,,,0.49091412,0.07915077
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.70000000,,0.00077426,0.00278464,0.00056222,0.00160745,83929.28896504,40000.00000000,43929.28896504,1.09823222,0.22050038,0.24450795,0.82446628,0.29552216,1.16985507,0.53008037,-0.41597537,605,2023,0.81488004,2022,-0.37390568,426799.17310728,160.22464440,1.10750458,0.00400562,0.42335708,0.29888153,,,0.57583285,0.24250720
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.70000000,QQQ<SMA200,0.04001393,0.39943671,0.03984376,0.39944344,83763.77499260,40000.00000000,43763.77499260,1.09409437,0.22510744,0.24383612,0.87437652,0.27689348,1.23836263,0.68078408,-0.33065908,601,2023,0.56363440,2022,-0.26041996,381883.22103054,144.98751768,0.98625287,0.00362469,0.46279670,0.29888153,,,0.53649779,0.07879288
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.80000000,,0.00072830,0.00298910,0.00055302,0.00168926,87514.08450326,40000.00000000,47514.08450326,1.18785211,0.23241027,0.25877545,0.82145961,0.31629834,1.15854525,0.54771530,-0.42432679,606,2023,0.81817180,2022,-0.37640746,602757.08790879,224.96262541,1.55887917,0.00562407,0.38806434,0.19897679,,,0.61115990,0.24228738
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.80000000,QQQ<SMA200,0.03998441,0.39925879,0.03984154,0.39926546,87343.29211914,40000.00000000,47343.29211914,1.18358230,0.23700923,0.25810765,0.86383146,0.29894439,1.21549504,0.69620929,-0.34042813,605,2023,0.56690985,2022,-0.26373356,557271.86922861,209.48326220,1.43436789,0.00523708,0.42743336,0.19897679,,,0.57184263,0.07897085
VT TQQQ/BTAL t40 w0-50 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.50000000,,0.00090640,0.00309006,0.00061979,0.00194735,68530.62433120,40000.00000000,28530.62433120,0.71326561,0.16068182,0.17620805,0.71831796,0.25243004,1.02830477,0.40166669,-0.40003769,683,2023,0.69948363,2022,-0.36149900,189329.62911866,72.32268218,0.53867556,0.00180807,0.51847897,0.49867396,,,0.48059358,0.27728849
VT TQQQ/BTAL t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.50000000,QQQ<SMA200,0.04388856,0.40680124,0.04368257,0.40680815,68247.11160338,40000.00000000,28247.11160338,0.70617779,0.16519588,0.17482472,0.80417625,0.22111833,1.15099950,0.56206924,-0.29390665,567,2023,0.46173060,2022,-0.23797197,153069.02941078,60.13700631,0.43194597,0.00150343,0.56167247,0.49867396,,,0.43752020,0.09319185
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.60000000,,0.00083960,0.00242334,0.00058853,0.00168626,79821.77711773,40000.00000000,39821.77711773,0.99554443,0.20697204,0.22747287,0.79246255,0.29188192,1.13605837,0.47633207,-0.43451208,567,2023,0.88971330,2022,-0.39506668,248659.95768166,93.93739566,0.64790443,0.00234843,0.44577630,0.39893917,,,0.55335951,0.27764310
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.60000000,QQQ<SMA200,0.04474366,0.45278925,0.04457066,0.45279608,80061.42069578,40000.00000000,40061.42069578,1.00153552,0.21434665,0.22848812,0.87413718,0.26223172,1.25349075,0.65137387,-0.32906854,535,2023,0.60045581,2022,-0.26481599,201841.63452916,77.96652125,0.52058894,0.00194916,0.48994984,0.39893917,,,0.50932803,0.09375970
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.70000000,,0.00075529,0.00242563,0.00056806,0.00181759,88933.65200381,40000.00000000,48933.65200381,1.22334130,0.23966069,0.26428140,0.82758033,0.32386716,1.18181215,0.52463344,-0.45681550,605,2023,0.98243245,2022,-0.41672376,328972.32558465,123.59883652,0.81393570,0.00308997,0.38574134,0.29916903,,,0.61347408,0.27707310
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.70000000,QQQ<SMA200,0.04463803,0.45245117,0.04447645,0.45245798,89200.27786810,40000.00000000,49200.27786810,1.23000695,0.24717441,0.26530679,0.89401208,0.29741998,1.27605288,0.68351161,-0.36162430,601,2023,0.67968772,2022,-0.29152930,280948.52772383,107.18480949,0.68832834,0.00267962,0.42976078,0.29916903,,,0.56952306,0.09409781
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.80000000,,0.00072145,0.00263888,0.00055826,0.00187410,93083.62030900,40000.00000000,53083.62030900,1.32709051,0.24912464,0.27993998,0.81209244,0.35072043,1.15040704,0.51631235,-0.48250762,752,2023,0.99082139,2022,-0.43857810,502170.05804497,187.84598422,1.24728658,0.00469615,0.34110748,0.19906515,,,0.65813100,0.27678207
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.80000000,QQQ<SMA200,0.04478515,0.45324866,0.04465465,0.45325557,93392.19058444,40000.00000000,53392.19058444,1.33480476,0.25699985,0.28107931,0.86671512,0.32643134,1.22581749,0.65617970,-0.39166077,605,2023,0.68570188,2022,-0.31683795,455689.00908001,172.05773518,1.12048653,0.00430144,0.38533251,0.19906515,,,0.61398706,0.09330022
VT TQQQ/cash t25 w0-50 QQQ:VOL_EWMA80,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.50000000,,0.00053330,0.00173319,0.00053832,0.00173790,74317.03373882,40000.00000000,34317.03373882,0.85792584,0.18479409,0.20336168,0.82518803,0.24151443,1.16598429,0.51488140,-0.35890613,605,2023,0.64366154,2022,-0.31974327,137933.10812227,20.68996622,0.39569451,0.00051725,,,,,0.41107445,0.17324321
VT TQQQ/cash t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.50000000,QQQ<SMA200,0.02894041,0.28444982,0.02894484,0.28444982,74788.44267713,40000.00000000,34788.44267713,0.86971107,0.19033300,0.20548852,0.90180357,0.22091175,1.27143638,0.68550895,-0.27765211,601,2023,0.50844374,2022,-0.24234967,121649.84119613,18.24747618,0.34539117,0.00045619,,,,,0.38266794,0.05714755
