label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.06565508,0.59998562,0.06555557,0.60000000,66669.50564508,40000.00000000,26669.50564508,0.66673764,0.17591446,0.16688794,0.76761732,0.25371920,1.05156713,0.64780048,-0.27155655,140,2021,0.34203194,2022,-0.21074387,290242.62339286,113.86521708,0.82030327,0.00284663,0.59150186,0.39870198,,,0.40792058,0.00000000
50/50,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00049047,0.00124027,0.00038377,0.00108728,80110.33375188,40000.00000000,40110.33375188,1.00275834,0.27280073,0.22849620,0.90351366,0.32700077,1.27630461,0.60918388,-0.44781344,,2023,0.69947210,2022,-0.42541948,259550.27694657,98.79894782,0.59670906,0.00246997,0.49969934,0.49891272,,,0.49978920,0.49941126
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.06962933,0.49998546,0.06951100,0.50000000,75130.98077158,40000.00000000,35130.98077158,0.87827452,0.21831363,0.20684772,0.84397493,0.28180116,1.17989911,0.57890810,-0.37711275,138,2023,0.48208571,2022,-0.27942373,192583.69997612,77.26074098,0.50063811,0.00193152,0.56883701,0.49882361,,,0.43061249,0.00000000
SPY benchmark,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00587216,0.01874792,0.00587334,0.01874861,60616.98696768,40000.00000000,20616.98696768,0.51542467,0.15530550,0.13535588,0.79973859,0.20800019,1.11920167,0.46539218,-0.33370886,170,2019,0.33710726,2022,-0.18233140,39744.05943331,2.78208416,0.11612921,0.00006955,,,0.99412666,0.98125139,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00065569,0.00204776,0.00048193,0.00159928,93290.75875581,40000.00000000,53290.75875581,1.33226897,0.26155451,0.28047898,1.00135705,0.26893194,1.40019724,0.75687653,-0.34557091,533,2023,0.64736009,2022,-0.30477695,321394.57728439,121.16551545,0.88204332,0.00302914,0.51959937,0.39840072,,,0.47971284,0.14907778
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.03188946,0.33524563,0.03175807,0.33524941,92696.72741918,40000.00000000,52696.72741918,1.31741819,0.26203521,0.27828274,1.02525847,0.26097784,1.43083254,0.96349154,-0.27196421,533,2023,0.45172933,2022,-0.20939864,275572.03701336,105.36141470,0.75045046,0.00263404,0.55103781,0.39840072,,,0.44838998,0.07466742
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00059322,0.00204776,0.00045074,0.00159928,103927.49931960,40000.00000000,63927.49931960,1.59818748,0.29292510,0.31784261,1.08757421,0.27070752,1.52372528,1.07874199,-0.27154325,183,2023,0.40800666,2022,-0.00917292,324401.98591796,123.65212978,0.82928498,0.00309130,0.58415208,0.39840072,,,0.41522195,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.03188946,0.33524563,0.03175807,0.33524941,92696.72741918,40000.00000000,52696.72741918,1.31741819,0.26203521,0.27828274,1.02525847,0.26097784,1.43083254,0.96349154,-0.27196421,533,2023,0.45172933,2022,-0.20939864,275572.03701336,105.36141470,0.75045046,0.00263404,0.55103781,0.39840072,,,0.44838998,0.07466742
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0,0.03716845,0.41530952,0.03702734,0.41531366,81027.58741907,40000.00000000,41027.58741907,1.02568969,0.22076206,0.23237471,0.90327190,0.25864692,1.25006524,0.68653860,-0.32155811,751,2024,0.37673565,2022,-0.27610938,264508.52814262,101.20960540,0.77538210,0.00253024,0.55628061,0.39840072,,,0.44311161,0.09221390
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off30,0.02745339,0.20778200,0.02731228,0.20778610,81027.58741907,40000.00000000,41027.58741907,1.02568969,0.22076206,0.23237471,0.90327190,0.25864692,1.25006524,0.68653860,-0.32155811,751,2024,0.37673565,2022,-0.27610938,264508.52814262,101.20960540,0.77538210,0.00253024,0.55628061,0.39840072,,,0.44311161,0.09221390
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off0,0.00063430,0.00204776,0.00048020,0.00159928,80153.82445470,40000.00000000,40153.82445470,1.00384561,0.21104911,0.22870324,0.84638086,0.27017661,1.17171049,0.65365532,-0.32287523,742,2024,0.37677393,2022,-0.20259742,326261.40557670,124.34309284,0.97897176,0.00310858,0.58837222,0.39840072,,,0.41095751,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0,0.04186692,0.41524427,0.04171451,0.41524839,82003.65015251,40000.00000000,42003.65015251,1.05009125,0.22437018,0.23643422,0.91624308,0.25805153,1.26604370,0.70523771,-0.31814829,750,2024,0.37673913,2022,-0.27247405,263070.52665315,100.40729182,0.76635274,0.00251018,0.56091489,0.39840072,,,0.43845501,0.09225338
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0 off0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0 off0,0.00066339,0.00204776,0.00049713,0.00159928,85544.23123970,40000.00000000,45544.23123970,1.13860578,0.23875969,0.25080482,0.93453949,0.26848033,1.29543724,0.78185225,-0.30537699,713,2024,0.37674172,2022,-0.18198778,293195.79005254,111.72830784,0.82826891,0.00279321,0.58872155,0.39840072,,,0.41058483,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.04408109,0.43716763,0.04394460,0.43717149,85728.29512620,40000.00000000,45728.29512620,1.14320738,0.23960513,0.25153724,0.96542372,0.25763254,1.33957529,0.88238295,-0.27154325,140,2024,0.37668917,2022,-0.20939864,259016.41370450,99.36974495,0.73055550,0.00248424,0.56320779,0.39840072,,,0.43619507,0.07466742
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,0.03436603,0.22532879,0.03422953,0.22533258,85728.29512620,40000.00000000,45728.29512620,1.14320738,0.23960513,0.25153724,0.96542372,0.25763254,1.33957529,0.88238295,-0.27154325,140,2024,0.37668917,2022,-0.20939864,259016.41370450,99.36974495,0.73055550,0.00248424,0.56320779,0.39840072,,,0.43619507,0.07466742
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00717219,0.40119017,0.00703061,0.40119442,92078.28864923,40000.00000000,52078.28864923,1.30195722,0.25676588,0.27598293,0.98682078,0.26907945,1.37319883,0.94558007,-0.27154325,183,2024,0.37671651,2022,-0.04022604,298644.39617996,114.19486985,0.81375797,0.00285487,0.59496629,0.39840072,,,0.40439988,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.03419992,0.33524563,0.03406217,0.33524941,90263.53802939,40000.00000000,50263.53802939,1.25658845,0.25437659,0.26915408,1.00636956,0.25940997,1.40004243,0.93678114,-0.27154325,140,2023,0.40831458,2022,-0.20939864,258666.43811837,99.00997789,0.71292835,0.00247525,0.55333928,0.39840072,,,0.44607194,0.07466742
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.04408109,0.43716763,0.04394460,0.43717149,85728.29512620,40000.00000000,45728.29512620,1.14320738,0.23960513,0.25153724,0.96542372,0.25763254,1.33957529,0.88238295,-0.27154325,140,2024,0.37668917,2022,-0.20939864,259016.41370450,99.36974495,0.73055550,0.00248424,0.56320779,0.39840072,,,0.43619507,0.07466742
50/50,sens,sens_2019-07-03,2019-07-03,2024-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00057194,0.00193615,0.00043629,0.00165080,89133.85422568,40000.00000000,49133.85422568,1.22834636,0.25875855,0.26484109,0.87220023,0.32562175,1.23109737,0.57777174,-0.44785602,752,2023,0.69965184,2022,-0.42546348,210933.02953841,80.19733240,0.56488350,0.00200493,0.49964921,0.49834920,,,0.49975875,0.49927971
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-07-03,2019-07-03,2024-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.05406570,0.37678244,0.05394320,0.37678629,92130.72928636,40000.00000000,52130.72928636,1.30326823,0.26589523,0.27617848,0.97782512,0.28295738,1.37655600,0.70458113,-0.37738057,138,2023,0.47950001,2022,-0.27596413,176736.08451170,68.99479096,0.46810686,0.00172487,0.55318826,0.49849154,,,0.44621177,0.12321371
SPY benchmark,sens,sens_2019-07-03,2019-07-03,2024-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00648914,0.01882444,0.00649037,0.01882524,63889.29601020,40000.00000000,23889.29601020,0.59723240,0.14498274,0.15276562,0.76045722,0.20664864,1.06215380,0.43559571,-0.33283784,173,2021,0.28279000,2022,-0.18309715,39924.31580107,2.79470211,0.12473889,0.00006987,,,0.99350963,0.98117476,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00064959,0.00221947,0.00049416,0.00161751,81735.57296782,40000.00000000,41735.57296782,1.04338932,0.21554560,0.23515390,0.85111331,0.27441050,1.17821918,0.62358574,-0.34565511,533,2023,0.64759400,2022,-0.30487386,370682.30580685,139.61515398,1.03087599,0.00349038,0.52552527,0.39900098,,,0.47378997,0.14915531
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.03248912,0.33827109,0.03234926,0.33827571,81220.55844956,40000.00000000,41220.55844956,1.03051396,0.21641241,0.23301237,0.87079489,0.26660186,1.20252040,0.79730086,-0.27143130,140,2023,0.44986223,2022,-0.20654121,334706.39487177,127.51400361,0.92632111,0.00318785,0.55746023,0.39945090,,,0.44187795,0.07164113
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00060755,0.00221947,0.00046658,0.00161751,90418.73733966,40000.00000000,50418.73733966,1.26046843,0.24567607,0.26955251,0.93641692,0.27614956,1.29881628,0.90511325,-0.27143130,183,2023,0.40787801,2022,-0.00933664,387412.79152190,147.26583722,0.99097911,0.00368165,0.59009062,0.39946744,,,0.40926583,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.03248912,0.33827109,0.03234926,0.33827571,81220.55844956,40000.00000000,41220.55844956,1.03051396,0.21641241,0.23301237,0.87079489,0.26660186,1.20252040,0.79730086,-0.27143130,140,2023,0.44986223,2022,-0.20654121,334706.39487177,127.51400361,0.92632111,0.00318785,0.55746023,0.39945090,,,0.44187795,0.07164113
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0,0.03763894,0.41903001,0.03748648,0.41903504,71646.72382644,40000.00000000,31646.72382644,0.79116810,0.17597542,0.19079546,0.74788349,0.26427693,1.02442375,0.54775651,-0.32126577,751,2024,0.35100196,2022,-0.27524499,310886.44028530,118.58144163,0.94036031,0.00296454,0.56251732,0.39945090,,,0.43674592,0.08980501
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off30,0.02792388,0.21018999,0.02777142,0.21019499,71646.72382644,40000.00000000,31646.72382644,0.79116810,0.17597542,0.19079546,0.74788349,0.26427693,1.02442375,0.54775651,-0.32126577,751,2024,0.35100196,2022,-0.27524499,310886.44028530,118.58144163,0.94036031,0.00296454,0.56251732,0.39945090,,,0.43674592,0.08980501
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off0,0.00065575,0.00221947,0.00050994,0.00161751,71285.43634917,40000.00000000,31285.43634917,0.78213591,0.16681149,0.18910439,0.69980904,0.27559863,0.95962132,0.51646072,-0.32298969,743,2024,0.35102414,2022,-0.20272961,359480.27990367,136.77876856,1.10360010,0.00341947,0.59429303,0.39946744,,,0.40501200,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0,0.04234272,0.41916145,0.04219548,0.41916646,72451.29579112,40000.00000000,32451.29579112,0.81128239,0.17957740,0.19453376,0.76041825,0.26378881,1.04004748,0.56477063,-0.31796519,750,2023,0.35313256,2022,-0.27169678,310708.14647334,118.26838579,0.93259925,0.00295671,0.56726214,0.39900098,,,0.43205728,0.08968354
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0 off0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0 off0,0.00064257,0.00221947,0.00049906,0.00161751,75250.15888903,40000.00000000,35250.15888903,0.88125397,0.19350409,0.20725161,0.78514655,0.27395837,1.07793998,0.63333934,-0.30552988,713,2024,0.35105199,2022,-0.18217250,339007.34486632,128.85010709,0.98436117,0.00322125,0.59465933,0.39900098,,,0.40466464,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.04478644,0.44153532,0.04466341,0.44154001,75458.57891961,40000.00000000,35458.57891961,0.88646447,0.19461049,0.20818145,0.80942777,0.26335470,1.11144012,0.71697882,-0.27143130,140,2024,0.35093428,2022,-0.20654121,312453.56968969,119.39705858,0.90509596,0.00298493,0.56978958,0.39945090,,,0.42956435,0.07164113
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,0.03507138,0.22835425,0.03494835,0.22835887,75458.57891961,40000.00000000,35458.57891961,0.88646447,0.19461049,0.20818145,0.80942777,0.26335470,1.11144012,0.71697882,-0.27143130,140,2024,0.35093428,2022,-0.20654121,312453.56968969,119.39705858,0.90509596,0.00298493,0.56978958,0.39945090,,,0.42956435,0.07164113
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00718798,0.40118909,0.00705403,0.40119442,80784.01453936,40000.00000000,40784.01453936,1.01960036,0.21089053,0.23118756,0.83687661,0.27453512,1.15316541,0.77695728,-0.27143130,183,2024,0.35094861,2022,-0.04039227,352062.92987193,134.24377453,0.97284889,0.00335609,0.60091341,0.39946744,,,0.39843368,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.03481203,0.33827109,0.03468459,0.33827571,79216.55054929,40000.00000000,39216.55054929,0.98041376,0.20899688,0.22456147,0.85120859,0.26505609,1.17183190,0.76998076,-0.27143130,140,2023,0.40618379,2022,-0.20654121,317939.67696087,121.22553164,0.89370649,0.00303064,0.55977017,0.39945090,,,0.43955040,0.07164113
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2020-01-03,2020-01-03,2025-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.04478644,0.44153532,0.04466341,0.44154001,75458.57891961,40000.00000000,35458.57891961,0.88646447,0.19461049,0.20818145,0.80942777,0.26335470,1.11144012,0.71697882,-0.27143130,140,2024,0.35093428,2022,-0.20654121,312453.56968969,119.39705858,0.90509596,0.00298493,0.56978958,0.39945090,,,0.42956435,0.07164113
50/50,sens,sens_2020-01-03,2020-01-03,2025-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00068346,0.00201239,0.00047464,0.00159777,79254.80886167,40000.00000000,39254.80886167,0.98137022,0.22093528,0.22472460,0.77169629,0.33044691,1.08413766,0.49332062,-0.44785332,752,2023,0.69923292,2022,-0.42549345,183841.43228915,69.59238347,0.50484006,0.00173981,0.49964948,0.49840223,,,0.49964749,0.49898956
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-01-03,2020-01-03,2025-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.05497851,0.38188376,0.05481041,0.38188843,82022.67085913,40000.00000000,42022.67085913,1.05056677,0.22816120,0.23634246,0.86002050,0.28817549,1.20329016,0.60533443,-0.37691760,140,2023,0.47670183,2022,-0.27209973,160699.86477399,62.49356449,0.43243085,0.00156234,0.55417613,0.49894806,,,0.44524358,0.11811157
