label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.00688797,0.22085506,0.00688343,0.22085859,92016.10355963,40000.00000000,52016.10355963,1.30040259,0.28707743,0.27566915,1.24650578,0.22264807,1.75479655,1.27405684,-0.22532545,576,2017,0.58815279,2016,-0.02477716,217908.89773523,84.75972823,0.52380592,0.00211899,0.43221120,0.39855772,,,0.56745777,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00033465,0.00145766,0.00033945,0.00144228,78712.16406273,40000.00000000,38712.16406273,0.96780410,0.23830014,0.22249334,1.06895705,0.22363374,1.50001417,0.65939037,-0.36139464,681,2017,0.58814271,2016,-0.13941202,392547.40597010,149.99286065,1.03101217,0.00374982,0.46036659,0.39855772,,,0.53926411,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.00688797,0.22085506,0.00688343,0.22085859,92016.10355963,40000.00000000,52016.10355963,1.30040259,0.28707743,0.27566915,1.24650578,0.22264807,1.75479655,1.27405684,-0.22532545,576,2017,0.58815279,2016,-0.02477716,217908.89773523,84.75972823,0.52380592,0.00211899,0.43221120,0.39855772,,,0.56745777,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0,0.00688797,0.22085506,0.00688343,0.22085859,92016.10355963,40000.00000000,52016.10355963,1.30040259,0.28707743,0.27566915,1.24650578,0.22264807,1.75479655,1.27405684,-0.22532545,576,2017,0.58815279,2016,-0.02477716,217908.89773523,84.75972823,0.52380592,0.00211899,0.43221120,0.39855772,,,0.56745777,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off30,0.00170393,0.06976468,0.00170234,0.06976819,88172.28984951,40000.00000000,48172.28984951,1.20430725,0.27416971,0.26105181,1.20763941,0.22118635,1.69500863,1.07415932,-0.25524120,609,2017,0.58813503,2016,-0.07268698,275412.86166879,106.10528299,0.67665064,0.00265263,0.43858613,0.39855772,,,0.56108484,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off0,0.00034930,0.00145766,0.00035519,0.00144228,72502.14535121,40000.00000000,32502.14535121,0.81255363,0.21421857,0.19484627,0.97853641,0.22436490,1.37164633,0.54895360,-0.39023073,837,2017,0.58812571,2016,-0.21988549,443254.37321205,168.99162872,1.20763372,0.00422479,0.46592181,0.39855772,,,0.53368971,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0,0.00429753,0.22063005,0.00429366,0.22063338,96634.03469906,40000.00000000,56634.03469906,1.41585087,0.30316720,0.29252868,1.29977690,0.22318985,1.83377840,1.47203962,-0.20595043,554,2017,0.58814801,2016,-0.02473161,221732.96990893,85.98158052,0.51536464,0.00214954,0.42961529,0.39855772,,,0.57005484,0.25577791
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0 off0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0 off0,0.00031198,0.00145766,0.00031299,0.00144228,85590.16278334,40000.00000000,45590.16278334,1.13975407,0.26587808,0.25090982,1.17173589,0.22265962,1.64861889,0.92635798,-0.28701440,644,2017,0.58812643,2016,-0.15647542,369267.30364299,141.06382929,0.91670884,0.00352660,0.44431159,0.39855772,,,0.55534551,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00688797,0.22085506,0.00688343,0.22085859,92016.10355963,40000.00000000,52016.10355963,1.30040259,0.28707743,0.27566915,1.24650578,0.22264807,1.75479655,1.27405684,-0.22532545,576,2017,0.58815279,2016,-0.02477716,217908.89773523,84.75972823,0.52380592,0.00211899,0.43221120,0.39855772,,,0.56745777,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,0.00170393,0.06976468,0.00170234,0.06976819,88172.28984951,40000.00000000,48172.28984951,1.20430725,0.27416971,0.26105181,1.20763941,0.22118635,1.69500863,1.07415932,-0.25524120,609,2017,0.58813503,2016,-0.07268698,275412.86166879,106.10528299,0.67665064,0.00265263,0.43858613,0.39855772,,,0.56108484,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00034930,0.00145766,0.00035519,0.00144228,72502.14535121,40000.00000000,32502.14535121,0.81255363,0.21421857,0.19484627,0.97853641,0.22436490,1.37164633,0.54895360,-0.39023073,837,2017,0.58812571,2016,-0.21988549,443254.37321205,168.99162872,1.20763372,0.00422479,0.46592181,0.39855772,,,0.53368971,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00688797,0.22085506,0.00688343,0.22085859,92016.10355963,40000.00000000,52016.10355963,1.30040259,0.28707743,0.27566915,1.24650578,0.22264807,1.75479655,1.27405684,-0.22532545,576,2017,0.58815279,2016,-0.02477716,217908.89773523,84.75972823,0.52380592,0.00211899,0.43221120,0.39855772,,,0.56745777,0.23023181
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.00738501,0.22087451,0.00737528,0.22087804,91893.19517585,40000.00000000,51893.19517585,1.29732988,0.28628321,0.27521024,1.24415091,0.22255618,1.75117041,1.27051061,-0.22532926,576,2017,0.58812201,2016,-0.02481798,217416.51076656,84.53850184,0.52347053,0.00211346,0.43280404,0.39905418,,,0.56690607,0.23024804
50/50,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00033302,0.00171230,0.00032341,0.00170573,93427.09886823,40000.00000000,53427.09886823,1.33567747,0.28554044,0.28089878,1.38677132,0.19508397,1.97618216,1.66962266,-0.17102094,213,2017,0.47759038,2018,0.03244308,140932.44546947,54.96569462,0.33458128,0.00137414,0.49967812,0.49829427,,,0.49997538,0.49991688
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00675178,0.10616621,0.00674088,0.10617002,89651.08041952,40000.00000000,49651.08041952,1.24127701,0.27255972,0.26674137,1.36010351,0.19083487,1.92623343,1.65977746,-0.16421462,141,2017,0.47757166,2018,0.03244403,113909.57602680,45.49192650,0.27783134,0.00113730,0.50607322,0.49829427,,,0.49356086,0.39382998
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,0.99712797,0.99167584,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00036908,0.00134883,0.00036181,0.00135191,98790.66573117,40000.00000000,58790.66573117,1.46976664,0.31442648,0.30042147,1.29266836,0.23278843,1.82456382,1.52676989,-0.20594229,430,2017,0.58815299,2016,0.02549635,288001.94583313,109.45226966,0.65569761,0.00273631,0.43076934,0.39864809,,,0.56884081,0.25576278
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.00697385,0.22173483,0.00696701,0.22173899,90743.86701783,40000.00000000,50743.86701783,1.26859668,0.28504762,0.27113340,1.20291032,0.23099480,1.68626502,1.26211156,-0.22584978,577,2017,0.58813356,2016,-0.02517383,272342.20291667,104.15722887,0.66222691,0.00260393,0.43743124,0.39864809,,,0.56219992,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00037204,0.00134883,0.00037446,0.00135191,78605.08221215,40000.00000000,38605.08221215,0.96512706,0.23650040,0.22223709,1.03258249,0.23195799,1.44330959,0.65433790,-0.36143467,681,2017,0.58814023,2016,-0.13945217,401183.24388687,152.28599551,1.08077619,0.00380715,0.46553501,0.39864809,,,0.53405713,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.00697385,0.22173483,0.00696701,0.22173899,90743.86701783,40000.00000000,50743.86701783,1.26859668,0.28504762,0.27113340,1.20291032,0.23099480,1.68626502,1.26211156,-0.22584978,577,2017,0.58813356,2016,-0.02517383,272342.20291667,104.15722887,0.66222691,0.00260393,0.43743124,0.39864809,,,0.56219992,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0,0.00697385,0.22173483,0.00696701,0.22173899,90743.86701783,40000.00000000,50743.86701783,1.26859668,0.28504762,0.27113340,1.20291032,0.23099480,1.68626502,1.26211156,-0.22584978,577,2017,0.58813356,2016,-0.02517383,272342.20291667,104.15722887,0.66222691,0.00260393,0.43743124,0.39864809,,,0.56219992,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off30,0.00178963,0.07042627,0.00178006,0.07043063,87218.82657699,40000.00000000,47218.82657699,1.18047066,0.27222512,0.25756898,1.16510636,0.22959254,1.62874553,1.06513772,-0.25557739,609,2017,0.58813447,2016,-0.07284131,315416.41437340,120.13198314,0.78737173,0.00300330,0.44375145,0.39864809,,,0.55585026,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off0,0.00041034,0.00134883,0.00041247,0.00135191,72843.79566217,40000.00000000,32843.79566217,0.82109489,0.21246129,0.19660499,0.94564510,0.23266246,1.32050634,0.54442413,-0.39024959,837,2017,0.58813714,2016,-0.21990107,436673.06137983,165.58143516,1.23194312,0.00413954,0.47106559,0.39864809,,,0.52848373,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0,0.00438986,0.22144375,0.00437769,0.22144783,94943.04111413,40000.00000000,54943.04111413,1.37357603,0.30119543,0.28669244,1.25475769,0.23151447,1.76252290,1.46252350,-0.20594229,554,2017,0.58814386,2016,-0.02507987,279979.42201776,106.82070032,0.65610805,0.00267052,0.43481137,0.39864809,,,0.56480497,0.25576278
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0 off0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0 off0,0.00038580,0.00134883,0.00038124,0.00135191,84829.90871837,40000.00000000,44829.90871837,1.12074772,0.26407148,0.24809524,1.13147718,0.23101097,1.58538588,0.92021240,-0.28696796,644,2017,0.58814736,2016,-0.15640511,389074.35303558,147.53335390,0.98537533,0.00368833,0.44945138,0.39864809,,,0.55013076,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00697385,0.22173483,0.00696701,0.22173899,90743.86701783,40000.00000000,50743.86701783,1.26859668,0.28504762,0.27113340,1.20291032,0.23099480,1.68626502,1.26211156,-0.22584978,577,2017,0.58813356,2016,-0.02517383,272342.20291667,104.15722887,0.66222691,0.00260393,0.43743124,0.39864809,,,0.56219992,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,0.00178963,0.07042627,0.00178006,0.07043063,87218.82657699,40000.00000000,47218.82657699,1.18047066,0.27222512,0.25756898,1.16510636,0.22959254,1.62874553,1.06513772,-0.25557739,609,2017,0.58813447,2016,-0.07284131,315416.41437340,120.13198314,0.78737173,0.00300330,0.44375145,0.39864809,,,0.55585026,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00041034,0.00134883,0.00041247,0.00135191,72843.79566217,40000.00000000,32843.79566217,0.82109489,0.21246129,0.19660499,0.94564510,0.23266246,1.32050634,0.54442413,-0.39024959,837,2017,0.58813714,2016,-0.21990107,436673.06137983,165.58143516,1.23194312,0.00413954,0.47106559,0.39864809,,,0.52848373,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00697385,0.22173483,0.00696701,0.22173899,90743.86701783,40000.00000000,50743.86701783,1.26859668,0.28504762,0.27113340,1.20291032,0.23099480,1.68626502,1.26211156,-0.22584978,577,2017,0.58813356,2016,-0.02517383,272342.20291667,104.15722887,0.66222691,0.00260393,0.43743124,0.39864809,,,0.56219992,0.22956937
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.00697385,0.22173483,0.00696701,0.22173899,90743.86701783,40000.00000000,50743.86701783,1.26859668,0.28504762,0.27113340,1.20291032,0.23099480,1.68626502,1.26211156,-0.22584978,577,2017,0.58813356,2016,-0.02517383,272342.20291667,104.15722887,0.66222691,0.00260393,0.43743124,0.39864809,,,0.56219992,0.22956937
50/50,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00030606,0.00155266,0.00028801,0.00152380,91943.39034868,40000.00000000,51943.39034868,1.29858476,0.28536652,0.27564220,1.31895933,0.20680753,1.86929250,1.66828635,-0.17105368,213,2017,0.47759388,2016,0.06831863,145059.19789964,56.16130513,0.34364904,0.00140403,0.49971389,0.49847620,,,0.49996638,0.49978988
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00684461,0.10846345,0.00682481,0.10846794,88414.59295087,40000.00000000,48414.59295087,1.21036482,0.27209826,0.26222426,1.29005917,0.20274150,1.81787694,1.65700339,-0.16421105,141,2017,0.47756434,2016,0.04668743,122434.22299500,48.36184010,0.29909821,0.00120905,0.50623699,0.49847620,,,0.49342452,0.39153206
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00333273,0.01120590,0.00333396,0.01120708,58377.87129095,40000.00000000,18377.87129095,0.45944678,0.12783394,0.12304346,1.04054177,0.12299664,1.46440622,0.97652677,-0.13090674,334,2017,0.21310750,2015,0.00996807,39770.47898550,2.78393353,0.12552873,0.00006960,,,0.99666604,0.98879292,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00035668,0.00133194,0.00033810,0.00134174,72569.80509106,40000.00000000,32569.80509106,0.81424513,0.20853975,0.19518450,0.90082968,0.24376838,1.25059087,0.80981799,-0.25751435,,2017,0.58810984,2019,-0.02431604,295470.30796246,111.89570829,0.73058614,0.00279739,0.44584804,0.39865826,,,0.55377259,0.25573676
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.01018769,0.22332060,0.01016351,0.22332642,70434.32480524,40000.00000000,30434.32480524,0.76085812,0.19223218,0.18518767,0.85461394,0.23994198,1.18167157,0.84761408,-0.22679211,577,2017,0.58814637,2016,-0.02587006,255876.97965066,97.80809322,0.67726962,0.00244520,0.45564621,0.39865826,,,0.54394663,0.19334695
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00042365,0.00133194,0.00042047,0.00134174,68738.02963876,40000.00000000,28738.02963876,0.71845074,0.17115213,0.17704854,0.78053718,0.23975183,1.07763810,0.47353010,-0.36143876,681,2017,0.58814768,2016,-0.13942986,380312.68813536,144.34694628,1.11924522,0.00360867,0.49531334,0.39865826,,,0.50422454,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.01018769,0.22332060,0.01016351,0.22332642,70434.32480524,40000.00000000,30434.32480524,0.76085812,0.19223218,0.18518767,0.85461394,0.23994198,1.18167157,0.84761408,-0.22679211,577,2017,0.58814637,2016,-0.02587006,255876.97965066,97.80809322,0.67726962,0.00244520,0.45564621,0.39865826,,,0.54394663,0.19334695
