label,kind,window,start,end,is_baseline,feasible,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.70000000,,0.00083683,0.00201587,0.00059673,0.00166788,60974.62250000,31500.00000000,29474.62250000,0.93570230,0.33746521,0.29605071,1.19848232,0.27567292,1.69851342,1.26530264,-0.26670711,235,2023,0.66300548,2026,0.09609394,0.43180769,0.29950163,,,0.56735548,0.30170873
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.70000000,QQQ<SMA200,0.01615242,0.46259905,0.01586581,0.46259905,54647.95000000,31500.00000000,23147.95000000,0.73485556,0.25768364,0.24430273,0.99684045,0.26707185,1.39768922,1.02075774,-0.25244349,215,2023,0.36801774,2026,0.09589770,0.44692555,0.29917010,,,0.55209053,0.00000000
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.80000000,,0.00083829,0.00201587,0.00059349,0.00166788,63484.26750000,31500.00000000,31984.26750000,1.01537357,0.35427636,0.31540140,1.17796336,0.29619750,1.65704187,1.27354685,-0.27818086,235,2023,0.69744817,2026,0.09831826,0.40306475,0.19945419,,,0.59609696,0.30145486
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.80000000,QQQ<SMA200,0.01615505,0.46259905,0.01585646,0.46259905,56862.76500000,31500.00000000,25362.76500000,0.80516714,0.27347520,0.26293607,0.98807088,0.28815090,1.37687637,1.07987101,-0.25324802,215,2023,0.39650493,2026,0.09800121,0.41821716,0.19932428,,,0.58081052,0.00000000
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.60000000,,0.00087413,0.00226390,0.00063151,0.00138525,63475.74750000,31500.00000000,31975.74750000,1.01510310,0.36898934,0.31533674,1.31518489,0.26715948,1.91679760,1.27692227,-0.28896774,239,2023,0.79768291,2026,0.11924046,0.44076497,0.39861475,,,0.55836091,0.35121005
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.60000000,QQQ<SMA200,0.01820474,0.53969890,0.01797050,0.53969890,55883.84750000,31500.00000000,24383.84750000,0.77409040,0.27662736,0.25477302,1.09645602,0.25309866,1.57328065,1.08843467,-0.25415155,277,2023,0.43685117,2025,0.10622701,0.45812695,0.39861939,,,0.54103904,0.00000000
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.70000000,,0.00071822,0.00172429,0.00051800,0.00100583,68024.73500000,31500.00000000,36524.73500000,1.15951540,0.39913839,0.34892707,1.26009871,0.30486199,1.81083837,1.29398484,-0.30845678,235,2023,0.83296233,2026,0.13362329,0.38487964,0.29954341,,,0.61440214,0.35188047
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.70000000,QQQ<SMA200,0.01817407,0.53969890,0.01798034,0.53969890,59772.95500000,31500.00000000,28272.95500000,0.89755413,0.30447943,0.28656120,1.05963209,0.29264905,1.50390667,1.10816917,-0.27475898,270,2023,0.46517061,2026,0.13306126,0.40219165,0.29933821,,,0.59698356,0.00000000
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.80000000,,0.00067684,0.00172429,0.00047319,0.00098661,71925.64250000,31500.00000000,40425.64250000,1.28335373,0.42187521,0.37635219,1.22359997,0.33527218,1.74137215,1.32098341,-0.31936450,224,2023,0.84409743,2026,0.13718486,0.34289098,0.19939799,,,0.65643218,0.35192370
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.80000000,QQQ<SMA200,0.01822669,0.53969890,0.01799306,0.53969890,63225.05250000,31500.00000000,31725.05250000,1.00714452,0.32596740,0.31343102,1.03768620,0.32416414,1.46134819,1.13485687,-0.28723217,209,2023,0.47365155,2026,0.13736299,0.36017731,0.19920690,,,0.63895687,0.00000000
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.60000000,,0.00098579,0.00186484,0.00069481,0.00159328,50827.08750000,31500.00000000,19327.08750000,0.61355833,0.24785381,0.21068961,1.13980299,0.21569564,1.60518611,1.15224303,-0.21510550,,2023,0.48419538,2026,0.06094013,0.52455300,0.39930126,,,0.47446121,0.26796707
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.60000000,QQQ<SMA200,0.01159944,0.37135869,0.01135643,0.37135869,47370.52250000,31500.00000000,15870.52250000,0.50382611,0.19243693,0.17848706,0.94409388,0.21097722,1.31719953,0.89424470,-0.21519494,,2023,0.26523971,2026,0.06059232,0.53531725,0.39907668,,,0.46377284,0.00000000
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.70000000,,0.00088833,0.00186484,0.00065786,0.00121168,52951.28750000,31500.00000000,21451.28750000,0.68099325,0.26515956,0.22961668,1.13208521,0.23283534,1.58421319,1.17447644,-0.22576831,435,2023,0.52900569,2026,0.06441189,0.50026961,0.29938368,,,0.49884207,0.26761609
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.70000000,QQQ<SMA200,0.01164695,0.37135869,0.01140390,0.37135869,49346.43750000,31500.00000000,17846.43750000,0.56655357,0.20915903,0.19711797,0.95052791,0.22833661,1.31962530,0.97240370,-0.21509485,,2023,0.30328251,2026,0.06483797,0.51100278,0.29930286,,,0.48805171,0.00000000
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.80000000,,0.00087858,0.00186484,0.00062597,0.00156951,54411.95500000,31500.00000000,22911.95500000,0.72736365,0.27717757,0.24228199,1.12606675,0.24516162,1.57485401,1.19710351,-0.23154018,436,2023,0.57381599,2026,0.06608788,0.48556756,0.19940943,,,0.51355386,0.26803743
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.80000000,QQQ<SMA200,0.01163584,0.37135869,0.01137092,0.37135869,50654.84000000,31500.00000000,19154.84000000,0.60809016,0.22043625,0.20912724,0.95183373,0.24097046,1.32170403,1.01641892,-0.21687539,,2023,0.34132532,2026,0.06621456,0.49630578,0.19931916,,,0.50275460,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.60000000,,0.00080037,0.00212850,0.00060138,0.00207658,57870.18500000,31500.00000000,26370.18500000,0.83714873,0.31560514,0.27122087,1.24543477,0.24560887,1.78652712,1.23532928,-0.25548260,273,2023,0.63735866,2026,0.10981670,0.47317959,0.39914858,,,0.52602004,0.32171163
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.01347620,0.44563042,0.01322709,0.44563042,53098.47500000,31500.00000000,21598.47500000,0.68566587,0.24749613,0.23090549,1.05381428,0.23776482,1.49639323,1.03163146,-0.23990750,211,2023,0.35543706,2026,0.10980960,0.48573105,0.39896424,,,0.51332593,0.00000000
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.70000000,,0.00084810,0.00212850,0.00063259,0.00207658,60055.17250000,31500.00000000,28555.17250000,0.90651341,0.32973695,0.28880335,1.18912712,0.27212039,1.68266968,1.23278114,-0.26747404,270,2023,0.65148010,2026,0.10551252,0.43588633,0.29911214,,,0.56326557,0.32177700
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.70000000,QQQ<SMA200,0.01344679,0.44563042,0.01321065,0.44563042,55092.53500000,31500.00000000,23592.53500000,0.74896937,0.26091733,0.24809071,1.01208637,0.26506645,1.41983714,1.04442525,-0.24981906,212,2023,0.36721863,2026,0.10497332,0.44849676,0.29950606,,,0.55059801,0.00000000
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.80000000,,0.00088495,0.00212850,0.00067695,0.00207658,62802.47250000,31500.00000000,31302.47250000,0.99372929,0.34893526,0.31020512,1.18093612,0.29071024,1.66095564,1.25231554,-0.27863206,240,2023,0.69520512,2026,0.10777117,0.40843004,0.19931175,,,0.59068501,0.32129373
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.01340193,0.44563042,0.01313418,0.44563042,57561.05750000,31500.00000000,26061.05750000,0.82733516,0.27897409,0.26869095,1.01294203,0.28422624,1.41376152,1.09991810,-0.25363170,270,2023,0.40298405,2026,0.10740785,0.42095619,0.19952292,,,0.57814787,0.00000000
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.60000000,,0.00079956,0.00175898,0.00060486,0.00157027,63432.84500000,31500.00000000,31932.84500000,1.01374111,0.36774158,0.31501103,1.31072546,0.26742721,1.90744358,1.25303269,-0.29348123,277,2023,0.79677489,2025,0.10489217,0.43950009,0.39925078,,,0.55970035,0.37485123
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.60000000,QQQ<SMA200,0.01513166,0.51990216,0.01492296,0.51990216,57398.86250000,31500.00000000,25898.86250000,0.82218611,0.28813927,0.26735922,1.12088271,0.25637521,1.61259846,1.08366005,-0.26589452,277,2023,0.44708320,2025,0.10449235,0.45365824,0.39866814,,,0.54543835,0.00000000
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.70000000,,0.00073741,0.00175898,0.00057014,0.00157027,68243.50250000,31500.00000000,36743.50250000,1.16646040,0.39892291,0.35049736,1.26411894,0.30342714,1.81524307,1.29057897,-0.30910383,241,2023,0.81785165,2026,0.15348798,0.38550266,0.29960766,,,0.61375992,0.37500138
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.70000000,QQQ<SMA200,0.01504197,0.51990216,0.01482803,0.51990216,61644.24750000,31500.00000000,30144.24750000,0.95696024,0.31704794,0.30127460,1.08948938,0.29377619,1.54982018,1.12263436,-0.28241425,270,2023,0.46311737,2026,0.15353823,0.39967588,0.29942802,,,0.59949042,0.00000000
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.80000000,,0.00069489,0.00175898,0.00050207,0.00157027,70667.52500000,31500.00000000,39167.52500000,1.24341349,0.41256048,0.36763740,1.21325882,0.33170151,1.72343594,1.28905469,-0.32004886,239,2023,0.82885730,2026,0.14831595,0.34733177,0.19944562,,,0.65197333,0.37545938
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.01510499,0.51990216,0.01487667,0.51990216,63857.72500000,31500.00000000,32357.72500000,1.02722937,0.33011385,0.31822904,1.05038809,0.32281073,1.47996478,1.12507351,-0.29341536,239,2023,0.47260486,2026,0.14832570,0.36154123,0.19892705,,,0.63758721,0.00000000
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.60000000,,0.00091958,0.00269315,0.00068721,0.00170811,50347.52500000,31500.00000000,18847.52500000,0.59833413,0.24360162,0.20632911,1.14001411,0.21193224,1.60779975,1.13841044,-0.21398400,290,2023,0.48513823,2026,0.06998619,0.52828482,0.39963698,,,0.47079560,0.22776674
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.60000000,QQQ<SMA200,0.01042319,0.35692729,0.01015052,0.35692729,47233.72250000,31500.00000000,15733.72250000,0.49948325,0.19194861,0.17717414,0.95154775,0.20829058,1.33094301,0.90027935,-0.21321006,,2023,0.27377874,2026,0.06966213,0.53768160,0.39936524,,,0.46135477,0.00000000
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.70000000,,0.00094237,0.00269315,0.00070197,0.00170811,52460.05750000,31500.00000000,20960.05750000,0.66539865,0.26110394,0.22529451,1.14225992,0.22667873,1.60438922,1.17499129,-0.22221777,448,2023,0.52987737,2026,0.07272989,0.50775662,0.29940554,,,0.49130101,0.22822968
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.70000000,QQQ<SMA200,0.01041414,0.35692729,0.01015742,0.35692729,49199.75500000,31500.00000000,17699.75500000,0.56189698,0.20888224,0.19575574,0.96592159,0.22324870,1.34703264,0.97691559,-0.21381811,,2023,0.31226419,2026,0.07250086,0.51719405,0.29931485,,,0.48185108,0.00000000
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.80000000,,0.00090924,0.00269315,0.00065275,0.00170811,53659.25250000,31500.00000000,22159.25250000,0.70346833,0.27078417,0.23578978,1.13354490,0.23742129,1.59139130,1.21086610,-0.22362850,448,2023,0.56826505,2026,0.07346983,0.49553240,0.19974217,,,0.50355835,0.22824159
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.80000000,QQQ<SMA200,0.01039190,0.35692729,0.01012021,0.35692729,50304.14250000,31500.00000000,18804.14250000,0.59695690,0.21810810,0.20593300,0.96418606,0.23419485,1.34485168,1.00705486,-0.21658015,,2023,0.34490987,2026,0.07318977,0.50494340,0.19954934,,,0.49411638,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.30000000,0.60000000,,0.00076781,0.00198207,0.00056336,0.00122601,57338.32000000,31500.00000000,25838.32000000,0.82026413,0.31066179,0.26686135,1.23629378,0.24405332,1.77271865,1.20246759,-0.25835356,289,2023,0.63116598,2025,0.08190827,0.47445370,0.39939432,,,0.52477850,0.27368627
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.30000000,0.60000000,QQQ<SMA200,0.01204348,0.42831274,0.01180475,0.42831274,52958.04750000,31500.00000000,21458.04750000,0.68120786,0.24654303,0.22967594,1.04928074,0.23813991,1.49136977,1.02538021,-0.24044060,289,2023,0.35960948,2025,0.08296134,0.48561645,0.39885839,,,0.51350783,0.00000000
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.30000000,0.70000000,,0.00084769,0.00198207,0.00060911,0.00140737,59286.23250000,31500.00000000,27786.23250000,0.88210262,0.32350777,0.28267451,1.18679283,0.26764888,1.67979760,1.19835819,-0.26995916,277,2023,0.64866784,2026,0.11692121,0.43963220,0.29938603,,,0.55952012,0.27381417
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.30000000,0.70000000,QQQ<SMA200,0.01221959,0.42831274,0.01192592,0.42831274,54727.48250000,31500.00000000,23227.48250000,0.73738040,0.25858282,0.24498217,1.01286719,0.26228134,1.42275372,1.02457123,-0.25238149,277,2023,0.37402606,2026,0.11694648,0.45074027,0.29909862,,,0.54821200,0.00000000
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.30000000,0.80000000,,0.00083296,0.00198207,0.00060570,0.00114714,62141.92000000,31500.00000000,30641.92000000,0.97275937,0.34409271,0.30512803,1.18945407,0.28392150,1.67717534,1.24304559,-0.27681423,276,2023,0.69693947,2026,0.11952096,0.41607022,0.19956810,,,0.58309682,0.27337349
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.30000000,0.80000000,QQQ<SMA200,0.01211536,0.42831274,0.01187151,0.42831274,57327.13750000,31500.00000000,25827.13750000,0.81990913,0.27824868,0.26676935,1.02482794,0.27886704,1.43535823,1.07315333,-0.25928139,276,2023,0.41418469,2026,0.11896352,0.42719018,0.19933439,,,0.57186269,0.00000000
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.35000000,0.60000000,,0.00083714,0.00181184,0.00059783,0.00173380,63876.43500000,31500.00000000,32376.43500000,1.02782333,0.36964129,0.31837036,1.31308739,0.26816260,1.90956488,1.23544952,-0.29919578,290,2023,0.79681603,2025,0.07386452,0.43716920,0.39907426,,,0.56199366,0.31932230
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.35000000,0.60000000,QQQ<SMA200,0.01378060,0.49969820,0.01352287,0.49969820,58028.92250000,31500.00000000,26528.92250000,0.84218802,0.29275407,0.27251582,1.12246016,0.26006200,1.61621443,1.03827112,-0.28196303,290,2023,0.45746226,2025,0.07457571,0.44999038,0.39900164,,,0.54902190,0.00000000
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.35000000,0.70000000,,0.00077159,0.00181184,0.00056891,0.00173380,67496.32750000,31500.00000000,35996.32750000,1.14274056,0.39290453,0.34511776,1.25572799,0.30154802,1.80178400,1.25893507,-0.31209277,277,2023,0.81019841,2025,0.13281020,0.38690163,0.29919187,,,0.61232678,0.31914718
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.35000000,0.70000000,QQQ<SMA200,0.01373200,0.49969820,0.01347225,0.49969820,61317.23250000,31500.00000000,29817.23250000,0.94657881,0.31498172,0.29872912,1.08255547,0.29434395,1.54083191,1.06738427,-0.29509684,277,2023,0.46840018,2025,0.13409527,0.39965017,0.29944397,,,0.59939972,0.00000000
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.35000000,0.80000000,,0.00073107,0.00181184,0.00054588,0.00173380,69519.25000000,31500.00000000,38019.25000000,1.20696032,0.40431065,0.35957659,1.20854448,0.32676039,1.71568125,1.25233452,-0.32284557,276,2023,0.82287414,2026,0.16231051,0.35126890,0.19914350,,,0.64800003,0.31940908
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,false,true,0.85000000,0.35000000,0.80000000,QQQ<SMA200,0.01363190,0.49969820,0.01341340,0.49969820,63151.07500000,31500.00000000,31651.07500000,1.00479603,0.32563263,0.31286752,1.04577123,0.32014727,1.47408278,1.06512878,-0.30572137,276,2023,0.47806232,2026,0.16268276,0.36404524,0.19930861,,,0.63511515,0.00000000
50/50,test,test,2023-01-03,2026-08-14,true,true,,,,,0.00087781,0.00180702,0.00063512,0.00143200,59488.97750000,31500.00000000,27988.97750000,0.88853897,0.32923968,0.28429658,1.33039191,0.23587056,1.97248249,1.14947872,-0.28642521,277,2023,0.66380858,2025,0.06974535,0.49962770,0.49856800,,,0.49949449,0.49874912
TQQQ60/BTAL40,test,test,2023-01-03,2026-08-14,true,true,,,,,0.00076688,0.00180887,0.00054394,0.00118449,72621.60750000,31500.00000000,41121.60750000,1.30544786,0.43182179,0.38112181,1.33923273,0.30376958,1.98491073,1.21620717,-0.35505611,273,2023,0.89323332,2025,0.12650905,0.39970459,0.39881551,,,0.59952853,0.59901744
TQQQ50/BTAL50 gate QQQ<SMA200,test,test,2023-01-03,2026-08-14,true,true,,,,,0.01757595,0.50000000,0.01738046,0.50000000,51718.60250000,31500.00000000,20218.60250000,0.64186040,0.23623675,0.21870894,1.07270438,0.22153506,1.55812927,0.90363811,-0.26142850,315,2023,0.34962884,2025,0.03999295,0.51639008,0.49879563,,,0.48273686,0.00000000
SPY benchmark,test,test,2023-01-03,2026-08-14,true,true,,,,,0.00976982,0.03153230,0.00976982,0.03153230,50882.79000000,31500.00000000,19382.79000000,0.61532667,0.21606356,0.21119396,1.39033280,0.14935565,2.08420592,1.15142070,-0.18764954,128,2023,0.24677508,2026,0.13599066,,,0.99023018,0.96846770,,
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA70,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.25000000,0.60000000,,0.00041248,0.00200464,0.00039550,0.00196826,70269.03175350,40000.00000000,30269.03175350,0.75672579,0.21485849,0.18431059,0.97514061,0.22639326,1.38633258,1.08417628,-0.19817671,430,2013,0.58344815,2015,0.00731533,0.45607300,0.39803174,,,0.54351452,0.22216005
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA70 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.25000000,0.60000000,QQQ<SMA200,0.00841772,0.24978372,0.00840062,0.24978372,64225.76488950,40000.00000000,24225.76488950,0.60564412,0.19066308,0.15439415,0.89365882,0.22381960,1.26329170,0.92584699,-0.20593368,,2013,0.58335236,2015,-0.03208770,0.46410034,0.39803174,,,0.53548673,0.19963555
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA70,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.25000000,0.70000000,,0.00033346,0.00180438,0.00031641,0.00179865,69932.98697850,40000.00000000,29932.98697850,0.74832467,0.21986254,0.18270982,0.90741178,0.25564534,1.28417127,0.93300220,-0.23565062,,2013,0.67365352,2015,-0.04385232,0.39937529,0.29907325,,,0.60029125,0.22216793
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA70 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.25000000,0.70000000,QQQ<SMA200,0.00963901,0.24981587,0.00962171,0.24981587,63975.87490150,40000.00000000,23975.87490150,0.59939687,0.19545941,0.15310247,0.83563268,0.25236130,1.17753976,0.75525082,-0.25880066,,2013,0.67372699,2015,-0.08124091,0.40866731,0.29906590,,,0.59098801,0.19963090
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA70,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.25000000,0.80000000,,0.00033910,0.00180438,0.00032356,0.00179865,69262.60482250,40000.00000000,29262.60482250,0.73156512,0.22098232,0.17949542,0.85438553,0.28038842,1.20663513,0.80748779,-0.27366645,,2013,0.71964586,2015,-0.08631111,0.35681339,0.19887785,,,0.64284751,0.22216190
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA70 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.25000000,0.80000000,QQQ<SMA200,0.01032913,0.25995003,0.01031416,0.25995003,63319.12428900,40000.00000000,23319.12428900,0.58297811,0.19619018,0.14968553,0.78734468,0.27690744,1.10793417,0.65908343,-0.29767124,,2013,0.71962774,2015,-0.12210783,0.36677788,0.19887785,,,0.63286265,0.19960039
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA70,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.30000000,0.60000000,,0.00034197,0.00230020,0.00032377,0.00227087,76954.80670750,40000.00000000,36954.80670750,0.92387017,0.24282105,0.21479606,1.04604425,0.23469868,1.49173148,1.19463864,-0.20325900,392,2013,0.59935456,2017,0.01046467,0.43108496,0.39872558,,,0.56857308,0.26660186
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA70 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.30000000,0.60000000,QQQ<SMA200,0.00817146,0.28150540,0.00815514,0.28150540,69579.56692650,40000.00000000,29579.56692650,0.73948917,0.21558044,0.18101873,0.95973163,0.23200401,1.35781495,0.98279005,-0.21935554,,2013,0.59942225,2016,-0.02532550,0.43886160,0.39872558,,,0.56076121,0.24102774
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA70,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.30000000,0.70000000,,0.00039207,0.00230020,0.00037517,0.00227087,79364.40836000,40000.00000000,39364.40836000,0.98411021,0.26025346,0.22519850,0.99402995,0.27004399,1.41470545,1.08219916,-0.24048574,,2013,0.74592755,2015,0.01209134,0.36095674,0.29853742,,,0.63865119,0.26660846
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA70 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.30000000,0.70000000,QQQ<SMA200,0.00931819,0.29849018,0.00930388,0.29849018,71447.43733650,40000.00000000,31447.43733650,0.78618593,0.23134663,0.18986953,0.91549954,0.26686872,1.29456462,0.86513188,-0.26741199,,2013,0.74584156,2015,-0.03372330,0.36999088,0.29853742,,,0.62966610,0.24108992
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA70,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,0.70000000,0.30000000,0.80000000,,0.00038349,0.00230020,0.00036746,0.00227087,80013.69252300,40000.00000000,40013.69252300,1.00034231,0.26979548,0.22795285,0.94361521,0.30234802,1.33882196,0.97153165,-0.27770117,,2013,0.87223019,2015,-0.04459641,0.29931259,0.19881576,,,0.70030393,0.26658324
