label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00718796,0.07184905,0.00628821,0.07186361,24249.22963628,19500.00000000,4749.22963628,0.24355024,0.17342157,0.18847475,0.88946193,0.20502483,1.22852746,1.16742198,-0.14855088,191,2025,0.17872522,2026,0.10278333,100361.93841575,38.77281866,1.86635244,0.00198835,0.29440098,0.09887666,,,0.29418629,0.09920749,,,0.40884456,0.19037701
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.01370553,0.21664347,0.01260080,0.21665678,23433.61921883,19500.00000000,3933.61921883,0.20172406,0.13565583,0.15715483,0.73397802,0.20291695,1.00995225,0.91689535,-0.14795127,191,2025,0.11630873,2026,0.10361810,106230.20027213,41.00109785,2.04528685,0.00210262,0.30412709,0.09888621,,,0.30389986,0.09872793,,,0.38892570,0.00000000
50/50,test,test,2025-01-02,2026-08-24,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00211547,0.00379698,0.00164881,0.00287863,23286.40053453,19500.00000000,3786.40053453,0.19417439,0.13595974,0.15145870,0.65640242,0.23921294,0.94665332,0.51686623,-0.26304628,168,2026,0.13048249,2025,0.09025947,38415.98219286,14.61560464,0.73537963,0.00074952,0.49942601,0.49851896,,,,,,,0.49843301,0.49712137
TQQQ50/BTAL50 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01564490,0.12486076,0.01534279,0.12487452,22178.51100039,19500.00000000,2678.51100039,0.13735954,0.09234828,0.10815507,0.52527449,0.21250728,0.73519453,0.39508664,-0.23374185,211,2026,0.09828600,2025,0.05243614,33138.11531392,12.99404339,0.65459219,0.00066636,0.51361750,0.49867097,,,,,,,0.48473765,0.37512548
SPY benchmark,test,test,2025-01-02,2026-08-24,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.02070958,0.04757251,0.02071231,0.04757251,24320.87863722,19500.00000000,4820.87863722,0.24722455,0.18230559,0.19120726,1.08527830,0.16854631,1.63331990,0.99826430,-0.18262257,127,2025,0.17232006,2026,0.12260919,18861.35152568,1.32029461,0.34736372,0.00006771,,,,,,,0.97928769,0.95242749,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,,0.00143502,0.00317724,0.00079710,0.00156580,40945.44067300,28000.00000000,12945.44067300,0.46233717,0.17434217,0.19559849,0.95643125,0.18689460,1.38939331,0.91457597,-0.19062623,169,2023,0.46519089,2022,-0.14196050,173902.14694102,65.08613289,1.31257679,0.00232450,0.47547588,0.14979190,,,0.15799382,0.04996647,,,0.36505055,0.13807806
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200,0.03887413,0.23271777,0.03848146,0.23272372,40634.86447671,28000.00000000,12634.86447671,0.45124516,0.17494013,0.19148246,0.95318787,0.18836418,1.37223931,0.91771277,-0.19062623,169,2023,0.34192278,2022,-0.06171072,157732.50255020,60.58336208,1.17857669,0.00216369,0.50392249,0.14979190,,,0.16747943,0.04996647,,,0.32728465,0.04055417
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ:MOMM1-3-6-12U<=0,0.04301421,0.28483353,0.04254957,0.28483968,36897.58634147,28000.00000000,8897.58634147,0.31777094,0.12725268,0.14005497,0.74240529,0.18496940,1.05582056,0.66755074,-0.19062623,169,2023,0.26736562,2022,-0.12256303,150016.38000470,57.67940709,1.18276117,0.00205998,0.50696277,0.14979190,,,0.16850895,0.04996647,,,0.32318738,0.05616714
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ:MOMM1-3-6-12U<=0 off0,0.00137530,0.00317724,0.00080870,0.00156580,37461.16822809,28000.00000000,9461.16822809,0.33789887,0.13651466,0.14804693,0.73425861,0.20297350,1.04349191,0.71613784,-0.19062623,169,2021,0.25871875,2022,-0.06566112,174026.93788563,66.65386256,1.35017262,0.00238050,0.53009490,0.14979190,,,0.17619137,0.04996647,,,0.29229115,0.00000000
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05289561,0.30429839,0.05250925,0.30430446,38317.56820049,28000.00000000,10317.56820049,0.36848458,0.14872890,0.16002448,0.83916328,0.18657371,1.19723679,0.78021212,-0.19062623,169,2021,0.25871875,2022,-0.06171072,149631.95815189,57.81594029,1.14343642,0.00206486,0.51446876,0.14979190,,,0.17100055,0.04996647,,,0.31324494,0.04055417
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04145345,0.23271777,0.04106383,0.23272372,39819.81442532,28000.00000000,11819.81442532,0.42213623,0.16583434,0.18057067,0.91733284,0.18691960,1.31500876,0.86994502,-0.19062623,169,2023,0.31098519,2022,-0.06171072,149162.60614344,57.45542577,1.12323556,0.00205198,0.50587941,0.14979190,,,0.16817536,0.04996647,,,0.32465729,0.04055417
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00842507,0.26745240,0.00793043,0.26746294,40693.22667129,28000.00000000,12693.22667129,0.45332952,0.18305681,0.19225767,0.93260072,0.20301681,1.33648451,0.96029183,-0.19062623,169,2021,0.25871875,2020,0.02308204,164093.85457007,63.27160158,1.19089023,0.00225970,0.53556695,0.14979190,,,0.17807903,0.04996647,,,0.28509282,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00156300,0.00359694,0.00086881,0.00173904,40426.15957880,28000.00000000,12426.15957880,0.44379141,0.16691704,0.18870363,0.91231181,0.18948599,1.32635779,0.87536660,-0.19068245,167,2023,0.45452413,2022,-0.15271034,173066.28268050,56.80202786,1.32031448,0.00202864,0.47545684,0.14872668,0.15803748,0.04898819,,,,,0.36490328,0.13842966
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.03907943,0.23271690,0.03852217,0.23272072,40117.34744028,28000.00000000,12117.34744028,0.43276241,0.16747072,0.18457270,0.91557374,0.18929838,1.32271855,0.87827026,-0.19068245,167,2023,0.33195622,2022,-0.07342515,156590.86117114,52.45232719,1.18282804,0.00187330,0.50378821,0.14872668,0.16747807,0.04898819,,,,,0.32717340,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.04329663,0.28496375,0.04271064,0.28496954,36304.55034590,28000.00000000,8304.55034590,0.29659108,0.11847994,0.13154817,0.69793234,0.18571124,0.99730185,0.62134684,-0.19068245,167,2021,0.26458541,2022,-0.13314967,148568.08791231,50.14519465,1.18527647,0.00179090,0.50693908,0.14872668,0.16853447,0.04898819,,,,,0.32295434,0.05590267
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00153502,0.00359694,0.00088846,0.00173904,36796.14756149,28000.00000000,8796.14756149,0.31414813,0.12683537,0.13860702,0.69365621,0.20226008,0.98986132,0.66516543,-0.19068245,167,2021,0.26458541,2022,-0.07820485,172043.62233985,57.90841075,1.35227488,0.00206816,0.53008931,0.14872668,0.17621934,0.04898819,,,,,0.29211474,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05305302,0.30414717,0.05253568,0.30415269,37684.38791351,28000.00000000,9684.38791351,0.34587100,0.13964589,0.15118800,0.79562499,0.18682114,1.13982723,0.73234789,-0.19068245,167,2021,0.26458541,2022,-0.07342515,148052.39660904,50.20951504,1.14535802,0.00179320,0.51435219,0.14872668,0.17103304,0.04898819,,,,,0.31310311,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04165688,0.23271690,0.04111234,0.23272072,39275.23716949,28000.00000000,11275.23716949,0.40268704,0.15797070,0.17318891,0.87774233,0.18779206,1.26302840,0.82844908,-0.19068245,167,2023,0.29972644,2022,-0.07342515,148168.50557522,49.86466612,1.12834910,0.00178088,0.50576509,0.14872668,0.16813814,0.04898819,,,,,0.32455898,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00861913,0.26745497,0.00803116,0.26746294,39954.88579019,28000.00000000,11954.88579019,0.42696021,0.17306042,0.18239016,0.89442268,0.20189899,1.28623630,0.90758443,-0.19068245,167,2021,0.26458541,2020,0.01925133,161931.39750584,54.85535170,1.19099432,0.00195912,0.53557518,0.14872668,0.17808295,0.04898819,,,,,0.28489769,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,,0.00166382,0.00374295,0.00089451,0.00173516,42214.62910420,28000.00000000,14214.62910420,0.50766533,0.19854927,0.21218675,1.03117473,0.19465747,1.49000882,1.18412244,-0.16767630,543,2023,0.48536364,2022,-0.13039694,180018.13987406,67.40016328,1.31008913,0.00240715,0.31683261,0.09988652,,,0.31660261,0.09942933,,,0.36485607,0.13875850
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200,0.03987453,0.23306855,0.03931524,0.23307415,42051.37206960,28000.00000000,14051.37206960,0.50183472,0.20115592,0.21007347,1.04518951,0.19402619,1.49292955,1.24776413,-0.16121310,157,2023,0.36380585,2022,-0.04669946,163976.20831074,63.16464106,1.17748412,0.00225588,0.33621823,0.09988652,,,0.33599355,0.09942933,,,0.32629680,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ:MOMM1-3-6-12U<=0,0.04321059,0.28377564,0.04263142,0.28378189,37950.63499693,28000.00000000,9950.63499693,0.35537982,0.14981128,0.15491680,0.83183461,0.19018410,1.17286055,0.84339919,-0.17762796,725,2021,0.29551315,2022,-0.11225843,155231.94980241,59.79643783,1.18031889,0.00213559,0.33781058,0.09988652,,,0.33750101,0.09942933,,,0.32304438,0.05774341
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ:MOMM1-3-6-12U<=0 off0,0.00160692,0.00374295,0.00093331,0.00173516,38558.29540242,28000.00000000,10558.29540242,0.37708198,0.15970710,0.16335600,0.82931798,0.20457325,1.16697932,0.99065837,-0.16121310,157,2021,0.29551315,2022,-0.05284385,180298.41090590,69.24831120,1.34729756,0.00247315,0.35329370,0.09988652,,,0.35299158,0.09942933,,,0.29206025,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05397271,0.30539188,0.05342545,0.30539769,39510.80748301,28000.00000000,11510.80748301,0.41110027,0.17288440,0.17639117,0.93407651,0.19085948,1.31996700,1.07239675,-0.16121310,157,2021,0.29551315,2022,-0.04669946,154861.33630247,59.95648130,1.13872166,0.00214130,0.34329849,0.09988652,,,0.34301275,0.09942933,,,0.31217518,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04246621,0.23306855,0.04194250,0.23307415,41142.61954050,28000.00000000,13142.61954050,0.46937927,0.19117651,0.19819991,1.00865121,0.19245179,1.43459864,1.18586218,-0.16121310,157,2023,0.33011809,2022,-0.04669946,154647.34440668,59.72377968,1.11980445,0.00213299,0.33757310,0.09988652,,,0.33735683,0.09942933,,,0.32362956,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00867770,0.26745377,0.00806237,0.26746294,41943.54249873,28000.00000000,13943.54249873,0.49798366,0.20729112,0.20867440,1.02974641,0.20380706,1.46043769,1.28582059,-0.16121310,157,2021,0.29551315,2020,0.02851468,169853.07712839,65.73862359,1.18604211,0.00234781,0.35691672,0.09988652,,,0.35673776,0.09942933,,,0.28484172,0.00000000
50/50,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00123473,0.00318041,0.00087164,0.00175609,36269.63089447,28000.00000000,8269.63089447,0.29534396,0.09866986,0.13104410,0.46645487,0.29729703,0.66053054,0.22051897,-0.44744386,,2023,0.70299857,2022,-0.42506651,76692.66824418,29.11822233,0.64641791,0.00103994,0.49939823,0.49856868,,,,,,,0.49934521,0.49824391
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.09090206,0.39663067,0.09064370,0.39663758,38601.69899670,28000.00000000,10601.69899670,0.37863211,0.13906318,0.16395506,0.69643270,0.22345303,1.00760276,0.44870436,-0.30992162,683,2023,0.47100494,2022,-0.25830154,69569.44577792,28.03217122,0.55267323,0.00100115,0.58945082,0.49856868,,,,,,,0.40947926,0.10336242
SPY benchmark,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01027565,0.02938556,0.01027746,0.02941953,34058.01624189,28000.00000000,6058.01624189,0.21635772,0.09830423,0.09836609,0.62673654,0.17438163,0.89726488,0.40201204,-0.24453056,709,2021,0.28166993,2022,-0.18247338,28012.03605312,1.96084252,0.22351374,0.00007003,,,,,,,0.98972254,0.97058047,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,,0.00146070,0.00421763,0.00082031,0.00251271,47058.21550553,28000.00000000,19058.21550553,0.68065055,0.24312430,0.27213055,1.32530771,0.17649658,1.96615041,1.46788639,-0.16562883,544,2023,0.47545854,2022,-0.14161957,232931.71224230,87.40714704,1.66277603,0.00312168,0.46643009,0.17009251,,,0.15499361,0.05616209,,,0.37706870,0.13840580
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200,0.03967411,0.23495072,0.03916985,0.23495763,46704.33476997,28000.00000000,18704.33476997,0.66801196,0.24434417,0.26789408,1.31910180,0.17832545,1.93525456,1.77456777,-0.13769222,80,2023,0.34996238,2022,-0.05898821,219620.63060284,83.86960063,1.55911092,0.00299534,0.49535679,0.16977769,,,0.16465146,0.05661502,,,0.33855471,0.03832026
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ:MOMM1-3-6-12U<=0,0.04383672,0.28838395,0.04332937,0.28839119,42830.09333885,28000.00000000,14830.09333885,0.52964619,0.19301186,0.21992242,1.10055258,0.17474753,1.59342928,1.04829361,-0.18412004,725,2023,0.27387956,2022,-0.12120743,203948.12086996,77.99749500,1.54970738,0.00278562,0.49843592,0.16982730,,,0.16553389,0.05626872,,,0.33441682,0.05373779
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ:MOMM1-3-6-12U<=0 off0,0.00151149,0.00421763,0.00095246,0.00251271,43419.32154222,28000.00000000,15419.32154222,0.55069006,0.20328772,0.22741567,1.05666061,0.19340992,1.52390494,1.12105918,-0.18133540,691,2021,0.24652775,2022,-0.06525479,224485.06779730,85.70148097,1.67765066,0.00306077,0.52110333,0.16977368,,,0.17310932,0.05641720,,,0.30422605,0.00000000
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05383147,0.30748134,0.05335515,0.30748864,44273.17959639,28000.00000000,16273.17959639,0.58118499,0.21636054,0.23814451,1.20144575,0.17652414,1.74529458,1.57221995,-0.13761468,80,2023,0.26074379,2022,-0.05898821,207254.49848403,79.49638737,1.52176500,0.00283916,0.50601465,0.16978653,,,0.16823111,0.05618596,,,0.32432162,0.03832026
