label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 2m+1,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,2m+1,0.08342728,0.34113941,0.08271871,0.34114850,42691.87996690,28000.00000000,14691.87996690,0.52471000,0.21403065,0.21857284,0.88029385,0.25965699,1.25460995,0.75826123,-0.28226506,,2023,0.39767387,2025,-0.05149682,83228.75221194,30.24480404,0.52549259,0.00108017,0.43413831,0.21590848,0.14315175,0.07193626,,,0.42063221,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 3m,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,3m,0.12231325,0.36598080,0.12125386,0.36598724,41796.02805700,28000.00000000,13796.02805700,0.49271529,0.19460037,0.20698366,0.79233521,0.27226036,1.12304231,0.65929104,-0.29516610,,2024,0.38156112,2025,-0.04564413,65499.49927447,24.09280720,0.43098165,0.00086046,0.43414539,0.20728844,0.14390787,0.06832143,,,0.41914028,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 3m+1,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,3m+1,0.08557025,0.34113941,0.08455356,0.34114850,42185.76607514,28000.00000000,14185.76607514,0.50663450,0.21375517,0.21204742,0.88397794,0.25774716,1.26208125,0.77811297,-0.27470968,,2023,0.46075397,2025,-0.09014419,76878.63492513,28.43384141,0.47497963,0.00101549,0.43579194,0.21720398,0.14285450,0.07752890,,,0.41875112,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 3m+2,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,3m+2,0.10214655,0.36140511,0.10127228,0.36141213,41768.22079970,28000.00000000,13768.22079970,0.49172217,0.20597529,0.20662106,0.84039009,0.26600690,1.19492021,0.66273771,-0.31079459,,2023,0.39854655,2025,-0.06470875,83694.01966804,29.97060803,0.53135419,0.00107038,0.43936243,0.21608267,0.14473906,0.07215322,,,0.41280774,0.00000000
TQQQ50/BTAL50 rb 1w,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00223670,0.05022935,0.00203432,0.05023769,48630.41737766,28000.00000000,20630.41737766,0.73680062,0.29066467,0.29125773,1.04845379,0.28220227,1.58206245,1.05447479,-0.27564877,,2023,0.67016699,2022,-0.09380821,205280.33589260,77.03193281,1.20716595,0.00275114,0.49988263,0.46399813,,,,,0.49920295,0.44976231
50/50,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00064520,0.00177222,0.00050839,0.00135450,46607.93409586,28000.00000000,18607.93409586,0.66456907,0.27062699,0.26726078,1.00919696,0.27608759,1.49359657,0.98575580,-0.27453755,276,2023,0.69951444,2022,-0.10228334,86112.17169214,32.54546594,0.51167373,0.00116234,0.49959092,0.49864550,,,,,0.49974364,0.49913337
TQQQ50/BTAL50 rb 3m,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.02432540,0.10057820,0.02422466,0.10058515,45923.63855566,28000.00000000,17923.63855566,0.64012995,0.25585717,0.25897186,0.94118631,0.28677863,1.38169410,0.78844984,-0.32450660,290,2023,0.73122366,2022,-0.14614158,57043.40032774,21.53471549,0.34691196,0.00076910,0.48680525,0.39941485,,,,,0.51150769,0.44737689
TQQQ50/BTAL50 gate QQQ<SMA200 rb 1w,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.10951593,0.50000000,0.10935807,0.50000000,44123.87338710,28000.00000000,16123.87338710,0.57585262,0.23011976,0.23673721,1.01556212,0.23116039,1.47471415,0.94884753,-0.24252554,,2024,0.40473415,2025,-0.03364040,154645.73740812,61.34222149,0.96966118,0.00219079,0.60755286,0.46364718,,,,,0.39162682,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.11366697,0.49998903,0.11347762,0.50000000,43464.88448298,28000.00000000,15464.88448298,0.55231730,0.22590767,0.22843199,1.00079659,0.23111999,1.45038996,0.90576494,-0.24941093,,2023,0.40716259,2025,-0.03886942,77270.34715691,32.27692812,0.48285283,0.00115275,0.61263118,0.49913811,,,,,0.38658729,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200 rb 3m,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.15341250,0.49998861,0.15337662,0.50000000,40421.76309200,28000.00000000,12421.76309200,0.44363440,0.18237046,0.18884989,0.86947910,0.22184758,1.24196178,0.75391864,-0.24189673,,2024,0.33815664,2025,-0.04511533,54854.73795805,24.16085107,0.36476256,0.00086289,0.63986856,0.44166705,,,,,0.35877616,0.00000000
SPY benchmark,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.01300693,0.03227619,0.01300869,0.03231006,39711.10365518,28000.00000000,11711.10365518,0.41825370,0.18054493,0.17929622,1.04394150,0.17412158,1.58463964,0.96873098,-0.18637262,,2023,0.25475887,2025,0.02204046,27867.34190562,1.95071393,0.19292624,0.00006967,,,,,0.98699131,0.96768994,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,1w,0.02178639,0.33386726,0.02111835,0.33387117,38233.85927042,28000.00000000,10233.85927042,0.36549497,0.18292068,0.15880687,1.02337440,0.18103467,1.44286845,1.18353932,-0.15455395,439,2024,0.28039132,2025,-0.00296599,633775.37287799,211.31535122,4.14078023,0.00754698,0.45266063,0.14933471,0.15036254,0.04883303,,,0.39526795,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2w,0.03583630,0.35053672,0.03505670,0.35053960,42004.23662529,28000.00000000,14004.23662529,0.50015131,0.22339461,0.20938953,1.18164684,0.18619395,1.71047152,1.43379372,-0.15580666,432,2024,0.31275103,2022,0.01373663,441614.53667753,147.00160047,2.80217862,0.00525006,0.44820540,0.14919852,0.14891176,0.04944800,,,0.40103523,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2w+1,0.03512898,0.27326641,0.03442732,0.27327789,38786.03855806,28000.00000000,10786.03855806,0.38521566,0.18909337,0.16643573,1.04513474,0.18254369,1.46954118,1.18152759,-0.16004143,280,2024,0.33979017,2025,-0.01754676,476890.38891507,159.01416238,3.06419855,0.00567908,0.45599067,0.14592691,0.15162772,0.04865222,,,0.39039960,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,,0.01751600,0.27326611,0.01699575,0.27327789,43288.55639326,28000.00000000,15288.55639326,0.54601987,0.23130524,0.22586417,1.10901352,0.20820243,1.55538972,1.26722436,-0.18252903,447,2023,0.31899796,2022,0.01373663,313607.42665210,105.10024170,2.04161256,0.00375358,0.43968413,0.14963971,0.14611231,0.04945043,,,0.41278094,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2m,0.10268657,0.36137969,0.10201543,0.35908309,40759.75048744,28000.00000000,12759.75048744,0.45570537,0.20971601,0.19307312,1.11275935,0.18781935,1.60337587,0.91663808,-0.22878824,474,2023,0.27105267,2022,0.01373663,125470.60494253,44.18229772,0.81555357,0.00157794,0.46833541,0.24249357,0.15659482,0.08039263,,,0.37299219,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2m+1,0.07795642,0.42616742,0.07675730,0.42408448,46545.60640678,28000.00000000,18545.60640678,0.66234309,0.26759014,0.26611291,1.12561768,0.23671942,1.59097318,1.39891881,-0.19128354,429,2023,0.32113822,2022,0.01373727,220436.72009580,74.93416301,1.36608705,0.00267622,0.40654486,0.12934639,0.13460413,0.04770317,,,0.45656677,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m,0.13066026,0.48236324,0.12893883,0.47921883,43286.16811906,28000.00000000,15286.16811906,0.54593458,0.23014497,0.22583387,0.97103542,0.24554316,1.36511416,1.00659313,-0.22863753,159,2024,0.39275435,2022,0.01373663,99105.44006396,34.53475912,0.62524211,0.00123338,0.40073464,0.12939563,0.13342213,0.04777155,,,0.46315522,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m+1,0.10134100,0.33889403,0.10038356,0.33889687,41713.53276578,28000.00000000,13713.53276578,0.48976903,0.20862220,0.20560990,1.16894012,0.17623338,1.68281204,1.18678203,-0.17578814,436,2024,0.24159568,2022,0.01373727,121205.43647447,42.32643449,0.81582066,0.00151166,0.47732239,0.13009792,0.15871377,0.04668221,,,0.36093452,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m+2,0.11261400,0.42853618,0.11133098,0.42469700,45028.14829945,28000.00000000,17028.14829945,0.60814815,0.26698901,0.24762329,1.19410018,0.21935998,1.72599235,1.08112489,-0.24695483,455,2023,0.36014622,2022,0.01373727,157257.56457691,54.42691302,0.93671844,0.00194382,0.43067364,0.13922210,0.14436913,0.04903754,,,0.42216987,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,1w,0.02972498,0.50080285,0.02916144,0.50080676,47111.54768683,28000.00000000,19111.54768683,0.68255527,0.30278133,0.27289728,1.11105743,0.27289158,1.58530716,1.22924973,-0.24631393,276,2023,0.49690718,2022,0.01373456,783941.55036648,260.65740379,4.39585524,0.00930919,0.32586691,0.14794362,0.10814214,0.04820691,,,0.56448449,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2w,0.04307159,0.50080591,0.04234668,0.50080676,48204.99838367,28000.00000000,20204.99838367,0.72160709,0.30364742,0.28584069,1.10634646,0.27524152,1.57870922,1.16169244,-0.26138366,273,2023,0.43456657,2022,0.01373663,490961.13271707,163.02161179,2.84042367,0.00582220,0.32116099,0.14936361,0.10650434,0.04826190,,,0.57056476,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2w+1,0.04524582,0.40990536,0.04461112,0.40991684,48767.73059278,28000.00000000,20767.73059278,0.74170466,0.31756017,0.29241961,1.14020411,0.27683126,1.62940528,1.18417804,-0.26816927,276,2023,0.47588001,2022,0.01373635,609292.32937103,202.16184490,3.33470001,0.00722007,0.32984575,0.13006873,0.10953769,0.04482062,,,0.55887921,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,,0.02482601,0.40990506,0.02433765,0.40991684,52113.73626449,28000.00000000,24113.73626449,0.86120487,0.33917536,0.33045094,1.15835513,0.28990544,1.63166034,1.25253958,-0.27079014,239,2023,0.46438893,2022,0.01373663,308283.70398421,103.87361009,1.76841281,0.00370977,0.32373805,0.14940285,0.10749796,0.04916329,,,0.56740307,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2m,0.10443681,0.44713745,0.10383137,0.44591387,50726.54489222,28000.00000000,22726.54489222,0.81166232,0.33355477,0.31490300,1.16331946,0.28332010,1.66560371,1.10923423,-0.30070725,435,2023,0.48788567,2022,0.01373663,159690.95673656,54.84063385,0.90548136,0.00195859,0.34456189,0.14029389,0.11483637,0.04941816,,,0.53862232,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2m+1,0.08324363,0.40990536,0.08228370,0.40991684,54546.73242859,28000.00000000,26546.73242859,0.94809759,0.36319087,0.35701900,1.14719647,0.31487879,1.62724432,1.19253437,-0.30455380,239,2023,0.46712386,2022,0.01373727,213091.42134655,71.77489183,1.17236585,0.00256339,0.30079143,0.12011199,0.09966304,0.04272933,,,0.59771306,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m,0.12646686,0.49272570,0.12501361,0.49273246,53634.97150473,28000.00000000,25634.97150473,0.91553470,0.34905283,0.34716398,1.07819391,0.32976320,1.52683111,1.12209026,-0.31107375,273,2024,0.46949476,2022,0.01373663,93125.94188332,32.47823461,0.51412342,0.00115994,0.29015968,0.12762747,0.09673555,0.04515903,,,0.61054426,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m+1,0.11368470,0.43974858,0.11286793,0.43975017,45790.55902469,28000.00000000,17790.55902469,0.63537711,0.27177166,0.25696828,1.06721113,0.25755280,1.52364915,0.95869921,-0.28347959,277,2023,0.37664818,2022,0.01373727,117288.98511727,39.80329781,0.71425215,0.00142155,0.37132549,0.12765654,0.12337095,0.04611957,,,0.50269436,0.00000000
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m+2,0.11731245,0.47128122,0.11619276,0.46893943,55276.14556522,28000.00000000,27276.14556522,0.97414806,0.38453791,0.36481862,1.19894277,0.31412175,1.71077743,1.24509117,-0.30884317,159,2023,0.54189739,2022,0.01373727,191856.69191700,64.92974235,1.01288727,0.00231892,0.30974559,0.11970831,0.10322831,0.04332158,,,0.58449138,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 1w,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,1w,0.01609500,0.29682482,0.01543051,0.29682873,37528.35605686,28000.00000000,9528.35605686,0.34029843,0.17246533,0.14894164,1.01371536,0.17246658,1.42202263,1.12347731,-0.15351029,453,2024,0.29511795,2025,-0.01683205,380304.52163526,127.64808466,2.51761881,0.00455886,0.46557200,0.15067002,0.15467860,0.05006660,,,0.37803134,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2w,0.02270371,0.29682789,0.02189397,0.29682873,39130.39879633,28000.00000000,11130.39879633,0.39751424,0.18860665,0.17115331,1.06602698,0.17775500,1.51718729,1.12756764,-0.16726859,453,2024,0.30483305,2022,0.01373663,305590.06901861,102.85107525,2.01205315,0.00367325,0.46133041,0.15044667,0.15327912,0.04973335,,,0.38347287,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2w+1,0.02843944,0.27862899,0.02774070,0.27863344,38064.26644287,28000.00000000,10064.26644287,0.35943809,0.17561363,0.15644764,1.03543188,0.17122633,1.46834362,1.07465031,-0.16341467,453,2024,0.30628579,2025,-0.00286687,278778.62441489,93.79846313,1.84541305,0.00334995,0.47029311,0.21253383,0.15642085,0.07019571,,,0.37133137,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,,0.01554833,0.26002385,0.01497166,0.26003563,41363.64093609,28000.00000000,13363.64093609,0.47727289,0.21020364,0.20103526,1.10693339,0.18949399,1.57382519,1.15257988,-0.18237663,455,2024,0.25706524,2022,0.01373663,214756.76303213,72.55778919,1.41764520,0.00259135,0.46112440,0.14996508,0.15318719,0.04957281,,,0.38412159,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2m,0.07163714,0.30315861,0.07085275,0.30316012,39849.39643337,28000.00000000,11849.39643337,0.42319273,0.20118845,0.18090648,1.11666544,0.17941140,1.60964217,0.95415868,-0.21085429,475,2024,0.28139775,2022,0.01373663,112089.88104057,39.29558413,0.72840352,0.00140341,0.47785450,0.31284370,0.15959025,0.10219023,,,0.36036129,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m+1,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2m+1,0.05512858,0.39669516,0.05395493,0.39459654,42885.49537864,28000.00000000,14885.49537864,0.53162483,0.22637490,0.22073252,1.09695664,0.20645907,1.55331064,1.23883481,-0.18273211,436,2024,0.27910357,2022,0.01373727,155117.38742223,53.29518852,1.00534347,0.00190340,0.44201111,0.14959207,0.14676454,0.04947519,,,0.40875103,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,3m,0.09804214,0.44305293,0.09639586,0.43991575,40355.12309716,28000.00000000,12355.12309716,0.44125440,0.19488658,0.18769007,0.94235270,0.21434836,1.31939335,0.92489635,-0.21071181,448,2024,0.32767199,2022,0.01373663,79100.75524587,28.15460868,0.52112586,0.00100552,0.43886056,0.15837799,0.14591142,0.05840590,,,0.41198602,0.00000000
