label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.BND.avg,exposure.BND.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VWO.avg,exposure.VWO.min
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00320838,0.01740271,0.00210381,0.00739640,47538.36924123,40000.00000000,7538.36924123,0.18845923,0.05446375,0.05586769,0.60752054,0.09492017,0.84854776,0.55754591,-0.09768479,167,2014,0.16476435,2015,-0.03361409,1580488.06797206,210.30895731,5.61140508,0.00525772,0.05446280,0.00000000,0.15269796,0.00000000,0.01638621,0.00000000,0.03817341,0.00000000,0.11425991,0.00000000,0.08676724,0.00000000,0.26177193,0.00000000,,,0.02715603,0.00000000,0.11407188,0.00000000,0.08185072,0.00000000,0.04912922,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00308468,0.01417572,0.00207237,0.00708872,49857.62097419,40000.00000000,9857.62097419,0.24644052,0.06763674,0.07136548,0.76247143,0.09154403,1.05618009,0.68121892,-0.09928781,161,2014,0.19973140,2013,-0.01785553,1333701.28411544,182.04921159,4.63371050,0.00455123,0.04897411,0.00000000,0.18532131,0.00000000,0.00000000,0.00000000,0.03820472,0.00000000,0.10881752,0.00000000,0.09771495,0.00000000,0.26187489,0.00000000,,,0.02716608,0.00000000,0.11415423,0.00000000,0.06551237,0.00000000,0.04912199,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00425410,0.01157245,0.00209572,0.00482880,50145.94479768,40000.00000000,10145.94479768,0.25364862,0.07476876,0.07324444,0.72207477,0.10821162,1.02167643,0.43272200,-0.17278705,639,2017,0.11657695,2015,-0.01957309,48469.42677476,7.42534648,0.17119627,0.00018563,,,,,0.24882758,0.24517120,,,,,,,0.24818775,0.24578006,,,,,,,0.24937013,0.24838907,0.24935731,0.24768962
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00237071,0.00970890,0.00239084,0.00971039,53214.31029242,40000.00000000,13214.31029242,0.33035776,0.09600193,0.09263577,1.11275281,0.08589424,1.64578708,1.30162905,-0.07375521,110,2013,0.15041279,2015,0.01342249,879512.00018155,77.82788289,2.96583443,0.00194570,,,0.22915169,0.00000000,,,,,0.19646474,0.00000000,,,,,0.57199274,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00260592,0.00970890,0.00260714,0.00971039,59584.96777047,40000.00000000,19584.96777047,0.48962419,0.13937750,0.12977229,1.12857229,0.12256502,1.62712006,1.05788608,-0.13175095,334,2013,0.31798024,2015,0.00918003,39976.79686136,2.79837578,0.12194151,0.00006996,,,,,,,,,,,,,,,0.99739286,0.99028961,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00277662,0.00761565,0.00207829,0.00524155,55385.38188230,40000.00000000,15385.38188230,0.38463455,0.09970698,0.10564333,1.09300871,0.09080695,1.53906416,1.15001536,-0.08670057,553,2014,0.15590059,2015,-0.02899251,1791155.27589014,250.47166158,6.08830354,0.00626179,0.04894396,0.00000000,0.19069880,0.00000000,0.03274402,0.00000000,0.03823792,0.00000000,0.09792029,0.00000000,0.07618808,0.00000000,0.24527156,0.00000000,,,0.03264175,0.00000000,0.08709528,0.00000000,0.06550012,0.00000000,0.08191734,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00272767,0.00761565,0.00205534,0.00524155,54800.92412895,40000.00000000,14800.92412895,0.37002310,0.09255359,0.10216757,1.02522561,0.09040432,1.43345691,1.03845704,-0.08912606,381,2014,0.18748090,2015,0.00736631,1555556.75920811,216.83784599,5.33126875,0.00542095,0.04346840,0.00000000,0.22347502,0.00000000,0.00000000,0.00000000,0.03823850,0.00000000,0.08704110,0.00000000,0.07619318,0.00000000,0.27813428,0.00000000,,,0.03259656,0.00000000,0.07064870,0.00000000,0.06550146,0.00000000,0.08191786,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00296673,0.01108932,0.00204228,0.00763076,54786.70264736,40000.00000000,14786.70264736,0.36966757,0.08860142,0.10208256,0.95777079,0.09325477,1.34780704,0.91244691,-0.09710310,557,2017,0.17413020,2015,-0.03342596,1700576.79988110,236.56880082,5.95006295,0.00591422,0.05442360,0.00000000,0.15266052,0.00000000,0.01638327,0.00000000,0.03820876,0.00000000,0.10866912,0.00000000,0.08155905,0.00000000,0.27822846,0.00000000,,,0.02710035,0.00000000,0.10871474,0.00000000,0.04912008,0.00000000,0.08189987,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00282599,0.01108932,0.00201959,0.00763076,56216.48599642,40000.00000000,16216.48599642,0.40541215,0.09356705,0.11052764,1.01782802,0.09212666,1.42786949,1.17259755,-0.07979469,379,2014,0.19975895,2013,-0.03240692,1402215.84382148,194.97720176,4.81927227,0.00487443,0.04900969,0.00000000,0.18535616,0.00000000,0.00000000,0.00000000,0.03273952,0.00000000,0.09793480,0.00000000,0.08158807,0.00000000,0.31085936,0.00000000,,,0.02709687,0.00000000,0.09787939,0.00000000,0.03275358,0.00000000,0.08190367,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00462538,0.01200579,0.00221824,0.00550119,53309.75503246,40000.00000000,13309.75503246,0.33274388,0.08244093,0.09314068,0.80897081,0.10480032,1.13605671,0.47748033,-0.17265828,639,2017,0.22602974,2015,-0.01960935,46824.02794297,7.19405315,0.16704273,0.00017985,,,,,0.24864378,0.24532379,,,,,,,0.24817078,0.24449881,,,,,,,0.24930356,0.24781648,0.24925340,0.24762213
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00264818,0.00668742,0.00267241,0.00668791,54415.97924219,40000.00000000,14415.97924219,0.36039948,0.09722693,0.09985941,1.23629572,0.07754770,1.80381412,1.74170930,-0.05582271,30,2017,0.13927586,2015,0.01335476,1051786.46635149,91.96779826,3.59319510,0.00229919,,,0.26169537,0.00000000,,,,,0.19638716,0.00000000,,,,,0.53924506,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,,,,,,,,,,,,,0.99712797,0.99167584,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00288910,0.01117963,0.00205614,0.00647688,56368.43609881,40000.00000000,16368.43609881,0.40921090,0.10938538,0.11152353,1.20234068,0.08976649,1.70560455,1.26370462,-0.08655929,553,2014,0.15580228,2015,-0.02868190,1672782.14264687,238.12234991,5.53922210,0.00595306,0.04350893,0.00000000,0.22894344,0.00000000,0.03274848,0.00000000,0.06553989,0.00000000,0.09777703,0.00000000,0.07071046,0.00000000,0.24535247,0.00000000,,,0.02722514,0.00000000,0.08694307,0.00000000,0.01638126,0.00000000,0.08192486,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00307754,0.01113134,0.00223091,0.00647688,55896.18883390,40000.00000000,15896.18883390,0.39740472,0.10202200,0.10876094,1.13297834,0.08934591,1.59543887,1.61967740,-0.06298909,503,2014,0.18720599,2013,-0.00083930,1467265.93561504,208.25841460,4.88925378,0.00520646,0.03805286,0.00000000,0.26157839,0.00000000,0.00000000,0.00000000,0.06552886,0.00000000,0.08703614,0.00000000,0.07056775,0.00000000,0.27795401,0.00000000,,,0.02724413,0.00000000,0.07062268,0.00000000,0.01638189,0.00000000,0.08190681,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00305247,0.01073262,0.00209752,0.00647688,56563.00806462,40000.00000000,16563.00806462,0.41407520,0.10808208,0.11265551,1.15993454,0.09222569,1.65109695,1.11362548,-0.09705424,556,2017,0.17397602,2015,-0.03355989,1651695.15645714,231.59964951,5.51799213,0.00578999,0.05434213,0.00000000,0.18530687,0.00000000,0.01636526,0.00000000,0.06554951,0.00000000,0.10336527,0.00000000,0.07608884,0.00000000,0.27815744,0.00000000,,,0.02179129,0.00000000,0.11401913,0.00000000,0.01637974,0.00000000,0.06552524,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00268547,0.00818342,0.00195961,0.00647688,57983.04906558,40000.00000000,17983.04906558,0.44957623,0.11319140,0.12080929,1.22344569,0.09112055,1.73631791,1.77660986,-0.06371202,376,2014,0.19991934,2013,-0.00091719,1395887.08701901,195.78019999,4.56377925,0.00489450,0.04890196,0.00000000,0.21798286,0.00000000,0.00000000,0.00000000,0.06008589,0.00000000,0.09256949,0.00000000,0.07604128,0.00000000,0.31091882,0.00000000,,,0.02179419,0.00000000,0.10342820,0.00000000,0.00000000,0.00000000,0.06554750,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00452818,0.01087051,0.00228196,0.00459845,50792.21172061,40000.00000000,10792.21172061,0.26980529,0.08082905,0.07742963,0.78160131,0.10683755,1.09728826,0.46800779,-0.17270876,639,2017,0.22622097,2015,-0.01936996,49939.10274265,7.60326354,0.17256101,0.00019008,,,,,0.24863228,0.24540155,,,,,,,0.24807454,0.24557861,,,,,,,0.24936785,0.24762212,0.24939403,0.24744261
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00272078,0.00817787,0.00274938,0.00817845,51981.85412173,40000.00000000,11981.85412173,0.29954635,0.07497823,0.08498716,0.91207763,0.08313137,1.27382620,0.74314622,-0.10089297,,2017,0.13951688,2013,-0.00083930,1273338.09708924,110.55862795,4.45006770,0.00276397,,,0.27804046,0.00000000,,,,,0.19628635,0.00000000,,,,,0.52292381,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00333273,0.01120590,0.00333396,0.01120708,58377.87129095,40000.00000000,18377.87129095,0.45944678,0.12783394,0.12304346,1.04054177,0.12299664,1.46440622,0.97652677,-0.13090674,334,2017,0.21310750,2015,0.00996807,39770.47898550,2.78393353,0.12552873,0.00006960,,,,,,,,,,,,,,,0.99666604,0.98879292,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00312226,0.00927116,0.00213859,0.00649418,53574.54378997,40000.00000000,13574.54378997,0.33936359,0.09290951,0.09477416,1.06089517,0.08749336,1.48890389,1.07199636,-0.08666962,553,2014,0.15566633,2015,-0.02867444,1568455.30414270,223.75031539,5.26195985,0.00559376,0.04889290,0.00000000,0.22896376,0.00000000,0.03274403,0.00000000,0.08193037,0.00000000,0.10327372,0.00000000,0.07053744,0.00000000,0.21261376,0.00000000,,,0.02719666,0.00000000,0.09235854,0.00000000,0.01637706,0.00000000,0.08193341,0.00000000
