label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.assets,params.filter,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EFA.avg,exposure.EFA.min,exposure.SPY.avg,exposure.SPY.min,exposure.VEU.avg,exposure.VEU.min
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00665707,0.02817296,0.00667769,0.02817396,52367.51702274,39500.00000000,12867.51702274,0.32575992,0.07017883,0.09059320,0.47487036,0.17590659,0.64410916,0.21268869,-0.32996035,336,2021,0.24600497,2022,-0.16581778,531696.69153687,64.06110976,1.91756384,0.00162180,0.24954956,0.00000000,,,0.69382716,0.00000000,0.04994559,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00722386,0.02817296,0.00723349,0.02817396,53213.55663276,39500.00000000,13713.55663276,0.34717865,0.07693903,0.09579260,0.51173456,0.17538521,0.69500687,0.23317658,-0.32996035,336,2021,0.28256243,2022,-0.16597711,332619.50937499,27.99715202,1.17847608,0.00070879,0.26623406,0.00000000,0.06659173,0.00000000,0.65994072,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00669019,0.02817296,0.00670146,0.02817396,53949.85249666,39500.00000000,14449.85249666,0.36581905,0.08051820,0.10025572,0.52816722,0.17664235,0.71786600,0.24402385,-0.32996035,336,2021,0.28256243,2022,-0.16597711,399739.86786222,34.67179568,1.40682068,0.00087777,0.23297217,0.00000000,0.09987420,0.00000000,0.66045217,0.00000000,,
SPY60/AGG40,sens,sens_2020-01-02,2020-01-02,2024-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01002271,0.03745454,0.00797497,0.02947995,51621.97555886,39500.00000000,12121.97555886,0.30688546,0.08038998,0.08594654,0.65717097,0.13097024,0.90824833,0.37418847,-0.21483820,152,2023,0.17175132,2022,-0.15937038,43416.86071147,3.72406297,0.15279224,0.00009428,0.39776606,0.39198584,,,0.59220956,0.57052005,,
EW SPY/VEU/AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01100127,0.03341382,0.00812473,0.02146861,47916.15579295,39500.00000000,8416.15579295,0.21306724,0.05675499,0.06188175,0.48006178,0.13398962,0.65627958,0.24837024,-0.22850962,175,2023,0.15137693,2022,-0.15451212,42405.55704120,5.40152403,0.15471025,0.00013675,0.33127687,0.32482144,,,0.32553580,0.31186472,0.33218356,0.32914382
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00712050,0.02817296,0.00712733,0.02817396,54502.86357609,39500.00000000,15002.86357609,0.37981933,0.08309257,0.10357100,0.54513897,0.17498342,0.73975467,0.25182593,-0.32996035,336,2021,0.28256243,2022,-0.16597711,193594.50773577,16.12106961,0.67868210,0.00040813,0.26623406,0.00000000,,,0.72663861,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00677653,0.02817296,0.00679116,0.02817396,59366.89591837,39500.00000000,19866.89591837,0.50295939,0.12234722,0.13146617,0.66368552,0.20652101,0.92468742,0.37079370,-0.32996035,169,2021,0.24658066,2022,-0.18273966,412676.32642128,53.66299427,1.33928631,0.00135856,0.00000000,0.00000000,,,0.87666348,0.00000000,0.11654536,0.00000000
SPY benchmark,sens,sens_2020-01-02,2020-01-02,2024-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00756791,0.02817296,0.00756916,0.02817396,62942.45723914,39500.00000000,23442.45723914,0.59347993,0.14052691,0.15066638,0.74009610,0.20712538,1.03473838,0.42589028,-0.32996035,169,2021,0.28320657,2022,-0.18171509,38975.39934027,2.72827795,0.12181557,0.00006907,,,,,0.99243084,0.97182604,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00705653,0.02318656,0.00707583,0.02318741,56825.01200124,40000.00000000,16825.01200124,0.42062530,0.12226551,0.11429423,0.86668782,0.14586917,1.25270414,0.57233745,-0.21362487,863,2021,0.24647882,2022,-0.16603918,672548.74804935,83.35240635,2.20516755,0.00208381,0.22908274,0.00000000,,,0.69834101,0.00000000,0.06550042,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00599688,0.02318656,0.00602101,0.02318741,55890.13249407,40000.00000000,15890.13249407,0.39725331,0.11716636,0.10884031,0.83112266,0.14676495,1.19989587,0.50638413,-0.23137843,890,2021,0.24647882,2022,-0.16603918,780801.00502928,99.87827302,2.58746365,0.00249696,0.21271337,0.00000000,,,0.69939268,0.00000000,0.08187293,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00650025,0.02318656,0.00651115,0.02318741,56730.38411065,40000.00000000,16730.38411065,0.41825960,0.12434666,0.11374599,0.87767038,0.14622234,1.27016924,0.54735898,-0.22717569,884,2021,0.28236844,2022,-0.16589433,600482.71422131,50.75002537,1.95556773,0.00126875,0.22920898,0.00000000,0.09824804,0.00000000,0.66603183,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00674090,0.02318656,0.00675341,0.02318741,57420.55972914,40000.00000000,17420.55972914,0.43551399,0.12790298,0.11772527,0.89218444,0.14763093,1.29076865,0.59514552,-0.21491044,863,2021,0.28236844,2022,-0.16589433,667779.60379300,57.38841048,2.15810787,0.00143471,0.19649200,0.00000000,0.13100488,0.00000000,0.66574971,0.00000000,,
SPY60/AGG40,sens,sens_2020-07-01,2020-07-01,2025-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01015727,0.02755519,0.00847765,0.02529543,53047.52358849,40000.00000000,13047.52358849,0.32618809,0.09044528,0.09171913,0.84087978,0.11065277,1.21676307,0.43716436,-0.20689079,767,2023,0.17100927,2022,-0.15913585,45416.40472163,3.88246318,0.15820858,0.00009706,0.39818905,0.39394058,,,0.59165205,0.57470457,,
EW SPY/VEU/AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01352404,0.03254112,0.01007634,0.02658683,51826.46961079,40000.00000000,11826.46961079,0.29566174,0.08168057,0.08410007,0.76821349,0.11055527,1.12074430,0.36524232,-0.22363391,849,2023,0.15073780,2022,-0.15334411,45563.73576325,5.52068137,0.16271289,0.00013802,0.33105345,0.32382418,,,0.32329951,0.30674650,0.33212060,0.32954451
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00688247,0.02318656,0.00688648,0.02318741,58870.43985759,40000.00000000,18870.43985759,0.47176100,0.13415308,0.12594231,0.93526340,0.14660165,1.35704342,0.62932363,-0.21317026,807,2021,0.28236844,2022,-0.16589433,150148.90339837,12.37584469,0.48234251,0.00030940,0.22920898,0.00000000,,,0.76390454,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2020-07-01,2020-07-01,2025-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00621674,0.02318656,0.00623767,0.02318741,59985.19939230,40000.00000000,19985.19939230,0.49962998,0.13830211,0.13213373,0.83801363,0.17303301,1.20744883,0.56419214,-0.24513300,756,2021,0.24647882,2022,-0.18327796,704642.46274600,93.15369066,2.23015491,0.00232884,0.00000000,0.00000000,,,0.84640432,0.00000000,0.14735800,0.00000000
SPY benchmark,sens,sens_2020-07-01,2020-07-01,2025-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00824521,0.02318656,0.00824641,0.02318741,64287.92023148,40000.00000000,24287.92023148,0.60719801,0.16069996,0.15507680,0.94590227,0.17419918,1.37354599,0.66064309,-0.24324777,709,2021,0.28236844,2022,-0.18059348,39993.97353528,2.79957815,0.12127436,0.00006999,,,,,0.99175359,0.97681259,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00633339,0.03041091,0.00635747,0.03044485,56711.72618292,39500.00000000,17211.72618292,0.43573990,0.10445294,0.11661303,0.77658358,0.14102374,1.12374651,0.49128574,-0.21261139,863,2021,0.26188059,2022,-0.16507674,766535.00026589,97.30652236,2.64199559,0.00246346,0.23287044,0.00000000,,,0.66085612,0.00000000,0.09991597,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00780082,0.03041091,0.00782979,0.03044485,55841.63879089,39500.00000000,16341.63879089,0.41371237,0.09919112,0.11156741,0.74192965,0.14118870,1.07171507,0.43038993,-0.23046803,890,2021,0.26188059,2022,-0.16507674,850021.69148940,110.19073068,2.96735764,0.00278964,0.21623119,0.00000000,,,0.65941677,0.00000000,0.11652224,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00749218,0.03041091,0.00750607,0.03044485,56182.91186418,39500.00000000,16682.91186418,0.42235220,0.10484717,0.11355500,0.77727647,0.14143354,1.12673546,0.46216021,-0.22686325,884,2021,0.29776361,2022,-0.16532963,709518.80749953,60.09055915,2.44373645,0.00152128,0.23289529,0.00000000,0.13314948,0.00000000,0.62644916,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00727946,0.03041091,0.00729499,0.03044485,56802.19237184,39500.00000000,17302.19237184,0.43803019,0.10835905,0.11713355,0.79248635,0.14301972,1.14841773,0.50475373,-0.21467706,863,2021,0.29776361,2022,-0.16532963,766747.57020854,65.68209621,2.61789521,0.00166284,0.19958679,0.00000000,0.16652603,0.00000000,0.62659219,0.00000000,,
SPY60/AGG40,sens,sens_2021-01-04,2021-01-04,2025-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01102307,0.03032946,0.00912081,0.02531786,53263.68426266,39500.00000000,13763.68426266,0.34844770,0.08240887,0.09618105,0.78821782,0.10812966,1.14297090,0.39889965,-0.20659047,766,2023,0.17086887,2022,-0.15808312,43254.73225908,3.68834671,0.15330340,0.00009338,0.39789202,0.39339721,,,0.59108326,0.57468214,,
EW SPY/VEU/AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01349781,0.03424902,0.01016858,0.02421077,52314.56988702,39500.00000000,12814.56988702,0.32441949,0.07099086,0.09034264,0.69139202,0.10784897,1.00604922,0.32091947,-0.22121082,844,2025,0.18280172,2022,-0.15076951,46334.75966732,5.53056676,0.16961185,0.00014001,0.33091611,0.32643267,,,0.32339556,0.30912257,0.33218794,0.32976779
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00774900,0.03041091,0.00775312,0.03044485,58918.99210859,39500.00000000,19418.99210859,0.49162005,0.11797780,0.12910095,0.86234583,0.14117828,1.25260547,0.55564316,-0.21232656,807,2021,0.29776361,2022,-0.16532963,126143.05057511,10.35160848,0.42364992,0.00026207,0.23289529,0.00000000,,,0.75935159,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2021-01-04,2021-01-04,2025-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00873005,0.03041091,0.00875577,0.03044485,59644.42185027,39500.00000000,20144.42185027,0.50998536,0.12083106,0.13311167,0.76472303,0.16795819,1.10285328,0.50003770,-0.24164390,752,2021,0.26188059,2022,-0.18021523,804411.75789540,106.91256691,2.66101747,0.00270665,0.00000000,0.00000000,,,0.80814194,0.00000000,0.18310229,0.00000000
