label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.35000000,0.80000000,,0.00033338,0.00152203,0.00054382,0.00230480,1224461.17822976,97500.00000000,1126961.17822976,11.55857619,0.29415363,0.27902700,0.94893443,0.33044810,1.31803348,0.65607550,-0.44835331,754,2013,0.92466077,2022,-0.40448061,15780266.19368200,31560.53238736,1.62159936,0.32369777,0.33210853,0.19860326,,,0.66731712,0.18925559
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.35000000,0.80000000,QQQ<SMA200,0.01962212,0.38312439,0.01981993,0.38312575,1106545.27004122,97500.00000000,1009045.27004122,10.34918226,0.28268465,0.26827614,0.93784703,0.32184905,1.29833645,0.75837406,-0.37275095,753,2013,0.92471029,2022,-0.30076118,13601948.53699450,27203.89707399,1.51888524,0.27901433,0.35141870,0.19860326,,,0.64802370,0.09947320
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.40000000,0.60000000,,0.00024511,0.00150943,0.00033344,0.00167183,1036807.15296773,97500.00000000,939307.15296773,9.63391952,0.27188443,0.26137082,1.00900641,0.27724616,1.42086158,0.61725013,-0.44047692,568,2023,0.83845413,2022,-0.40468776,6116435.67295150,12232.87134590,0.70689453,0.12546535,0.43531506,0.39832817,,,0.56432572,0.21632809
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.40000000,0.60000000,QQQ<SMA200,0.02119581,0.43301325,0.02126689,0.43301477,952135.38572189,97500.00000000,854635.38572189,8.76549114,0.26212574,0.25233907,1.02148431,0.26237915,1.43250267,0.77719131,-0.33727313,563,2013,0.62102447,2022,-0.28077855,4761778.78860400,9523.55757721,0.58954354,0.09767751,0.45633870,0.39832817,,,0.54335047,0.11852689
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.40000000,0.70000000,,0.00025661,0.00159241,0.00037623,0.00210946,1399782.74745266,97500.00000000,1302282.74745266,13.35674613,0.30573733,0.29325792,1.00642476,0.31554960,1.41027892,0.65985268,-0.46334180,725,2023,0.92782002,2022,-0.42613367,10269402.48878850,20538.80497758,0.95505260,0.21065441,0.36126944,0.29854119,,,0.63832890,0.21631965
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.40000000,0.70000000,QQQ<SMA200,0.02162604,0.43261456,0.02172934,0.43261584,1265195.32664413,97500.00000000,1167695.32664413,11.97636232,0.29425612,0.28250458,1.00777566,0.30227941,1.40622964,0.79421129,-0.37050105,605,2013,0.78391466,2022,-0.30697274,8291098.08347150,16582.19616694,0.83928114,0.17007381,0.38267799,0.29854119,,,0.61695100,0.11892582
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.40000000,0.80000000,,0.00029017,0.00158805,0.00045830,0.00226491,1637231.96350797,97500.00000000,1539731.96350797,15.79212270,0.32429953,0.30996432,0.97872838,0.35130266,1.36456353,0.66306863,-0.48908894,753,2023,0.95277468,2022,-0.44762225,16537183.81156600,33074.36762313,1.37270254,0.33922428,0.29812180,0.19839763,,,0.70139396,0.21633205
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.75000000,0.40000000,0.80000000,QQQ<SMA200,0.02173055,0.43238132,0.02188343,0.43238243,1475336.59829641,97500.00000000,1377836.59829641,14.13165742,0.31237693,0.29885721,0.97430985,0.33936726,1.35301242,0.77291165,-0.40415606,752,2013,0.94415236,2022,-0.33306139,13891352.82473650,27782.70564947,1.26028932,0.28495083,0.31958834,0.19839763,,,0.67995018,0.11915922
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.25000000,0.60000000,,0.00029888,0.00148630,0.00043882,0.00182274,551514.19846265,97500.00000000,454014.19846265,4.65655588,0.20755303,0.19443545,0.94114118,0.22888576,1.30884344,0.74634252,-0.27809353,533,2013,0.58014585,2022,-0.24106849,6699026.96217650,13398.05392435,1.17100712,0.13741594,0.51111572,0.39829388,,,0.48840500,0.12427920
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.25000000,0.60000000,QQQ<SMA200,0.01366603,0.27147534,0.01380155,0.27147729,513628.46941304,97500.00000000,416128.46941304,4.26798430,0.19915363,0.18686287,0.91989283,0.22580095,1.27622301,0.78819062,-0.25267191,355,2013,0.58009212,2022,-0.16319333,5824990.59246750,11649.98118494,1.08603439,0.11948699,0.52452545,0.39829388,,,0.47502097,0.06859784
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.25000000,0.70000000,,0.00036889,0.00190926,0.00057682,0.00230764,579338.62654549,97500.00000000,481838.62654549,4.94193463,0.21286161,0.19966668,0.90015607,0.24981790,1.24691963,0.75062871,-0.28357776,573,2017,0.64558179,2022,-0.24105455,9027084.12727050,18054.16825454,1.55336023,0.18517096,0.47426639,0.29837198,,,0.52511039,0.12429284
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.25000000,0.70000000,QQQ<SMA200,0.01385829,0.27144213,0.01406114,0.27144415,540157.21971194,97500.00000000,442657.21971194,4.54007405,0.20450858,0.19222257,0.87980568,0.24689278,1.21627414,0.79663043,-0.25671701,355,2017,0.64554788,2022,-0.16324717,8012783.92815300,16025.56785631,1.46898425,0.16436480,0.48775413,0.29837198,,,0.51162951,0.06863098
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.25000000,0.80000000,,0.00042651,0.00142524,0.00069911,0.00217968,611596.12317037,97500.00000000,514096.12317037,5.27278075,0.21894618,0.20542089,0.87835604,0.26676325,1.21609721,0.74275969,-0.29477392,474,2017,0.73679421,2022,-0.24102881,11208042.59956300,22416.08519913,1.86984338,0.22990857,0.44638695,0.19888287,,,0.55286110,0.12429797
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.25000000,0.80000000,QQQ<SMA200,0.01391188,0.27140477,0.01417924,0.27140666,570057.07589343,97500.00000000,472557.07589343,4.84673924,0.21055441,0.19795061,0.85847778,0.26402186,1.18647702,0.75291523,-0.27965221,575,2017,0.73682807,2022,-0.16326502,10038772.20969550,20077.54441939,1.78484842,0.20592353,0.45987020,0.19888287,,,0.53938046,0.06866847
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.30000000,0.60000000,,0.00025597,0.00179419,0.00037085,0.00228372,758302.53509288,97500.00000000,660802.53509288,6.77746190,0.24053287,0.22822070,0.99094769,0.24971661,1.38323838,0.69227593,-0.34745230,562,2013,0.60712335,2022,-0.31234821,6929664.22647100,13859.32845294,0.97947753,0.14214696,0.47346735,0.39881067,,,0.52613398,0.14914901
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.01594680,0.32176792,0.01605106,0.32176969,694564.92303962,97500.00000000,597064.92303962,6.12374280,0.23039695,0.21891545,0.97573499,0.24364301,1.35765087,0.81072380,-0.28418674,562,2013,0.60710291,2022,-0.22484819,5731052.58938100,11462.10517876,0.87944992,0.11756005,0.48916001,0.39881067,,,0.51044496,0.08632046
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.30000000,0.70000000,,0.00031307,0.00130937,0.00048254,0.00188273,842130.63983023,97500.00000000,744630.63983023,7.63723733,0.25341810,0.23932998,0.95692538,0.27702219,1.33008265,0.71426212,-0.35479707,605,2013,0.75299842,2022,-0.31445101,10216805.23855650,20433.61047711,1.34421946,0.20957549,0.42215720,0.29865986,,,0.57732685,0.14914440
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.30000000,0.70000000,QQQ<SMA200,0.01576388,0.32161399,0.01592543,0.32161555,778935.55378018,97500.00000000,681435.55378018,6.98908260,0.24421541,0.23106525,0.94328734,0.27162270,1.30780735,0.83538205,-0.29233978,605,2013,0.75295884,2022,-0.22738114,8794174.94014050,17588.34988028,1.24530799,0.18039333,0.43764595,0.29865986,,,0.56186317,0.08647460
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.30000000,0.80000000,,0.00036655,0.00160614,0.00060383,0.00219776,877624.07239342,97500.00000000,780124.07239342,8.00127254,0.25809958,0.24370392,0.91815419,0.30016061,1.27150499,0.71377696,-0.36159696,606,2013,0.81073449,2022,-0.31445092,13332230.45319050,26664.46090638,1.74078755,0.27348165,0.38217948,0.19880698,,,0.61717634,0.14915296
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.01615291,0.32163545,0.01638371,0.32163701,811982.77850380,97500.00000000,714482.77850380,7.32802850,0.24879561,0.23546758,0.90389473,0.29494176,1.24893446,0.77401748,-0.32143410,578,2013,0.81079154,2022,-0.22735965,11689047.84835700,23378.09569671,1.64228667,0.23977534,0.39797290,0.19880698,,,0.60139346,0.08645314
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.35000000,0.60000000,,0.00023059,0.00189889,0.00032137,0.00229432,948311.20156070,97500.00000000,850811.20156070,8.72626873,0.26328644,0.25191254,1.01814118,0.26475477,1.42956447,0.67048862,-0.39267846,563,2023,0.75038484,2022,-0.35791826,6483791.42723400,12967.58285447,0.78958436,0.13300085,0.44945705,0.39846148,,,0.55018918,0.17402183
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.35000000,0.60000000,QQQ<SMA200,0.01807375,0.37049790,0.01815141,0.37049950,864878.41388180,97500.00000000,767378.41388180,7.87054783,0.25252349,0.24215391,1.01285778,0.25521909,1.41705325,0.79303500,-0.31842666,563,2013,0.62098383,2022,-0.25934746,5075257.82191400,10150.51564383,0.67545382,0.10410785,0.46731312,0.39846148,,,0.53234883,0.10560568
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.35000000,0.70000000,,0.00027889,0.00114369,0.00041286,0.00155644,1134954.83529676,97500.00000000,1037454.83529676,10.64056241,0.28437942,0.27096643,0.98953422,0.29910432,1.37984008,0.67978777,-0.41833559,606,2013,0.77286679,2022,-0.38103804,10628428.18331600,21256.85636663,1.14145779,0.21801904,0.38573655,0.29875568,,,0.61382139,0.17400811
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.35000000,0.70000000,QQQ<SMA200,0.01790684,0.37020501,0.01802795,0.37020644,1037572.36939779,97500.00000000,940072.36939779,9.64176789,0.27389014,0.26144906,0.98129080,0.29071867,1.36399223,0.78518140,-0.34882404,606,2013,0.77275827,2022,-0.28627310,8806663.83764050,17613.32767528,1.03186281,0.18064951,0.40343141,0.29875568,,,0.59616503,0.10589874
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.35000000,0.80000000,,0.00032218,0.00125890,0.00051166,0.00181343,1255908.83875775,97500.00000000,1158408.83875775,11.88111629,0.29685755,0.28172159,0.96001241,0.32794719,1.33421375,0.69574924,-0.42667320,753,2013,0.93210797,2022,-0.38337836,15298024.61330700,30596.04922661,1.53062407,0.31380563,0.33359507,0.19859812,,,0.66585627,0.17401003
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.01771054,0.37006274,0.01788786,0.37006406,1157106.68133644,97500.00000000,1059606.68133644,10.86776083,0.28713367,0.27301832,0.95140408,0.32041691,1.31880005,0.80163988,-0.35818287,752,2013,0.93205254,2022,-0.28904247,13109426.38295700,26218.85276591,1.42094971,0.26891131,0.35102229,0.19859812,,,0.64845247,0.10604112
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.40000000,0.60000000,,0.00023708,0.00150943,0.00031984,0.00167183,1037964.25261320,97500.00000000,940464.25261320,9.64578721,0.27223125,0.26148911,1.00959819,0.27739832,1.42145054,0.62382995,-0.43638696,568,2023,0.83596495,2022,-0.40218475,5964049.42719800,11928.09885440,0.68646772,0.12233948,0.43474708,0.39832817,,,0.56490603,0.19886013
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.40000000,0.60000000,QQQ<SMA200,0.01952703,0.41741699,0.01959604,0.41741852,960327.41160928,97500.00000000,862827.41160928,8.84951191,0.26287830,0.25324708,1.01831388,0.26427214,1.42877810,0.75541943,-0.34798986,567,2013,0.62102588,2022,-0.29378996,4539156.70897800,9078.31341796,0.56442173,0.09311091,0.45408738,0.39832817,,,0.54559974,0.12670168
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.40000000,0.70000000,,0.00024686,0.00142996,0.00036033,0.00184598,1418836.68638801,97500.00000000,1321336.68638801,13.55217114,0.30739774,0.29469749,1.01074036,0.31542487,1.41666401,0.66966857,-0.45902966,606,2023,0.93263420,2022,-0.42371226,9862031.06887750,19724.06213775,0.90706566,0.20229807,0.36090565,0.29854119,,,0.63870981,0.19886776
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.40000000,0.70000000,QQQ<SMA200,0.01996509,0.41697696,0.02006534,0.41697820,1290845.99684138,97500.00000000,1193345.99684138,12.23944612,0.29625647,0.28463827,1.00969452,0.30364765,1.41002586,0.77909644,-0.38025648,605,2013,0.79057155,2022,-0.31954279,7794785.30931900,15589.57061864,0.78737194,0.15989303,0.38066734,0.29854119,,,0.61897633,0.12714201
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.40000000,0.80000000,,0.00026877,0.00157231,0.00042739,0.00220107,1663744.56203417,97500.00000000,1566244.56203417,16.06404679,0.32635900,0.31168009,0.98418177,0.35074505,1.37198140,0.67296566,-0.48495639,753,2013,0.95260543,2022,-0.44526743,15840238.22887050,31680.47645774,1.30305692,0.32492796,0.29804056,0.19839763,,,0.70150690,0.19887843
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.80000000,0.40000000,0.80000000,QQQ<SMA200,0.01971571,0.41671501,0.01985997,0.41671618,1523997.36116412,97500.00000000,1426497.36116412,14.63074217,0.31591366,0.30231637,0.98047097,0.34031702,1.36251566,0.76908320,-0.41076656,753,2013,0.95269441,2022,-0.34517583,13227224.27789200,26454.44855578,1.18810937,0.27132768,0.31747205,0.19839763,,,0.68207796,0.12740402
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.85000000,0.25000000,0.60000000,,0.00029981,0.00178270,0.00042740,0.00195448,545880.12625186,97500.00000000,448380.12625186,4.59877053,0.20641573,0.19334353,0.94179055,0.22734597,1.31077023,0.78527815,-0.26285684,530,2013,0.57004866,2022,-0.22634917,6085741.12213800,12171.48224428,1.06853807,0.12483572,0.51301326,0.39816235,,,0.48652109,0.11473912
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,20.00000000,0.03000000,0.85000000,0.25000000,0.60000000,QQQ<SMA200,0.01243536,0.26069656,0.01256010,0.26069863,505771.57668912,97500.00000000,408271.57668912,4.18740079,0.19769135,0.18522111,0.91798825,0.22464732,1.27495722,0.78768193,-0.25097866,355,2013,0.57003074,2022,-0.15927917,5333744.66370150,10667.48932740,1.00219478,0.10941015,0.52514552,0.39816235,,,0.47438630,0.07375020
