label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min
ROT SPY top1 1-3-6-12U can TIP/1 fb IEF,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,IEF,0.00234708,0.00730725,0.00236492,0.00739090,56120.70498293,40000.00000000,16120.70498293,0.40301762,0.10522218,0.10996818,1.24838238,0.08296753,1.80441262,1.30946003,-0.08035540,394,2017,0.15710351,2018,0.01348341,889054.85152195,75.39355808,2.98929116,0.00188484,,,0.45827488,0.00000000,0.53936020,0.00000000
ROT SPY top1 1-3-6-12U fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,best(BIL+IEF),0.00293204,0.00832314,0.00293876,0.00832416,58114.99079710,40000.00000000,18114.99079710,0.45287477,0.12861018,0.12143828,1.15117115,0.11050276,1.62902299,0.81270149,-0.15825021,615,2013,0.28753949,2015,-0.03669266,296272.52783793,24.64629472,0.95629990,0.00061616,0.00000000,0.00000000,0.06548236,0.00000000,0.93157888,0.00000000
ROT SPY top1 1-3-6-12U fb IEF,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,IEF,0.00293204,0.00832314,0.00293876,0.00832416,58114.99079710,40000.00000000,18114.99079710,0.45287477,0.12861018,0.12143828,1.15117115,0.11050276,1.62902299,0.81270149,-0.15825021,615,2013,0.28753949,2015,-0.03669266,296272.52783793,24.64629472,0.95629990,0.00061616,,,0.06548236,0.00000000,0.93157888,0.00000000
ROT SPY top1 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,best(BIL+IEF),0.00242069,0.00750627,0.00246051,0.00758965,53349.95260562,40000.00000000,13349.95260562,0.33374882,0.09745238,0.09338709,1.34000100,0.07135649,1.94058436,1.74910533,-0.05571556,30,2013,0.15040762,2018,0.01350784,1513846.68980206,134.05513788,5.11897716,0.00335138,0.27804681,0.00000000,0.21283971,0.00000000,0.50665296,0.00000000
ROT SPY top1 13612W can TIP/1 fb IEF,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,IEF,0.00284007,0.01001014,0.00286864,0.01001120,53772.52911345,40000.00000000,13772.52911345,0.34431323,0.10153237,0.09596704,1.26957802,0.07867323,1.81461472,1.24617619,-0.08147513,290,2014,0.15378287,2018,0.01352325,1161165.99710751,98.56516852,3.85431298,0.00246413,,,0.49077492,0.00000000,0.50635644,0.00000000
ROT SPY top1 13612W fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,best(BIL+IEF),0.00294907,0.00832314,0.00296675,0.00832416,51758.69765980,40000.00000000,11758.69765980,0.29396744,0.08845613,0.08349761,0.84346211,0.10742287,1.17704576,0.40154526,-0.22028930,1008,2013,0.28753949,2015,-0.13061350,704854.05119924,59.44337855,2.49135691,0.00148608,0.03276460,0.00000000,0.09822633,0.00000000,0.86604232,0.00000000
ROT SPY top1 13612W fb IEF,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,IEF,0.00293295,0.00832314,0.00295063,0.00832416,50423.18162646,40000.00000000,10423.18162646,0.26057954,0.08248357,0.07497526,0.78767849,0.10813596,1.09643440,0.39591349,-0.20833735,1058,2013,0.28753949,2015,-0.11744566,707361.84096468,59.65912323,2.51464026,0.00149148,,,0.13097810,0.00000000,0.86607127,0.00000000
ROT SPY top1 12M can TIP/1 fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,best(BIL+IEF),0.00222963,0.00646808,0.00224359,0.00646858,54876.20663290,40000.00000000,14876.20663290,0.37190517,0.09981807,0.10261720,1.21413343,0.08114275,1.77238285,1.36138210,-0.07332113,43,2016,0.15461828,2018,0.01349060,673057.44953814,57.59640066,2.27177250,0.00143991,0.26175849,0.00000000,0.18006070,0.00000000,0.55593722,0.00000000
ROT SPY top1 12M can TIP/1 fb IEF,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,IEF,0.00227155,0.00600291,0.00228391,0.00600339,55751.03583497,40000.00000000,15751.03583497,0.39377590,0.10310058,0.10780057,1.18427173,0.08605496,1.71224044,1.28305729,-0.08035540,461,2016,0.15469444,2018,0.01351353,642462.22885270,54.42066304,2.15477824,0.00136052,,,0.44193058,0.00000000,0.55578551,0.00000000
ROT SPY top1 12M fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,best(BIL+IEF),0.00294682,0.00832314,0.00295354,0.00832416,56423.23486058,40000.00000000,16423.23486058,0.41058087,0.11914870,0.11173226,1.04653927,0.11385841,1.47177690,0.61744582,-0.19297029,650,2013,0.28753949,2015,-0.07627097,288162.29301827,23.93987682,0.94969139,0.00059850,0.00000000,0.00000000,0.04911025,0.00000000,0.94793621,0.00000000
ROT SPY top1 12M fb IEF,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,IEF,0.00294682,0.00832314,0.00295354,0.00832416,56423.23486058,40000.00000000,16423.23486058,0.41058087,0.11914870,0.11173226,1.04653927,0.11385841,1.47177690,0.61744582,-0.19297029,650,2013,0.28753949,2015,-0.07627097,288162.29301827,23.93987682,0.94969139,0.00059850,,,0.04911025,0.00000000,0.94793621,0.00000000
SPY60/IEF40,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00474729,0.01658358,0.00358176,0.01059376,53252.25995468,40000.00000000,13252.25995468,0.33130650,0.09558513,0.09278794,1.41392519,0.06616602,2.05703196,1.38829063,-0.06885095,221,2013,0.14027687,2018,0.00716449,44579.26613785,3.79508875,0.15043896,0.00009488,,,0.39853921,0.39400861,0.59671188,0.58940624
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,,,0.99712797,0.99167584
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,best(BIL+IEF),0.00272078,0.00817787,0.00274938,0.00817845,51981.85412173,40000.00000000,11981.85412173,0.29954635,0.07497823,0.08498716,0.91207763,0.08313137,1.27382620,0.74314622,-0.10089297,,2017,0.13951688,2013,-0.00083930,1273338.09708924,110.55862795,4.45006770,0.00276397,0.27804046,0.00000000,0.19628635,0.00000000,0.52292381,0.00000000
ROT SPY top1 1-3-6-12U can TIP/1 fb IEF,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,IEF,0.00293136,0.00773592,0.00295359,0.00773647,54807.00224688,40000.00000000,14807.00224688,0.37017506,0.09254450,0.10230565,1.05140364,0.08793806,1.47173206,0.91961347,-0.10063413,137,2017,0.15717316,2013,-0.02162890,1168739.57738176,99.48413514,3.95950976,0.00248710,,,0.47443167,0.00000000,0.52261474,0.00000000
ROT SPY top1 1-3-6-12U fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,best(BIL+IEF),0.00312179,0.01120590,0.00312851,0.01120708,54610.09644865,40000.00000000,14610.09644865,0.36525241,0.10620802,0.10112591,0.92822740,0.11611244,1.29198896,0.67167695,-0.15812367,615,2017,0.21318426,2015,-0.03613554,254056.55410719,21.05897053,0.84436446,0.00052647,0.00000000,0.00000000,0.06544101,0.00000000,0.93143048,0.00000000
ROT SPY top1 1-3-6-12U fb IEF,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,IEF,0.00312179,0.01120590,0.00312851,0.01120708,54610.09644865,40000.00000000,14610.09644865,0.36525241,0.10620802,0.10112591,0.92822740,0.11611244,1.29198896,0.67167695,-0.15812367,615,2017,0.21318426,2015,-0.03613554,254056.55410719,21.05897053,0.84436446,0.00052647,,,0.06544101,0.00000000,0.93143048,0.00000000
ROT SPY top1 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,best(BIL+IEF),0.00238679,0.00815227,0.00242547,0.00823503,52679.26688201,40000.00000000,12679.26688201,0.31698167,0.08522422,0.08934267,1.23230138,0.06831847,1.78656396,1.53018927,-0.05569522,30,2017,0.14149672,2015,0.02664682,1412139.88545093,124.71431870,4.88003806,0.00311786,0.31088437,0.00000000,0.21258175,0.00000000,0.47410841,0.00000000
ROT SPY top1 13612W can TIP/1 fb IEF,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,IEF,0.00264075,0.00819464,0.00266826,0.00827743,52977.94782658,40000.00000000,12977.94782658,0.32444870,0.09151230,0.09119153,1.19281602,0.07588604,1.71407607,1.12359282,-0.08144614,290,2014,0.15387511,2013,0.01542574,1132677.52282223,96.45388588,3.82543311,0.00241135,,,0.52341059,0.00000000,0.47392115,0.00000000
ROT SPY top1 13612W fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,best(BIL+IEF),0.00336356,0.01120590,0.00338396,0.01120708,49150.41755770,40000.00000000,9150.41755770,0.22876044,0.06590912,0.06672197,0.63120739,0.11097526,0.86859032,0.30003676,-0.21967015,1008,2017,0.21288283,2015,-0.13033108,774062.86467401,65.34443953,2.82582192,0.00163361,0.04908372,0.00000000,0.09825459,0.00000000,0.84927774,0.00000000
ROT SPY top1 13612W fb IEF,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,IEF,0.00344552,0.01120590,0.00346593,0.01120708,47293.33003163,40000.00000000,7293.33003163,0.18233325,0.05691787,0.05419611,0.55142794,0.11182745,0.75690398,0.27348752,-0.20811873,1058,2017,0.21283878,2015,-0.11737679,770541.73608573,65.05001792,2.84464050,0.00162625,,,0.14740976,0.00000000,0.84912431,0.00000000
ROT SPY top1 12M can TIP/1 fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,best(BIL+IEF),0.00301347,0.00763554,0.00303184,0.00763660,52339.60521225,40000.00000000,12339.60521225,0.30849013,0.07731338,0.08722818,0.90581719,0.08641030,1.26964267,0.76793930,-0.10067642,,2016,0.15457270,2013,-0.00083930,961233.80205154,82.27466330,3.31915817,0.00205687,0.27798780,0.00000000,0.18002681,0.00000000,0.53895354,0.00000000
ROT SPY top1 12M can TIP/1 fb IEF,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,IEF,0.00292724,0.00770492,0.00294403,0.00770549,54482.74681744,40000.00000000,14482.74681744,0.36206867,0.09046150,0.10036080,0.99996387,0.09080760,1.40288888,0.89772249,-0.10076777,137,2016,0.15453223,2013,-0.02162890,957674.87555972,81.50791944,3.23806958,0.00203770,,,0.45790841,0.00000000,0.53914756,0.00000000
ROT SPY top1 12M fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,best(BIL+IEF),0.00351129,0.01120590,0.00351801,0.01120708,53188.81702579,40000.00000000,13188.81702579,0.32972043,0.09691525,0.09249097,0.83621451,0.11923023,1.15852809,0.50294702,-0.19269476,650,2017,0.21310842,2015,-0.07567696,247407.36527831,20.47869337,0.84101527,0.00051197,0.00000000,0.00000000,0.04907719,0.00000000,0.94740481,0.00000000
ROT SPY top1 12M fb IEF,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,IEF,0.00351129,0.01120590,0.00351801,0.01120708,53188.81702579,40000.00000000,13188.81702579,0.32972043,0.09691525,0.09249097,0.83621451,0.11923023,1.15852809,0.50294702,-0.19269476,650,2017,0.21310842,2015,-0.07567696,247407.36527831,20.47869337,0.84101527,0.00051197,,,0.04907719,0.00000000,0.94740481,0.00000000
