label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min
SPY60/IEF40,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00538986,0.01528780,0.00398950,0.01175099,50873.30464229,40000.00000000,10873.30464229,0.27183262,0.08363872,0.07795004,1.20030268,0.06895609,1.71958366,1.20688068,-0.06930156,221,2017,0.13329020,2018,0.00623368,45038.59030228,3.81798275,0.15348176,0.00009545,,,0.39821892,0.39465551,0.59638960,0.58824901
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00333273,0.01120590,0.00333396,0.01120708,58377.87129095,40000.00000000,18377.87129095,0.45944678,0.12783394,0.12304346,1.04054177,0.12299664,1.46440622,0.97652677,-0.13090674,334,2017,0.21310750,2015,0.00996807,39770.47898550,2.78393353,0.12552873,0.00006960,,,,,0.99666604,0.98879292
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,best(BIL+IEF),0.00258422,0.01002463,0.00261567,0.01002535,55133.54642202,40000.00000000,15133.54642202,0.37833866,0.09420849,0.10416460,1.10746741,0.08467172,1.56002718,0.93600916,-0.10064911,180,2017,0.13919092,2019,0.01006669,1348917.72749518,118.19165573,4.56597377,0.00295479,0.22911496,0.00000000,0.21255159,0.00000000,0.55571778,0.00000000
ROT SPY top1 1-3-6-12U can TIP/1 fb IEF,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,IEF,0.00289019,0.00878554,0.00291368,0.00886863,60023.87162497,40000.00000000,20023.87162497,0.50059679,0.12343947,0.13209921,1.37726975,0.08743534,1.95054501,1.22360911,-0.10088146,137,2018,0.17045903,2019,0.01006246,1167320.19339147,99.32409678,3.79075852,0.00248310,,,0.44170963,0.00000000,0.55537669,0.00000000
ROT SPY top1 1-3-6-12U fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,best(BIL+IEF),0.00361210,0.01291590,0.00362298,0.01291736,47017.42158274,40000.00000000,7017.42158274,0.17543554,0.06006340,0.05224921,0.53795003,0.12259335,0.73357754,0.28911389,-0.20774996,,2017,0.21286904,2018,-0.06412004,504704.00326105,42.40425096,1.74014415,0.00106011,0.01639003,0.00000000,0.08184185,0.00000000,0.89814514,0.00000000
ROT SPY top1 1-3-6-12U fb IEF,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,IEF,0.00364508,0.01291590,0.00365595,0.01291736,47545.45221321,40000.00000000,7545.45221321,0.18863631,0.06248329,0.05587418,0.55640248,0.12264398,0.75882912,0.31462848,-0.19859389,,2017,0.21286904,2018,-0.05339301,506661.62975899,42.57140201,1.74624250,0.00106429,,,0.09822020,0.00000000,0.89812385,0.00000000
ROT SPY top1 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,best(BIL+IEF),0.00252746,0.01126673,0.00256749,0.01134891,54993.86616448,40000.00000000,14993.86616448,0.37484665,0.09572519,0.10333341,1.39527435,0.06724772,2.02626730,1.72110069,-0.05561859,30,2018,0.14527953,2019,0.01007564,1563145.06704262,138.06195278,5.34058604,0.00345155,0.29461201,0.00000000,0.22903551,0.00000000,0.47378499,0.00000000
ROT SPY top1 13612W can TIP/1 fb IEF,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,IEF,0.00291757,0.01196590,0.00294643,0.01196718,56215.75012588,40000.00000000,16215.75012588,0.40539375,0.10904103,0.11053889,1.45476715,0.07309842,2.10504169,1.33784293,-0.08150511,290,2018,0.15585495,2019,0.01006649,1255259.23009901,106.86853639,4.17880878,0.00267171,,,0.52361194,0.00000000,0.47344163,0.00000000
ROT SPY top1 13612W fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,best(BIL+IEF),0.00371052,0.00967239,0.00373498,0.00967309,43004.16788970,40000.00000000,3004.16788970,0.07510420,0.02143597,0.02336266,0.23928828,0.11784337,0.32241319,0.09764237,-0.21953551,1008,2017,0.21269953,2015,-0.13035170,909194.75401967,76.86211646,3.43369681,0.00192155,0.06548538,0.00000000,0.11450857,0.00000000,0.81627107,0.00000000
ROT SPY top1 13612W fb IEF,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,IEF,0.00403072,0.00967239,0.00405519,0.00967309,41975.81958514,40000.00000000,1975.81958514,0.04939549,0.01516437,0.01554693,0.18646362,0.11867700,0.25078865,0.07276871,-0.20839132,1058,2017,0.21291193,2015,-0.11754962,898068.54344192,75.90995243,3.44759801,0.00189775,,,0.17990938,0.00000000,0.81603544,0.00000000
ROT SPY top1 12M can TIP/1 fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,best(BIL+IEF),0.00306894,0.00949342,0.00308860,0.00949410,54961.15151832,40000.00000000,14961.15151832,0.37402879,0.09459401,0.10313845,1.07426326,0.08787442,1.51622191,0.93668827,-0.10098772,180,2016,0.15453915,2019,0.00021870,974272.52318137,83.25059832,3.25821468,0.00208126,0.24547784,0.00000000,0.17985078,0.00000000,0.57158278,0.00000000
ROT SPY top1 12M can TIP/1 fb IEF,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,IEF,0.00303505,0.01127968,0.00305312,0.01136227,59699.59975215,40000.00000000,19699.59975215,0.49248999,0.12127622,0.13031331,1.31528063,0.09027999,1.86566867,1.20121018,-0.10096170,137,2018,0.17052796,2019,0.01007141,981215.04567643,83.49118487,3.18241546,0.00208728,,,0.42532679,0.00000000,0.57162009,0.00000000
ROT SPY top1 12M fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,best(BIL+IEF),0.00363458,0.01291590,0.00364269,0.01291736,46261.42727093,40000.00000000,6261.42727093,0.15653568,0.05263024,0.04699159,0.46584516,0.12785378,0.63510202,0.27056900,-0.19451688,,2017,0.21284495,2015,-0.07620656,300436.41183469,25.00134821,1.05913385,0.00062503,0.01638669,0.00000000,0.04907929,0.00000000,0.93089133,0.00000000
ROT SPY top1 12M fb IEF,sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,,IEF,0.00363391,0.01291590,0.00364203,0.01291736,46717.28488844,40000.00000000,6717.28488844,0.16793212,0.05469691,0.05017154,0.48107598,0.12790298,0.65611917,0.28119362,-0.19451688,,2017,0.21284495,2015,-0.07620656,300438.29472427,25.00153650,1.05912393,0.00062504,,,0.06546664,0.00000000,0.93089133,0.00000000
SPY60/IEF40,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00497394,0.01308557,0.00359609,0.01183673,46641.89645486,40000.00000000,6641.89645486,0.16604741,0.05964048,0.04964769,0.83208315,0.07292596,1.16482611,0.56034684,-0.10643495,,2017,0.13352143,2018,-0.02258526,46966.59779532,3.97086848,0.16308757,0.00009927,,,0.39829130,0.39253346,0.59673312,0.58816327
SPY benchmark,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00365583,0.01291590,0.00365709,0.01291736,49038.74707454,40000.00000000,9038.74707454,0.22596868,0.07717736,0.06592361,0.63076599,0.13185498,0.86984000,0.39713771,-0.19433399,,2017,0.21301839,2018,-0.04830958,39846.10862632,2.78922760,0.13007717,0.00006973,,,,,0.99634291,0.98708264
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,best(BIL+IEF),0.00352236,0.01525139,0.00355313,0.01525306,55615.89860864,40000.00000000,15615.89860864,0.39039747,0.09889233,0.10712051,1.10813717,0.08880699,1.55269297,0.98198842,-0.10070621,180,2017,0.13915963,2015,0.01335178,1444534.90395820,124.99958251,4.81027139,0.00312499,0.18011122,0.00000000,0.19629310,0.00000000,0.62004256,0.00000000
ROT SPY top1 1-3-6-12U can TIP/1 fb IEF,sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,TIP/1,IEF,0.00375757,0.01525139,0.00378353,0.01525306,59271.64058794,40000.00000000,19271.64058794,0.48179101,0.11655118,0.12806091,1.26104369,0.09084980,1.77172985,1.15384067,-0.10101151,137,2018,0.17037665,2015,0.02887004,1323010.16931934,112.22278549,4.28651354,0.00280557,,,0.37638442,0.00000000,0.61983205,0.00000000
ROT SPY top1 1-3-6-12U fb best(BIL+IEF),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,best(BIL+IEF),0.00434224,0.01525139,0.00435723,0.01525306,47208.24441836,40000.00000000,7208.24441836,0.18020611,0.05215850,0.05361619,0.47936628,0.12170941,0.65348937,0.25108262,-0.20773440,,2017,0.21297445,2018,-0.06449749,704813.20034622,59.42486887,2.50480386,0.00148562,0.01638718,0.00000000,0.09816196,0.00000000,0.88109363,0.00000000
ROT SPY top1 1-3-6-12U fb IEF,sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,,IEF,0.00430871,0.01525139,0.00432370,0.01525306,47698.72220234,40000.00000000,7698.72220234,0.19246806,0.05453999,0.05697494,0.49775508,0.12178017,0.67863890,0.27441601,-0.19874931,,2017,0.21297445,2018,-0.05389389,709531.97214005,59.82220274,2.51644185,0.00149556,,,0.11452199,0.00000000,0.88115431,0.00000000
ROT SPY top1 13612W can TIP/1 fb best(BIL+IEF),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,best(BIL+IEF),0.00337124,0.01525139,0.00340950,0.01525306,54848.42436050,40000.00000000,14848.42436050,0.37121061,0.09088906,0.10256247,1.26610857,0.07080311,1.80419764,1.41647802,-0.06416553,,2018,0.14544535,2014,0.02552951,1576184.45073252,137.77850212,5.39152992,0.00344446,0.27821520,0.00000000,0.21257669,0.00000000,0.50579862,0.00000000
ROT SPY top1 13612W can TIP/1 fb IEF,sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,TIP/1,IEF,0.00296903,0.01525139,0.00299771,0.01525306,55486.21877277,40000.00000000,15486.21877277,0.38715547,0.09834862,0.10635446,1.27227910,0.07613371,1.80770951,1.20743112,-0.08145278,290,2018,0.15591581,2014,0.04118147,1325183.75642258,112.51796174,4.47656868,0.00281295,,,0.49092964,0.00000000,0.50607264,0.00000000
ROT SPY top1 13612W fb best(BIL+IEF),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,best(BIL+IEF),0.00419500,0.01525139,0.00422088,0.01525306,44215.92874194,40000.00000000,4215.92874194,0.10539822,0.02210563,0.03237847,0.24480633,0.11789376,0.33003396,0.10036043,-0.22026237,1008,2017,0.21282889,2015,-0.13066346,1008003.42661006,85.25864646,3.84863401,0.00213147,0.06544079,0.00000000,0.11457918,0.00000000,0.81575916,0.00000000
ROT SPY top1 13612W fb IEF,sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,,IEF,0.00465507,0.01525139,0.00468094,0.01525306,43271.53531388,40000.00000000,3271.53531388,0.08178838,0.01596621,0.02539090,0.19315738,0.11862962,0.25997164,0.07666258,-0.20826595,1058,2017,0.21263309,2015,-0.11750627,991983.53103489,83.90201959,3.85737669,0.00209755,,,0.17987243,0.00000000,0.81544663,0.00000000
ROT SPY top1 12M can TIP/1 fb best(BIL+IEF),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12M,TIP/1,best(BIL+IEF),0.00360462,0.01525139,0.00362403,0.01525306,57060.50127702,40000.00000000,17060.50127702,0.42651253,0.10852552,0.11554363,1.15861428,0.09279712,1.63717147,1.07886642,-0.10059217,180,2016,0.15449175,2015,0.02881564,1031682.31409746,88.93605613,3.38325257,0.00222340,0.16377794,0.00000000,0.17992649,0.00000000,0.65267153,0.00000000
