label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.SCZ.avg,exposure.SCZ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2014-01-02,2014-01-02,2018-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00302557,0.00761722,0.00310992,0.00770013,49586.91907976,39500.00000000,10086.91907976,0.25536504,0.05125326,0.07297736,0.45646734,0.12758399,0.60681511,0.24270721,-0.21117321,983,2017,0.27041390,2015,-0.11413590,1310604.22820934,271.57256559,4.96458113,0.00687525,0.29963942,0.00000000,0.49785193,0.00000000,0.06653725,0.00000000,0.13286147,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2014-01-02,2014-01-02,2018-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00308468,0.01057178,0.00316061,0.01057298,51776.43826687,39500.00000000,12276.43826687,0.31079591,0.08634198,0.08696074,0.70020035,0.13070605,0.94080549,0.50684556,-0.17035166,718,2017,0.23047715,2015,0.00833236,1194098.79220570,286.22198277,4.10956155,0.00724613,0.34966563,0.00000000,0.54735647,0.00000000,0.01666067,0.00000000,0.08315662,0.00000000
SPY60/TLT40,sens,sens_2014-01-02,2014-01-02,2018-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00604067,0.01652615,0.00424611,0.01168699,47893.49596360,39500.00000000,8393.49596360,0.21249357,0.07606326,0.06176241,1.01227589,0.07531796,1.41538608,0.70453417,-0.10796249,,2014,0.18875851,2018,-0.03214913,47903.90196878,4.03899459,0.16150064,0.00010225,,,0.59599771,0.58831301,,,0.39795992,0.39395621
EW SPY/SCZ/TIP/TLT,sens,sens_2014-01-02,2014-01-02,2018-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00817696,0.02144298,0.00407052,0.01234742,44195.23605578,39500.00000000,4695.23605578,0.11886674,0.04759408,0.03592041,0.77358854,0.06272325,1.07633895,0.41777690,-0.11392224,,2017,0.15714149,2018,-0.06481835,48520.86849409,10.52050474,0.17276361,0.00026634,0.24905811,0.24671206,0.24665021,0.23765258,0.24827709,0.24422638,0.24783303,0.24259728
SPY benchmark,sens,sens_2014-01-02,2014-01-02,2018-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00357927,0.01274792,0.00358054,0.01274938,49679.27217938,39500.00000000,10179.27217938,0.25770309,0.08220971,0.07357867,0.66753711,0.13147456,0.92319326,0.42301641,-0.19434166,,2017,0.21302903,2018,-0.04831209,39393.31924028,2.75753235,0.12894650,0.00006981,,,0.99641946,0.98725062,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2014-07-01,2014-07-01,2019-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00294172,0.01115582,0.00302631,0.01143242,50410.68888014,40000.00000000,10410.68888014,0.26026722,0.05330020,0.07507009,0.47324954,0.12706994,0.62992000,0.25309924,-0.21059012,983,2017,0.27048050,2015,-0.11359335,1483196.52844345,299.55383997,5.48355039,0.00748885,0.29468485,0.00000000,0.48970748,0.00000000,0.06549583,0.00000000,0.14708553,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2014-07-01,2014-07-01,2019-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00278119,0.01128197,0.00285174,0.01128286,51743.38501486,40000.00000000,11743.38501486,0.29358463,0.07627034,0.08359511,0.63493901,0.12916923,0.85141156,0.44701654,-0.17062084,718,2017,0.23061493,2015,0.00823332,1305454.12268741,262.19815241,4.55989401,0.00655495,0.29478292,0.00000000,0.57152008,0.00000000,0.01635947,0.00000000,0.11448579,0.00000000
SPY60/TLT40,sens,sens_2014-07-01,2014-07-01,2019-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00589640,0.01436372,0.00437034,0.01201583,53029.42741966,40000.00000000,13029.42741966,0.32573569,0.08808197,0.09162869,1.14692570,0.07625808,1.62177426,0.81488743,-0.10809097,203,2017,0.16169716,2018,-0.03230883,55310.52900567,4.67659012,0.19143073,0.00011691,,,0.59594316,0.58798417,,,0.39815862,0.39388731
EW SPY/SCZ/TIP/TLT,sens,sens_2014-07-01,2014-07-01,2019-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00944510,0.02731790,0.00478757,0.01508506,48154.65159649,40000.00000000,8154.65159649,0.20386629,0.05574674,0.06014308,0.89234425,0.06312118,1.25171565,0.49014492,-0.11373522,497,2017,0.15677944,2018,-0.06485191,52096.57731368,11.02556441,0.18980131,0.00027564,0.24912851,0.24668522,0.24574063,0.23491494,0.24780893,0.24290106,0.24787217,0.24296570
SPY benchmark,sens,sens_2014-07-01,2014-07-01,2019-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00331232,0.01128197,0.00331359,0.01128286,56439.47515167,40000.00000000,16439.47515167,0.41098688,0.10272663,0.11208072,0.80118457,0.13336577,1.12102935,0.52852857,-0.19436344,204,2017,0.21305278,2018,-0.04833380,39954.55703079,2.79681899,0.13245336,0.00006992,,,0.99668641,0.98871714,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2015-01-02,2015-01-02,2019-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00309995,0.01274228,0.00318801,0.01301708,52938.84400573,39500.00000000,13438.84400573,0.34022390,0.06087540,0.09417431,0.52320259,0.12913769,0.69355200,0.30303724,-0.20088421,923,2017,0.27026655,2015,-0.11331749,1358868.85851306,287.81354144,4.95112693,0.00728642,0.33298978,0.00000000,0.46440196,0.00000000,0.06651404,0.00000000,0.13290621,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2015-01-02,2015-01-02,2019-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00287730,0.01583125,0.00295846,0.01583236,53385.51490566,39500.00000000,13885.51490566,0.35153202,0.08299221,0.09690332,0.68064105,0.12973808,0.90853450,0.48698756,-0.17041957,718,2017,0.23022705,2015,0.00916388,1342983.65462581,285.82774471,4.67287961,0.00723615,0.31626271,0.00000000,0.54780729,0.00000000,0.01662572,0.00000000,0.11634582,0.00000000
SPY60/TLT40,sens,sens_2015-01-02,2015-01-02,2019-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00686120,0.02071980,0.00492237,0.01312904,53432.15081480,39500.00000000,13932.15081480,0.35271268,0.08485805,0.09718703,1.10462253,0.07648037,1.56429787,0.78402468,-0.10823390,203,2019,0.24448516,2018,-0.03284069,53192.25822250,4.52150814,0.18568319,0.00011447,,,0.59527815,0.58687096,,,0.39785882,0.39217577
EW SPY/SCZ/TIP/TLT,sens,sens_2015-01-02,2015-01-02,2019-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00961042,0.02705895,0.00528999,0.01311484,49396.10755856,39500.00000000,9896.10755856,0.25053437,0.06562980,0.07174035,1.04106949,0.06304587,1.47264669,0.57814975,-0.11351695,497,2019,0.19272846,2018,-0.06465649,50734.27501469,10.77352732,0.18279464,0.00027275,0.24914771,0.24697429,0.24503123,0.23688516,0.24843546,0.24446713,0.24777061,0.24214732
SPY benchmark,sens,sens_2015-01-02,2015-01-02,2019-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00427583,0.01583125,0.00427712,0.01583236,58542.45429268,39500.00000000,19042.45429268,0.48208745,0.11257886,0.12697198,0.86598256,0.13369490,1.20586913,0.58081697,-0.19382847,204,2019,0.30821096,2018,-0.04793104,39279.98442302,2.74959891,0.12888232,0.00006961,,,0.99572288,0.98416764,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2015-07-01,2015-07-01,2020-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00311945,0.01337608,0.00321473,0.01337708,54128.99182328,40000.00000000,14128.99182328,0.35322480,0.07753875,0.09829085,0.55699742,0.15629655,0.75247328,0.41907013,-0.18502571,105,2017,0.27030050,2015,-0.06064748,1588660.74259702,332.11144700,5.48852777,0.00830279,0.29477669,0.00000000,0.48964324,0.00000000,0.06537327,0.00000000,0.14699206,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2015-07-01,2015-07-01,2020-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00352714,0.01400332,0.00361744,0.01400435,52942.90230595,40000.00000000,12942.90230595,0.32357256,0.07516893,0.09103520,0.53932034,0.15775530,0.72842283,0.40578071,-0.18524519,105,2017,0.23012412,2015,-0.04603236,1523027.56423444,316.31498689,5.29454713,0.00790787,0.27838653,0.00000000,0.55449151,0.00000000,0.01635829,0.00000000,0.14714623,0.00000000
SPY60/TLT40,sens,sens_2015-07-01,2015-07-01,2020-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00731039,0.02461172,0.00517276,0.01648132,56598.30354040,40000.00000000,16598.30354040,0.41495759,0.10485069,0.11293252,1.04880892,0.09998850,1.43259476,0.56800417,-0.18459493,104,2019,0.24379985,2018,-0.03246038,64822.66466227,5.48932088,0.21749549,0.00013723,,,0.59512102,0.58351868,,,0.39756668,0.39113843
EW SPY/SCZ/TIP/TLT,sens,sens_2015-07-01,2015-07-01,2020-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00936549,0.02165007,0.00492914,0.01440909,50368.11875546,40000.00000000,10368.11875546,0.25920297,0.07047311,0.07474587,0.85772811,0.08359840,1.14012272,0.36358161,-0.19383023,106,2019,0.19355429,2018,-0.06486568,59394.89100947,12.71905375,0.21101503,0.00031798,0.24897468,0.24674759,0.24574849,0.23559091,0.24815071,0.24373884,0.24775577,0.24341025
SPY benchmark,sens,sens_2015-07-01,2015-07-01,2020-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00410072,0.01554803,0.00410198,0.01554916,55428.10226158,40000.00000000,15428.10226158,0.38570256,0.10242688,0.10606960,0.61086553,0.18938774,0.83706414,0.30428597,-0.33661388,,2019,0.30828026,2018,-0.04813367,39884.89158543,2.79194241,0.12919630,0.00006980,,,0.99589802,0.98445084,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00292937,0.01327655,0.00303636,0.01327749,58171.63733364,39500.00000000,18671.63733364,0.47269968,0.11422218,0.12488117,0.77958676,0.15403990,1.05439907,0.61740135,-0.18500474,105,2017,0.27008904,2016,-0.03332444,1823067.77750530,426.84938040,5.90469540,0.01080631,0.31625286,0.00000000,0.48115118,0.00000000,0.08313256,0.00000000,0.11642705,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00354570,0.01327655,0.00363232,0.01327749,65202.60038832,39500.00000000,25702.60038832,0.65069874,0.14035525,0.16239046,0.90844363,0.15847683,1.24355559,0.76084679,-0.18447242,105,2020,0.28906741,2016,0.02364335,1456392.28782569,307.65838421,4.73854900,0.00778882,0.29969070,0.00000000,0.56361393,0.00000000,0.01663204,0.00000000,0.11643101,0.00000000
SPY60/TLT40,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00708662,0.01733204,0.00514090,0.01292748,59984.12345564,39500.00000000,20484.12345564,0.51858540,0.12591127,0.13493080,1.23615773,0.10000092,1.70174729,0.68522361,-0.18375209,104,2019,0.24408273,2018,-0.03148890,66292.75548753,5.64039030,0.21586148,0.00014279,,,0.59510308,0.58707252,,,0.39780834,0.39309374
EW SPY/SCZ/TIP/TLT,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.01004144,0.02393023,0.00539393,0.01292881,54442.07991384,39500.00000000,14942.07991384,0.37828050,0.09523398,0.10326449,1.12945910,0.08365401,1.51665726,0.49373866,-0.19288338,106,2019,0.19277957,2018,-0.06477062,59970.93732580,12.94991720,0.20809825,0.00032785,0.24900069,0.24695291,0.24498923,0.23707119,0.24819471,0.24271788,0.24776902,0.24128339
SPY benchmark,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00438019,0.01116430,0.00438144,0.01116527,64313.55190754,39500.00000000,24813.55190754,0.62819119,0.15077401,0.15785704,0.84098770,0.18818934,1.15589326,0.44653035,-0.33765679,173,2019,0.30809701,2018,-0.04781253,39443.59218216,2.76105145,0.12267662,0.00006990,,,0.99561856,0.98883473,,,,
