label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.80000000,QQQ<SMA200,0.00889955,0.21799797,0.00894633,0.21800083,62820.82965896,40000.00000000,22820.82965896,0.57052074,0.19259453,0.14707124,0.78099065,0.27440879,1.09802471,0.66235704,-0.29077147,,2013,0.69563622,2015,-0.12357870,913114.07882321,344.07188464,2.25064325,0.00860180,0.37039191,0.19916392,,,0.62926127,0.19344473
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.60000000,,0.00031223,0.00141650,0.00032086,0.00152033,77438.76805557,40000.00000000,37438.76805557,0.93596920,0.24566026,0.21690869,1.05514331,0.23488653,1.50481903,1.20149717,-0.20446179,429,2013,0.60579034,2017,0.01046465,301798.46330032,115.19398713,0.68471107,0.00287985,0.43009884,0.39867746,,,0.56956593,0.25850468
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.60000000,QQQ<SMA200,0.00812491,0.26017327,0.00813231,0.26017581,69758.96833544,40000.00000000,29758.96833544,0.74397421,0.21732035,0.18187813,0.96501528,0.23228840,1.36585683,0.97064791,-0.22389205,,2013,0.60584002,2016,-0.02748286,285000.94144166,109.40719104,0.66983037,0.00273518,0.43792122,0.39867746,,,0.56173980,0.23355163
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.70000000,,0.00028916,0.00104856,0.00030968,0.00110547,79416.02673042,40000.00000000,39416.02673042,0.98540067,0.26102336,0.22541821,0.99722529,0.26970434,1.41825617,1.08007008,-0.24167261,,2013,0.75290842,2017,0.01390086,517772.76556172,194.60992275,1.12347443,0.00486525,0.36031397,0.29907402,,,0.63936096,0.25849380
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.70000000,QQQ<SMA200,0.00868597,0.26012285,0.00870284,0.26012535,71490.14396703,40000.00000000,31490.14396703,0.78725360,0.23206400,0.19006942,0.91756631,0.26692019,1.29741844,0.85253109,-0.27220591,,2013,0.75277086,2015,-0.03616821,503398.98846043,189.97318005,1.13131681,0.00474933,0.36875552,0.29907402,,,0.63093075,0.23362652
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.80000000,,0.00028442,0.00122593,0.00031840,0.00130898,78714.46318031,40000.00000000,38714.46318031,0.96786158,0.26421537,0.22242096,0.93306576,0.30041260,1.32147777,0.94724065,-0.27893163,,2013,0.84756949,2015,-0.03752656,765917.57119243,287.87007058,1.63572888,0.00719675,0.30257957,0.19869102,,,0.69708466,0.25849267
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.80000000,QQQ<SMA200,0.01003754,0.26016637,0.01006993,0.26016881,70896.60686597,40000.00000000,30896.60686597,0.77241517,0.23497321,0.18728152,0.86158290,0.29687731,1.21467449,0.73407465,-0.32009444,,2013,0.84766814,2015,-0.08907203,749111.79239197,282.09119511,1.65765327,0.00705228,0.31228753,0.19869102,,,0.68734107,0.23361211
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.60000000,,0.00027914,0.00115580,0.00028591,0.00117451,82301.53183432,40000.00000000,42301.53183432,1.05753830,0.26655836,0.23750070,1.11099876,0.23896489,1.59114200,1.28677473,-0.20715231,378,2013,0.62213226,2017,0.01046524,280107.41632587,106.23187741,0.61160448,0.00265580,0.41804249,0.39882549,,,0.58165799,0.30160582
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.60000000,QQQ<SMA200,0.00788624,0.22575356,0.00788875,0.22575600,74159.18626857,40000.00000000,34159.18626857,0.85397966,0.23788929,0.20235234,1.02439223,0.23609844,1.45503798,1.03002883,-0.23095401,,2013,0.62219162,2016,-0.01315207,258704.72001934,98.73638141,0.58594915,0.00246841,0.42563863,0.39882549,,,0.57404431,0.27397963
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.70000000,,0.00028279,0.00127646,0.00029155,0.00128402,87368.56549286,40000.00000000,47368.56549286,1.18421414,0.29132418,0.25782736,1.05759342,0.27933276,1.50973071,1.18184621,-0.24649923,,2013,0.77078635,2017,0.01390042,373286.20026146,140.95314001,0.76247915,0.00352383,0.33520140,0.29871598,,,0.66449111,0.30159787
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.70000000,QQQ<SMA200,0.00912993,0.30203042,0.00913837,0.30203277,77557.60347227,40000.00000000,37557.60347227,0.93894009,0.25819361,0.21742562,0.97220886,0.27616182,1.37692891,0.90467131,-0.28540047,,2013,0.77081590,2016,-0.02996073,353453.09547845,134.06907471,0.75138098,0.00335173,0.34396211,0.29871598,,,0.65568216,0.27414651
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.80000000,,0.00029949,0.00139484,0.00032119,0.00152469,89503.23810188,40000.00000000,49503.23810188,1.23758095,0.30604835,0.26607662,1.00557599,0.31601042,1.43143394,1.07950331,-0.28350848,,2013,0.93010059,2017,0.01733694,626769.72349787,234.74238256,1.22507242,0.00586856,0.26458801,0.19888502,,,0.73507426,0.30159858
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.80000000,QQQ<SMA200,0.00943932,0.30198955,0.00946035,0.30199187,79425.42131267,40000.00000000,39425.42131267,0.98563553,0.27240722,0.22545819,0.92896868,0.31283522,1.31423771,0.82265720,-0.33113090,,2013,0.93008839,2015,-0.03965402,606464.93443778,227.80743218,1.23292256,0.00569519,0.27379556,0.19907612,,,0.72589417,0.27421516
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.60000000,,0.00029214,0.00128488,0.00029321,0.00132449,84851.45607240,40000.00000000,44851.45607240,1.12128640,0.27568383,0.24786568,1.13430671,0.24078612,1.62795060,1.33086148,-0.20714690,100,2013,0.62480416,2017,0.01046466,236454.41095252,89.72371708,0.51038446,0.00224309,0.41308788,0.39885787,,,0.58660210,0.34469293
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.60000000,QQQ<SMA200,0.00754282,0.18292166,0.00754592,0.18292398,76746.74858763,40000.00000000,36746.74858763,0.91866871,0.24767675,0.21388415,1.05215818,0.23774484,1.49702046,1.05807788,-0.23408177,,2013,0.62247501,2016,0.01039410,216289.51145380,82.75140297,0.48473214,0.00206879,0.42033521,0.39885787,,,0.57934420,0.31473939
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.70000000,,0.00033154,0.00151518,0.00033758,0.00164672,93069.50177624,40000.00000000,53069.50177624,1.32673754,0.31310621,0.27947490,1.10333681,0.28420042,1.58081370,1.25540916,-0.24940571,430,2013,0.78877665,2017,0.01390180,343297.30726470,129.17214448,0.67359788,0.00322930,0.32224763,0.29871619,,,0.67739952,0.34467835
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.70000000,QQQ<SMA200,0.00892870,0.27057939,0.00893498,0.27058165,82607.97150543,40000.00000000,42607.97150543,1.06519929,0.27946598,0.23876142,1.02070100,0.28077599,1.45013730,0.96337416,-0.29009080,,2013,0.78860827,2016,-0.01787136,317408.04168897,119.98325512,0.64920781,0.00299958,0.33091966,0.29871619,,,0.66876149,0.31504760
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.80000000,,0.00033307,0.00151518,0.00034472,0.00164672,98207.89383714,40000.00000000,58207.89383714,1.45519735,0.33589160,0.29799873,1.05462203,0.32578704,1.50613618,1.16648433,-0.28795209,,2013,0.94964131,2017,0.01733679,461290.39775985,172.80376755,0.84963954,0.00432009,0.24021947,0.19860038,,,0.75942081,0.34467811
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.80000000,QQQ<SMA200,0.01001837,0.34347058,0.01002966,0.34347277,85979.59209071,40000.00000000,45979.59209071,1.14948980,0.29800769,0.25236260,0.97335379,0.32215831,1.37913182,0.86587052,-0.34417119,,2013,0.94960576,2016,-0.03430988,438784.34798158,164.84931874,0.84469026,0.00412123,0.24990694,0.19860038,,,0.74972656,0.31520906
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.60000000,,0.00035866,0.00139468,0.00037370,0.00152740,70206.12593528,40000.00000000,30206.12593528,0.75515315,0.21465335,0.18401146,0.98007852,0.22469206,1.39062726,1.07041750,-0.20053236,462,2013,0.58735230,2017,0.01046477,404254.71229287,152.81048014,0.97620549,0.00382026,0.45659700,0.39859789,,,0.54301272,0.21317093
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.60000000,QQQ<SMA200,0.00728644,0.18420903,0.00730059,0.18421173,64291.98455772,40000.00000000,24291.98455772,0.60729961,0.19093630,0.15473566,0.89799018,0.22272563,1.26851609,0.90123983,-0.21185959,,2013,0.58729631,2015,-0.03314385,394997.57111621,150.08743742,0.98324629,0.00375219,0.46360312,0.39859789,,,0.53603607,0.19141136
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.70000000,,0.00027416,0.00134188,0.00030687,0.00152740,69031.92796595,40000.00000000,29031.92796595,0.72579820,0.21393420,0.17838280,0.89981437,0.25109082,1.27035247,0.89895708,-0.23798044,,2013,0.63347064,2015,-0.02863335,637398.80401244,239.82438951,1.53922128,0.00599561,0.40656637,0.29892088,,,0.59311047,0.21313857
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.70000000,QQQ<SMA200,0.00759586,0.18429363,0.00762548,0.18429642,63336.58404383,40000.00000000,23336.58404383,0.58341460,0.19050642,0.14977679,0.82679694,0.24900022,1.16338147,0.75133014,-0.25355887,,2013,0.63350827,2015,-0.07876101,627631.27745028,236.83422351,1.56151201,0.00592086,0.41386585,0.29892088,,,0.58578886,0.19137703
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.80000000,,0.00033275,0.00134188,0.00038068,0.00152740,69278.56496837,40000.00000000,29278.56496837,0.73196412,0.21817804,0.17957227,0.86243251,0.27258092,1.21688085,0.83043641,-0.26272697,,2013,0.67630724,2015,-0.06325755,911064.50245432,342.60882093,2.18816664,0.00856522,0.36726796,0.19908747,,,0.63233058,0.21316231
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.80000000,QQQ<SMA200,0.00765975,0.18433671,0.00770695,0.18433945,63574.06187765,40000.00000000,23574.06187765,0.58935155,0.19469174,0.15101576,0.79447941,0.27067188,1.11784640,0.70528570,-0.27604662,,2013,0.67644364,2015,-0.11158422,893560.40610967,336.67219507,2.20966028,0.00841680,0.37452485,0.19928420,,,0.62502193,0.19137539
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.60000000,,0.00030656,0.00175383,0.00031130,0.00190927,77992.26202613,40000.00000000,37992.26202613,0.94980655,0.24845975,0.21931031,1.06473275,0.23488606,1.51874211,1.20640920,-0.20594981,430,2013,0.61169807,2017,0.01046564,288021.93421671,109.26492509,0.64898022,0.00273162,0.42935875,0.39889101,,,0.57031292,0.25578695
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.00774621,0.21975929,0.00775270,0.21976181,70384.68034624,40000.00000000,30384.68034624,0.75961701,0.22048532,0.18485987,0.97547057,0.23252221,1.38208159,0.98127237,-0.22469329,,2013,0.61174426,2016,-0.02432752,279290.94732647,106.72358548,0.65213842,0.00266809,0.43679941,0.39900717,,,0.56286510,0.23104000
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.70000000,,0.00033776,0.00175383,0.00035240,0.00190927,79860.84096126,40000.00000000,39860.84096126,0.99652102,0.26268628,0.22730625,1.00435486,0.26888882,1.42798820,1.08057373,-0.24309889,,2013,0.75933676,2017,0.01389984,495231.10558319,186.20549239,1.07013370,0.00465514,0.35997610,0.29899181,,,0.63965243,0.25578011
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.70000000,QQQ<SMA200,0.00801259,0.21971448,0.00803080,0.21971687,72050.89883228,40000.00000000,32050.89883228,0.80127247,0.23430424,0.19268411,0.92538398,0.26651759,1.30892253,0.85644919,-0.27357634,,2013,0.75927221,2015,-0.03449261,480822.47068476,181.56163604,1.07604028,0.00453904,0.36768573,0.29899181,,,0.63195780,0.23111628
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.80000000,,0.00031972,0.00175383,0.00035395,0.00190927,78309.28695324,40000.00000000,38309.28695324,0.95773217,0.26154299,0.22067897,0.93035774,0.29833823,1.31649813,0.93312442,-0.28028737,,2013,0.82281468,2015,-0.02642765,755647.88931942,283.70207219,1.62886974,0.00709255,0.30556232,0.19863239,,,0.69406698,0.25580732
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.00890811,0.21979855,0.00894515,0.21980112,70692.04283158,40000.00000000,30692.04283158,0.76730107,0.23303814,0.18631575,0.85892793,0.29548068,1.21040634,0.73078172,-0.31888884,,2013,0.82277043,2015,-0.08466848,738975.39592190,278.27253091,1.64964142,0.00695681,0.31419265,0.19863239,,,0.68544529,0.23109481
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.60000000,,0.00028038,0.00121431,0.00028263,0.00122929,83063.67777720,40000.00000000,43063.67777720,1.07659194,0.26931642,0.24062850,1.11898291,0.23927476,1.60390255,1.30010629,-0.20714954,106,2013,0.62477405,2017,0.01046571,278345.59276126,105.47854872,0.60521320,0.00263696,0.41706746,0.39877071,,,0.58263210,0.29841446
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.60000000,QQQ<SMA200,0.00837615,0.22447730,0.00837720,0.22447974,74280.74280898,40000.00000000,34280.74280898,0.85701857,0.23837785,0.20290215,1.02568945,0.23621147,1.45715397,1.02817172,-0.23184634,,2013,0.62244829,2016,-0.01101950,255822.38440785,97.63829767,0.57918586,0.00244096,0.42518515,0.39877071,,,0.57450874,0.27099424
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.70000000,,0.00028418,0.00134428,0.00028725,0.00132697,88114.38070787,40000.00000000,48114.38070787,1.20285952,0.29463956,0.26072974,1.06680471,0.27933221,1.52331028,1.18750852,-0.24811575,,2013,0.77833063,2017,0.01389983,362820.89294191,136.62546642,0.73513956,0.00341564,0.33432894,0.29867303,,,0.66536322,0.29844072
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.70000000,QQQ<SMA200,0.00865863,0.25487567,0.00866373,0.25487800,78380.28918706,40000.00000000,38380.28918706,0.95950723,0.26193014,0.22098482,0.98225622,0.27644023,1.39267558,0.91513943,-0.28621883,,2013,0.77829402,2016,-0.02631402,348623.25015069,132.04991540,0.73546282,0.00330125,0.34266844,0.29867303,,,0.65699405,0.27119221
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.80000000,,0.00027466,0.00102753,0.00029298,0.00113490,90260.08669550,40000.00000000,50260.08669550,1.25650217,0.30861487,0.26895930,1.01364375,0.31518185,1.44288593,1.08274303,-0.28503057,,2013,0.93833945,2017,0.01733569,603793.20541515,226.00689320,1.17271769,0.00565017,0.26393428,0.19904924,,,0.73575515,0.29842639
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.00855613,0.25481770,0.00857226,0.25481999,80300.68553904,40000.00000000,40300.68553904,1.00751714,0.27563316,0.22916392,0.93770483,0.31252383,1.32737521,0.82887893,-0.33253730,,2013,0.93817339,2015,-0.03766764,583321.55714969,219.02721627,1.17834409,0.00547568,0.27227716,0.19904924,,,0.72743224,0.27125584
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.60000000,,0.00031957,0.00125146,0.00032346,0.00129278,85629.53662905,40000.00000000,45629.53662905,1.14073842,0.27826501,0.25097291,1.14149555,0.24111403,1.63962903,1.34334604,-0.20714321,98,2013,0.62477944,2017,0.01046393,235445.00874032,89.56396949,0.50644352,0.00223910,0.41221212,0.39885787,,,0.58745070,0.34104890
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.60000000,QQQ<SMA200,0.00788632,0.20612171,0.00788764,0.20612403,76876.14695720,40000.00000000,36876.14695720,0.92190367,0.24814608,0.21445156,1.05321702,0.23789835,1.49885342,1.05552630,-0.23509228,,2013,0.62241144,2017,0.01046488,213056.70559736,81.56335558,0.47735794,0.00203908,0.41986029,0.39885787,,,0.57983066,0.31130585
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.70000000,,0.00028290,0.00135660,0.00028873,0.00133799,94140.60151666,40000.00000000,54140.60151666,1.35351504,0.31673160,0.28340980,1.11169141,0.28467006,1.59442800,1.26998814,-0.24939729,392,2013,0.79492511,2017,0.01389998,341179.33944998,128.45718578,0.66554572,0.00321143,0.32094546,0.29866201,,,0.67875072,0.34105319
