label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.70000000,QQQ<SMA200,0.01365004,0.50195230,0.01345148,0.50225175,61727.12235367,31500.00000000,30227.12235367,0.95959119,0.32045071,0.29985412,1.09974299,0.29328622,1.56801859,1.11569683,-0.28722024,276,2023,0.49926241,2026,0.13535947,274074.04693035,105.73953058,1.10943403,0.00335681,0.39974425,0.29913142,,,0.59928272,0.00000000
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,,0.00073395,0.00183784,0.00054049,0.00121185,69717.80642099,31500.00000000,38217.80642099,1.21326370,0.40723784,0.35850392,1.21859335,0.32547609,1.73184226,1.28958707,-0.31578933,273,2023,0.85513392,2026,0.12775940,428472.49644901,160.89557221,1.53223810,0.00510780,0.35137366,0.19933539,,,0.64784382,0.31926462
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,QQQ<SMA200,0.01364558,0.50195230,0.01340584,0.50225175,63207.42690498,31500.00000000,31707.42690498,1.00658498,0.32821749,0.31115425,1.05421578,0.31917966,1.48766730,1.09373208,-0.30008948,273,2023,0.50298213,2026,0.12769070,381362.81835164,145.48598778,1.53683298,0.00461860,0.36405567,0.19929151,,,0.63497255,0.00000000
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.60000000,,0.00070121,0.00149486,0.00051748,0.00091500,66942.53646880,31500.00000000,35442.53646880,1.12515989,0.39836050,0.33876473,1.33395402,0.28258814,1.95591576,1.23355928,-0.32293583,290,2023,0.92698564,2025,0.07545955,189785.94345498,71.64566190,0.67641306,0.00227447,0.42073878,0.39912974,,,0.57853675,0.36508639
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.60000000,QQQ<SMA200,0.01517569,0.57370255,0.01496220,0.57400200,59859.86542958,31500.00000000,28359.86542958,0.90031319,0.31009324,0.28528991,1.13193879,0.27269829,1.63994498,1.00797791,-0.30763892,289,2023,0.51931502,2025,0.07632249,168336.93051026,66.13088076,0.68831623,0.00209939,0.43496141,0.39870117,,,0.56411438,0.00000000
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.70000000,,0.00069360,0.00144641,0.00052220,0.00122559,75355.85915262,31500.00000000,43855.85915262,1.39224950,0.45676848,0.39677682,1.32373235,0.32588114,1.92356369,1.32784932,-0.34399120,277,2023,1.03343667,2025,0.13513256,271982.85201765,102.60052300,0.89849670,0.00325716,0.34850098,0.29921025,,,0.65077688,0.36521730
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.70000000,QQQ<SMA200,0.01504136,0.57370255,0.01487934,0.57400200,67075.40397853,31500.00000000,35575.40397853,1.12937790,0.36449839,0.33972430,1.14323262,0.31740694,1.64625414,1.10683675,-0.32931541,277,2023,0.60359756,2025,0.13573981,239545.06529695,93.03547928,0.90937585,0.00295351,0.36283001,0.29948865,,,0.63638414,0.00000000
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA85,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.80000000,,0.00069186,0.00163985,0.00052061,0.00122559,78940.65023912,31500.00000000,47440.65023912,1.50605239,0.47658098,0.41996018,1.26904304,0.35994361,1.82464829,1.33901229,-0.35591980,273,2023,1.03808429,2026,0.17100377,384066.27683967,144.18465548,1.24746127,0.00457729,0.29952696,0.19948350,,,0.69974266,0.36524050
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.80000000,QQQ<SMA200,0.01509117,0.57370255,0.01492810,0.57400200,70325.60984440,31500.00000000,38825.60984440,1.23255904,0.38356065,0.36274422,1.10322080,0.35226439,1.57427834,1.12364610,-0.34135361,273,2023,0.60752042,2026,0.17112428,338252.09020427,129.49870090,1.26147329,0.00411107,0.31381508,0.19916282,,,0.68534679,0.00000000
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.60000000,,0.00084752,0.00207107,0.00065344,0.00133523,51001.39349834,31500.00000000,19501.39349834,0.61909186,0.25130885,0.21081804,1.19467660,0.20649183,1.69985696,1.23629640,-0.20327557,315,2023,0.52529120,2025,0.05862216,233698.19834594,89.37303225,1.02550877,0.00283724,0.53322233,0.39944565,,,0.46589604,0.19800510
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.60000000,QQQ<SMA200,0.00925608,0.33901868,0.00903303,0.33931813,47940.16746104,31500.00000000,16440.16746104,0.52191008,0.20182343,0.18266655,1.00632388,0.20440220,1.42171511,1.00281775,-0.20125634,212,2023,0.31677980,2025,0.05893256,218869.54423509,85.38187195,1.04024076,0.00271054,0.54141530,0.39917082,,,0.45757134,0.00000000
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.70000000,,0.00074156,0.00207107,0.00056076,0.00133523,52288.50871513,31500.00000000,20788.50871513,0.65995266,0.26086280,0.22225050,1.17473625,0.21874988,1.66344019,1.25362975,-0.20808600,455,2023,0.54105147,2026,0.06294086,276761.44096192,104.99126708,1.20416612,0.00333306,0.51825996,0.29961374,,,0.48095921,0.19852027
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.70000000,QQQ<SMA200,0.00924009,0.33901868,0.00902508,0.33931813,49090.42396640,31500.00000000,17590.42396640,0.55842616,0.21060575,0.19340958,0.99493920,0.21673649,1.39985401,1.03279122,-0.20391900,215,2023,0.33023742,2026,0.06226413,258727.80204776,99.74602603,1.21952329,0.00316654,0.52649383,0.29969784,,,0.47252220,0.00000000
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.80000000,,0.00085359,0.00207107,0.00066461,0.00146096,53246.59505896,31500.00000000,21746.59505896,0.69036810,0.26780267,0.23061499,1.17624713,0.22419904,1.66553141,1.28736082,-0.20802456,453,2023,0.54102858,2026,0.06295510,313851.60049627,118.77822597,1.35721319,0.00377074,0.51304795,0.19979552,,,0.48605548,0.19868383
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.80000000,QQQ<SMA200,0.00914077,0.33901868,0.00896420,0.33931813,49984.74547194,31500.00000000,18484.74547194,0.58681732,0.21728630,0.20162317,1.00034321,0.22233992,1.40788146,1.05060341,-0.20682047,215,2023,0.33021865,2026,0.06245462,292944.85063904,112.52409935,1.37221122,0.00357219,0.52129526,0.19982442,,,0.47779787,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.60000000,,0.00083601,0.00229119,0.00060937,0.00145477,57133.90339834,31500.00000000,25633.90339834,0.81377471,0.31076427,0.26336652,1.24465093,0.24212788,1.78822789,1.23369248,-0.25189768,315,2023,0.66852122,2025,0.04882258,207047.60726874,79.27410559,0.83487163,0.00251664,0.47527930,0.39920696,,,0.52385710,0.23843069
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.60000000,QQQ<SMA200,0.01061656,0.40688231,0.01038737,0.40718176,52914.57908056,31500.00000000,21414.57908056,0.67982791,0.24978093,0.22773010,1.05718453,0.23905148,1.50793434,1.01703035,-0.24559830,315,2023,0.40272748,2025,0.04906632,193503.29238086,75.99286474,0.85960268,0.00241247,0.48498322,0.39927380,,,0.51408786,0.00000000
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.70000000,,0.00069597,0.00229119,0.00051131,0.00145477,59380.67288230,31500.00000000,27880.67288230,0.88510073,0.32615856,0.28149430,1.21496844,0.26184280,1.72916155,1.23105530,-0.26494225,294,2023,0.68762984,2025,0.10370982,292899.54240137,111.17177908,1.16282287,0.00352926,0.44449003,0.29940164,,,0.55477631,0.23782617
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.70000000,QQQ<SMA200,0.01059353,0.40688231,0.01042584,0.40718176,54913.10059574,31500.00000000,23413.10059574,0.74327303,0.26394552,0.24488184,1.03909376,0.25893676,1.46949670,1.02031038,-0.25869140,294,2023,0.41809132,2026,0.10315210,271248.26715781,104.85645694,1.18675237,0.00332878,0.45419252,0.29932546,,,0.54490421,0.00000000
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.80000000,,0.00085233,0.00229119,0.00064872,0.00145477,61062.87796720,31500.00000000,29562.87796720,0.93850406,0.33760193,0.29471367,1.19865660,0.27577914,1.69902735,1.27483126,-0.26482087,280,2023,0.71638206,2026,0.10284720,347794.47598364,131.56654422,1.36576378,0.00417672,0.42620191,0.19945790,,,0.57290183,0.23838336
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.80000000,QQQ<SMA200,0.01061071,0.40688231,0.01042816,0.40718176,56510.27340132,31500.00000000,25010.27340132,0.79397693,0.27524986,0.25823444,1.03193759,0.27310504,1.45450850,1.06451134,-0.25856921,280,2023,0.44228547,2026,0.10312928,321085.67578947,123.33215915,1.38896824,0.00391531,0.43591716,0.19943845,,,0.56315556,0.00000000
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.60000000,,0.00073971,0.00163129,0.00054182,0.00098839,63578.21322149,31500.00000000,32078.21322149,1.01835598,0.36734725,0.31395188,1.31359916,0.26646377,1.91059798,1.24214727,-0.29573567,315,2023,0.82900860,2025,0.04143857,188586.79594044,71.68843168,0.70485888,0.00227582,0.43790522,0.39901161,,,0.56133107,0.27764649
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.60000000,QQQ<SMA200,0.01200529,0.47474593,0.01182338,0.47504538,57931.07932587,31500.00000000,26431.07932587,0.83908188,0.29397060,0.26986227,1.11790161,0.26257590,1.61292293,1.00788384,-0.29167111,315,2023,0.49767831,2025,0.04152268,176095.20342209,69.09376681,0.73812709,0.00219345,0.44900277,0.39894202,,,0.55006974,0.00000000
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.70000000,,0.00070943,0.00158152,0.00053456,0.00097546,66261.12145498,31500.00000000,34761.12145498,1.10352767,0.38580283,0.33381985,1.24501928,0.29956818,1.78680412,1.24935963,-0.30880046,296,2023,0.84470181,2025,0.08921592,259562.78168219,98.11528856,0.94750966,0.00311477,0.38797034,0.29934174,,,0.61129017,0.27779436
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.70000000,QQQ<SMA200,0.01188670,0.47474593,0.01175210,0.47504538,60346.79631433,31500.00000000,28846.79631433,0.91577131,0.31156931,0.28912220,1.06890644,0.29618444,1.52426745,1.02261187,-0.30467993,296,2023,0.51067373,2025,0.08946607,240296.29405200,92.99870061,0.98345599,0.00295234,0.39906640,0.29916428,,,0.60013228,0.00000000
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.80000000,,0.00074769,0.00149800,0.00056483,0.00092364,68649.60708920,31500.00000000,37149.60708920,1.17935261,0.40014115,0.35098078,1.21712004,0.32028786,1.73377470,1.24523686,-0.32133738,290,2023,0.85910442,2026,0.14243454,359933.31026794,135.71123733,1.29652338,0.00430829,0.35627265,0.19967907,,,0.64293847,0.27824707
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.80000000,QQQ<SMA200,0.01196326,0.47474593,0.01177006,0.47504538,62484.01448789,31500.00000000,30984.01448789,0.98361951,0.32492030,0.30565844,1.05091039,0.31714357,1.48857799,1.02346158,-0.31747191,290,2023,0.52195502,2026,0.14224962,328903.75694359,126.24707859,1.32832801,0.00400784,0.36730874,0.19944448,,,0.63177777,0.00000000
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.60000000,,0.00064956,0.00145312,0.00051389,0.00146312,66953.44733261,31500.00000000,35453.44733261,1.12550626,0.39512934,0.33884359,1.32272509,0.28341187,1.93597961,1.20571802,-0.32771289,315,2023,0.90500845,2025,0.04980960,188523.48393329,71.52855480,0.68191202,0.00227075,0.41941533,0.39951273,,,0.57991195,0.31774519
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.60000000,QQQ<SMA200,0.01375082,0.54260956,0.01349573,0.54290901,60183.45948970,31500.00000000,28683.45948970,0.91058602,0.31086864,0.28783943,1.11924205,0.27749005,1.62234531,0.96603531,-0.32179842,315,2023,0.51925997,2025,0.05036862,174029.41849114,68.46502213,0.71741003,0.00217349,0.43207472,0.39874980,,,0.56694508,0.00000000
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.70000000,,0.00070720,0.00145312,0.00054528,0.00146312,74215.30523474,31500.00000000,42715.30523474,1.35604144,0.44757389,0.38921997,1.30455171,0.32576501,1.89334391,1.27774540,-0.35028410,312,2023,1.02819814,2025,0.07975853,238589.15467284,90.21430975,0.80281207,0.00286395,0.34888609,0.29926016,,,0.65038089,0.31785979
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.70000000,QQQ<SMA200,0.01317301,0.54260956,0.01298264,0.54290901,66488.55308786,31500.00000000,34988.55308786,1.11074772,0.36024540,0.33547471,1.12096081,0.32227598,1.61599675,1.03089836,-0.34944803,312,2023,0.61792927,2025,0.07966719,220132.84079588,85.47813764,0.84574877,0.00271359,0.36122640,0.29920628,,,0.63793808,0.00000000
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA90,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.80000000,,0.00066860,0.00145312,0.00053113,0.00146312,76454.96190554,31500.00000000,44954.96190554,1.42714165,0.46075660,0.40397484,1.24054451,0.35928721,1.78061009,1.27285226,-0.36198749,290,2023,1.03205348,2025,0.12867307,328244.84284327,123.33942061,1.08680830,0.00391554,0.30051841,0.19949894,,,0.69877950,0.31742599
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.80000000,QQQ<SMA200,0.01314429,0.54260956,0.01297129,0.54290901,68454.12369189,31500.00000000,36954.12369189,1.17314678,0.37249637,0.34959408,1.07225214,0.35616937,1.53046730,1.03071876,-0.36139477,290,2023,0.62047040,2025,0.12870504,298786.77210771,114.50481625,1.12957906,0.00363507,0.31285595,0.19943640,,,0.68632667,0.00000000
50/50,test,test,2023-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00077364,0.00137600,0.00061453,0.00116588,60165.07429224,31500.00000000,28665.07429224,0.91000236,0.33760696,0.28769487,1.36358152,0.23455629,2.02985090,1.23125678,-0.27419704,240,2023,0.71264375,2025,0.08481851,131463.77045039,49.87376087,0.51255509,0.00158329,0.49973731,0.49908357,,,0.49947000,0.49883412
TQQQ60/BTAL40,test,test,2023-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00062068,0.00177671,0.00047811,0.00189832,72481.47952736,31500.00000000,40981.47952736,1.30099935,0.43406025,0.37755625,1.34776985,0.30283446,2.00084061,1.25596435,-0.34559918,235,2023,0.94279617,2025,0.14053067,140702.29853824,52.75376056,0.48258373,0.00167472,0.39972827,0.39810168,,,0.59963345,0.59913951
TQQQ50/BTAL50 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.01751425,0.49970055,0.01731491,0.50000000,52189.39498778,31500.00000000,20689.39498778,0.65680619,0.24425379,0.22137822,1.10708988,0.22030049,1.61488245,0.98127265,-0.24891532,288,2023,0.38868618,2025,0.05482925,108269.45308941,43.67166694,0.48291516,0.00138640,0.51636592,0.49861568,,,0.48274670,0.00000000
SPY benchmark,test,test,2023-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.01118127,0.02889993,0.01118276,0.02890110,51404.12824372,31500.00000000,19904.12824372,0.63187709,0.22187494,0.21441985,1.42486981,0.14908875,2.14267887,1.19118436,-0.18626415,127,2023,0.26134206,2026,0.12249757,31218.24766906,2.18527734,0.15019565,0.00006937,,,0.98881724,0.97109890,,
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.60000000,,0.00033859,0.00129477,0.00035141,0.00130885,70136.64547512,40000.00000000,30136.64547512,0.75341614,0.21457038,0.18368079,0.97714387,0.22547581,1.38763433,1.07681434,-0.19926404,430,2013,0.58752730,2017,0.01046612,424570.22151061,160.53462198,1.02526372,0.00401337,0.45629819,0.39869115,,,0.54332960,0.21542530
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.60000000,QQQ<SMA200,0.00793552,0.21786757,0.00795377,0.21787028,64110.04658644,40000.00000000,24110.04658644,0.60275116,0.19038590,0.15379657,0.89447663,0.22320017,1.26383905,0.90414446,-0.21057022,,2013,0.58757742,2015,-0.03457060,415288.41714529,157.79575999,1.03375561,0.00394489,0.46382913,0.39869115,,,0.53576071,0.19347679
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.70000000,,0.00028197,0.00112670,0.00030922,0.00122849,68992.14738429,40000.00000000,28992.14738429,0.72480368,0.21506141,0.17819059,0.89638699,0.25387752,1.26625983,0.90843430,-0.23673854,,2013,0.65241939,2015,-0.03796438,647646.20811249,243.70204038,1.55265164,0.00609255,0.40229940,0.29905757,,,0.59736889,0.21542397
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.70000000,QQQ<SMA200,0.00891363,0.21791457,0.00894302,0.21791734,63132.16159225,40000.00000000,23132.16159225,0.57830404,0.19079573,0.14870686,0.82318456,0.25100125,1.15841843,0.73054045,-0.26117066,,2013,0.65247292,2015,-0.08238751,637394.07100463,240.49776361,1.57563862,0.00601244,0.41094342,0.29901706,,,0.58872254,0.19348565
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.80000000,,0.00029120,0.00099549,0.00033732,0.00106470,68641.07568784,40000.00000000,28641.07568784,0.71602689,0.21691995,0.17648986,0.84925496,0.27704763,1.19784004,0.79097538,-0.27424362,,2013,0.69574005,2015,-0.08118108,931246.84953291,350.20492175,2.22745982,0.00875512,0.36173703,0.19916392,,,0.63790159,0.21543426
