label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.03588530,0.21397588,0.03482720,0.21397803,37498.54218295,28000.00000000,9498.54218295,0.33923365,0.19289147,0.14963133,0.79554883,0.26741514,1.07470582,0.74403862,-0.25924927,166,2021,0.37753940,2022,-0.17172496,224850.10471446,50.96607015,1.41807504,0.00182022,0.22010767,0.06966102,0.22157077,0.07315929,0.14755710,0.04915485,,,0.40752289,0.07026433
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.02900247,0.17194802,0.02838419,0.17194929,36570.76916917,28000.00000000,8570.76916917,0.30609890,0.17952655,0.13634984,0.83259051,0.23090566,1.12179680,0.77088700,-0.23288309,169,2021,0.32642935,2022,-0.15936189,199804.42483408,24.98549624,1.27798864,0.00089234,0.49145575,0.14622879,,,0.16404670,0.04934703,,,0.34174342,0.05544459
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.03471758,0.21202855,0.03411507,0.21202979,37286.26052851,28000.00000000,9286.26052851,0.33165216,0.19538539,0.14661394,0.79022641,0.27427259,1.05888809,0.69904534,-0.27950317,169,2021,0.40770290,2022,-0.21422711,233432.49544780,29.15920799,1.42771508,0.00104140,0.44208909,0.14353635,,,0.14750415,0.04907231,,,0.40793176,0.07221257
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.07060533,0.35614489,0.07038825,0.35614948,33664.30326869,28000.00000000,5664.30326869,0.20229655,0.14347896,0.09306407,0.57683085,0.32554916,0.79122593,0.38049207,-0.37708791,140,2020,0.43283271,2022,-0.27193406,56521.96712152,23.37901133,0.36463267,0.00083496,,,0.56944177,0.49854605,,,,,0.42973838,0.14385052
SPY benchmark,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00782068,0.02411709,0.00782245,0.02411803,31764.35636912,28000.00000000,3764.35636912,0.13444130,0.08774013,0.06324795,0.46805513,0.24389545,0.64226145,0.26047342,-0.33684869,173,2021,0.28303247,2022,-0.18550106,27750.90140242,1.94256310,0.19979586,0.00006938,,,,,,,0.99217755,0.97588197,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.03750256,0.23057558,0.03731566,0.23058069,33464.50228627,28000.00000000,5464.50228627,0.19516080,0.09485203,0.09015245,0.51854664,0.22346280,0.71918021,0.36461320,-0.26014427,366,2021,0.22012005,2022,-0.07994734,141739.68502393,55.75648024,1.12687440,0.00199130,,,0.70008147,0.19989239,,,,,0.29897255,0.04269721
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.04564113,0.28544630,0.04550004,0.28545128,34958.61781022,28000.00000000,6958.61781022,0.24852206,0.13060288,0.11287341,0.61038100,0.25514107,0.84380668,0.50664209,-0.25778134,324,2021,0.30250322,2022,-0.14581438,173095.24769824,67.17735086,1.29883773,0.00239919,,,0.62982056,0.19898467,,,,,0.36930274,0.05614608
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.03707597,0.22452036,0.03664989,0.22452077,35056.24119336,28000.00000000,7056.24119336,0.25200861,0.14946243,0.11433277,0.77907549,0.20675484,1.06870001,0.60583359,-0.24670542,,2020,0.31545223,2022,-0.20857548,164843.50787263,15.88267052,1.16921965,0.00056724,0.69714896,0.19695734,,,,,,,0.30049689,0.04875712
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.04494563,0.27775318,0.04460615,0.27775358,36624.78437191,28000.00000000,8624.78437191,0.30802801,0.18117897,0.13737931,0.79076067,0.25119249,1.08461488,0.59490523,-0.30455098,,2020,0.40170768,2022,-0.26021828,198823.20774911,19.37367849,1.34067195,0.00069192,0.62673052,0.19727398,,,,,,,0.37105987,0.06384379
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.03786121,0.22767169,0.03721232,0.22767249,34362.30966082,28000.00000000,6362.30966082,0.22722535,0.12443262,0.10389327,0.68524549,0.20115679,0.94811195,0.65150272,-0.19099325,,2021,0.26175352,2022,-0.14446752,154063.58715096,36.80354092,1.15556646,0.00131441,0.34824253,0.09723563,0.34944659,0.09898912,,,,,0.29981185,0.04560541
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.04626388,0.28209288,0.04581273,0.28209365,35922.80474924,28000.00000000,7922.80474924,0.28295731,0.15833913,0.12715704,0.72880099,0.24279585,1.00483780,0.61313085,-0.25824688,,2021,0.34417003,2022,-0.20242107,187090.09502840,44.51866489,1.32878519,0.00158995,0.31301458,0.09594711,0.31441565,0.09934373,,,,,0.37007018,0.05950371
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.03822979,0.23037513,0.03778866,0.23037808,34766.76229051,28000.00000000,6766.76229051,0.24167008,0.12523671,0.10999660,0.65630526,0.21578426,0.91025275,0.62407788,-0.20067481,324,2021,0.26471084,2022,-0.07622002,150898.52348657,51.70212714,1.13118262,0.00184650,,,0.52532994,0.14937551,0.17473973,0.04984507,,,0.29856647,0.04289981
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.04661466,0.28528875,0.04614611,0.28529164,36339.90661275,28000.00000000,8339.90661275,0.29785381,0.15993044,0.13324847,0.71722233,0.25171926,0.99160783,0.72933724,-0.21928188,,2021,0.34689024,2022,-0.14170810,183277.00692297,62.21821721,1.30100301,0.00222208,,,0.47273727,0.14908278,0.15719591,0.04899260,,,0.36873965,0.05630572
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.03947253,0.22837894,0.03840122,0.22838079,35465.21487213,28000.00000000,7465.21487213,0.26661482,0.14698191,0.12041399,0.77215900,0.20542818,1.06875862,0.79192299,-0.18560127,,2021,0.29618663,2022,-0.12503719,160449.85088894,36.82428370,1.15171681,0.00131515,0.26062215,0.07137390,0.26229424,0.07420700,0.17458427,0.04911152,,,0.29905974,0.04489710
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.04719388,0.28279816,0.04630898,0.28279997,37070.20619813,28000.00000000,9070.20619813,0.32393594,0.18023585,0.14379094,0.79664914,0.24698847,1.09996809,0.71499779,-0.25207889,,2021,0.37724748,2022,-0.18494945,194177.79655454,44.46515242,1.32329904,0.00158804,0.23486121,0.07167908,0.23603091,0.07463501,0.15717271,0.04954170,,,0.36922923,0.05879739
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.03844585,0.22622966,0.03775082,0.22623064,36032.60219679,28000.00000000,8032.60219679,0.28687865,0.16608778,0.12876558,0.83698749,0.21061718,1.15214085,0.73045289,-0.22737645,,2021,0.32624550,2022,-0.17403051,168932.64068774,20.89238294,1.16276491,0.00074616,0.52329478,0.14760362,,,0.17450423,0.04946312,,,0.29952317,0.04704725
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.04614345,0.27983490,0.04559958,0.27983586,37664.56246702,28000.00000000,9664.56246702,0.34516295,0.19801168,0.15225869,0.84136938,0.25370286,1.15732385,0.69041408,-0.28680133,,2021,0.40797572,2022,-0.22903488,204012.33489922,25.28980337,1.33662982,0.00090321,0.47070099,0.14724429,,,0.15702371,0.04980404,,,0.36996270,0.06176150
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.08705182,0.38460300,0.08684034,0.38460807,35395.50701953,28000.00000000,7395.50701953,0.26412525,0.16687174,0.11938115,0.70760774,0.27034456,1.00205734,0.52615127,-0.31715545,,2020,0.44591744,2022,-0.26954835,69228.31067648,28.10642607,0.47604046,0.00100380,,,0.58585020,0.49783811,,,,,0.41330440,0.11539193
SPY benchmark,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00871399,0.02215160,0.00871571,0.02215237,33985.19433299,28000.00000000,5985.19433299,0.21375694,0.13605138,0.09815437,0.77474473,0.18779548,1.09504109,0.55855402,-0.24357784,,2020,0.28817156,2022,-0.18075659,27910.77267275,1.95375409,0.19774273,0.00006978,,,,,,,0.99128429,0.97784763,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.03802164,0.23233256,0.03782682,0.23233843,35553.79770014,28000.00000000,7553.79770014,0.26977849,0.11364819,0.12164514,0.65657568,0.19232915,0.93392601,0.51800180,-0.21939729,191,2021,0.21992226,2022,-0.07788511,137604.79032430,54.35977189,1.07960284,0.00194142,,,0.68964399,0.19905362,,,,,0.30946044,0.04093946
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.04625486,0.28787599,0.04609913,0.28788190,36643.79055693,28000.00000000,8643.79055693,0.30870681,0.13543173,0.13756653,0.68064927,0.22361003,0.96632193,0.60377905,-0.22430676,167,2021,0.30224320,2022,-0.14326092,165571.40677118,64.60608985,1.26334651,0.00230736,,,0.61672812,0.19868434,,,,,0.38243379,0.05371547
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.03784798,0.22735153,0.03742122,0.22735203,34986.75245293,28000.00000000,6986.75245293,0.24952687,0.12234421,0.11321968,0.69236201,0.19418513,0.97353545,0.49842131,-0.24546344,605,2021,0.30203044,2022,-0.20655766,146106.94406356,14.01214541,1.12119694,0.00050043,0.68701514,0.19829176,,,,,,,0.31069857,0.04592586
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.04600277,0.28210152,0.04569633,0.28210203,36327.25143553,28000.00000000,8327.25143553,0.29740184,0.14530857,0.13297923,0.69572403,0.23504284,0.97869842,0.48044617,-0.30244505,606,2021,0.38345135,2022,-0.25689954,175705.30778298,17.00173665,1.31095006,0.00060720,0.61426064,0.19436551,,,,,,,0.38363622,0.05949534
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.03891602,0.22985049,0.03820201,0.22985191,35394.52743705,28000.00000000,7394.52743705,0.26409027,0.12006852,0.11928869,0.71866271,0.18071705,1.02148059,0.63314329,-0.18963879,572,2021,0.26187800,2022,-0.14230654,142997.72838518,34.30998910,1.10770814,0.00122536,0.34257487,0.09460663,0.34422612,0.09953290,,,,,0.31014652,0.04342598
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.04680446,0.28503170,0.04617923,0.28503305,36601.07279768,28000.00000000,8601.07279768,0.30718117,0.14228868,0.13694917,0.71546985,0.22007226,1.01435579,0.55380515,-0.25692913,601,2021,0.34383473,2022,-0.20018302,171490.48073783,40.90547810,1.29175636,0.00146091,0.30664682,0.09545578,0.30788954,0.09876737,,,,,0.38303198,0.05656432
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.03892807,0.23213258,0.03831781,0.23213625,36451.19661008,28000.00000000,8451.19661008,0.30182845,0.13668389,0.13477894,0.77234106,0.18930692,1.10160316,0.71747782,-0.19050608,167,2021,0.26536130,2022,-0.07425334,144082.56360207,49.53286981,1.08632474,0.00176903,,,0.51743753,0.14876676,0.17196987,0.04846232,,,0.30902142,0.04114164
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.04728974,0.28793983,0.04686977,0.28794352,37600.21762309,28000.00000000,9600.21762309,0.34286492,0.15783197,0.15125239,0.76761324,0.22384064,1.09232157,0.72478175,-0.21776482,570,2021,0.34650948,2022,-0.13922578,172516.51985914,58.74432426,1.26769519,0.00209801,,,0.46309332,0.14982912,0.15388418,0.04880400,,,0.38171009,0.05365384
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.04007582,0.23070084,0.03886589,0.23070233,36301.89944273,28000.00000000,8301.89944273,0.29649641,0.14096797,0.13261056,0.80253968,0.18614583,1.14306315,0.76556049,-0.18413695,570,2021,0.29587853,2022,-0.12276298,148014.45798192,34.06114069,1.10589591,0.00121647,0.25688659,0.07355213,0.25839793,0.07386470,0.17187129,0.04929578,,,0.30921578,0.04257556
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.04816539,0.28590906,0.04723014,0.28591074,37551.79192580,28000.00000000,9551.79192580,0.34113543,0.16261063,0.15056563,0.78290905,0.22511330,1.11267499,0.64936704,-0.25041405,573,2021,0.37734820,2022,-0.18224029,176882.97355286,40.57068395,1.28779095,0.00144895,0.22971543,0.07206872,0.23114614,0.07379410,0.15389920,0.04952238,,,0.38215235,0.05568663
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.03924308,0.22872464,0.03850947,0.22872587,35993.53437893,28000.00000000,7993.53437893,0.28548337,0.14266977,0.12811101,0.77650965,0.19700100,1.09678008,0.63033111,-0.22634099,601,2021,0.32646386,2022,-0.17219964,150786.21926626,18.64855439,1.11877808,0.00066602,0.51513078,0.14472291,,,0.17184515,0.04849777,,,0.30991519,0.04455203
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.04755746,0.28361787,0.04685524,0.28361911,37345.40366093,28000.00000000,9345.40366093,0.33376442,0.16496894,0.14763140,0.76490554,0.23652923,1.08007296,0.57899897,-0.28492095,601,2021,0.40788715,2022,-0.22604088,180408.54371009,22.38547654,1.30401459,0.00079948,0.46081140,0.14724867,,,0.15367587,0.04892078,,,0.38263479,0.05797826
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.09005484,0.39415879,0.08983640,0.39416531,37178.31498291,28000.00000000,9178.31498291,0.32779696,0.14076261,0.14524715,0.69713284,0.22566809,1.00489735,0.45211711,-0.31134103,,2023,0.36704713,2022,-0.26057211,67253.84199023,27.21185717,0.52289185,0.00097185,,,0.58880552,0.49867754,,,,,0.41026180,0.10583469
SPY benchmark,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00937307,0.02370740,0.00937486,0.02370838,32082.05496851,28000.00000000,4082.05496851,0.14578768,0.08435315,0.06840109,0.55155897,0.17464157,0.78765688,0.34453374,-0.24483277,,2021,0.28040953,2022,-0.18327166,27799.17347394,1.94594214,0.21953546,0.00006950,,,,,,,0.99062514,0.97629162,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.03850098,0.23399870,0.03834723,0.23400534,40569.65455860,28000.00000000,12569.65455860,0.44891623,0.19217861,0.19226354,1.07833539,0.17791161,1.57701784,1.20670549,-0.15925892,506,2023,0.32625062,2022,-0.07544429,207860.40016715,80.19519148,1.49294935,0.00286411,,,0.66954312,0.22695923,,,,,0.32956929,0.03927255
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.04712295,0.29068038,0.04698506,0.29068719,42190.41329888,28000.00000000,14190.41329888,0.50680047,0.21145155,0.21369291,1.01092961,0.21230451,1.47271545,0.98574104,-0.21451024,571,2023,0.40936136,2022,-0.14035901,220136.80695320,84.37911775,1.55955229,0.00301354,,,0.59556240,0.19968092,,,,,0.40358103,0.05091018
