label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00099132,0.00266600,0.00071864,0.00196047,35950.26299724,28000.00000000,7950.26299724,0.28393796,0.11485689,0.12747734,0.67400704,0.18763333,0.96440249,0.52351098,-0.21939729,191,2023,0.29190667,2022,-0.15481534,154309.98928916,59.25832809,1.22073482,0.00211637,0.65232823,0.19905362,,,,,0.34663450,0.13870857
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200,0.03802164,0.23233256,0.03782682,0.23233843,35553.79770014,28000.00000000,7553.79770014,0.26977849,0.11364819,0.12164514,0.65657568,0.19232915,0.93392601,0.51800180,-0.21939729,191,2021,0.21992226,2022,-0.07788511,137604.79032430,54.35977189,1.07960284,0.00194142,0.68964399,0.19905362,,,,,0.30946044,0.04093946
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0,0.04282964,0.28541169,0.04259865,0.28541796,32411.23443320,28000.00000000,4411.23443320,0.15754409,0.07074010,0.07362778,0.45553078,0.18976504,0.64177502,0.32242923,-0.21939729,191,2021,0.21992226,2022,-0.13439982,132987.49618315,52.64686604,1.09346510,0.00188025,0.69435446,0.19905362,,,,,0.30466782,0.05491843
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0 off0,0.00093171,0.00266600,0.00072119,0.00196047,32910.12633088,28000.00000000,4910.12633088,0.17536165,0.07929465,0.08147451,0.46685841,0.21162867,0.66057964,0.36142037,-0.21939729,191,2021,0.21992226,2022,-0.07982485,156569.62873488,61.49753810,1.26851912,0.00219634,0.72525897,0.19905362,,,,,0.27376093,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05202364,0.30306885,0.05181325,0.30307483,33617.10292103,28000.00000000,5617.10292103,0.20061082,0.09019922,0.09244433,0.54563602,0.19240559,0.77180792,0.41112275,-0.21939729,191,2021,0.21992226,2022,-0.07788511,131373.85384138,52.25685034,1.05001593,0.00186632,0.70362162,0.19905362,,,,,0.29545554,0.04093946
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04064279,0.23233256,0.04042385,0.23233843,34886.20973985,28000.00000000,6886.20973985,0.24593606,0.10565943,0.11171526,0.62169111,0.19117016,0.88113325,0.48158948,-0.21939729,191,2021,0.21992226,2022,-0.07788511,129674.63873765,51.41780924,1.02378568,0.00183635,0.69223195,0.19905362,,,,,0.30685344,0.04093946
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00811109,0.26745560,0.00791025,0.26746294,35752.49734292,28000.00000000,7752.49734292,0.27687491,0.12312891,0.12457406,0.65308490,0.21265996,0.93177700,0.56121438,-0.21939729,191,2021,0.21992226,2022,0.03681839,144119.00584589,57.03515207,1.09600186,0.00203697,0.73246494,0.19905362,,,,,0.26660374,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00153888,0.00398983,0.00083337,0.00186447,36746.20437648,28000.00000000,8746.20437648,0.31236444,0.13643218,0.13904447,0.77024830,0.18959747,1.10545883,0.71615656,-0.19050608,167,2023,0.29364945,2022,-0.15281205,161489.42449252,54.20036860,1.23071100,0.00193573,0.48917836,0.14876676,0.16259779,0.04846232,,,0.34664435,0.13831898
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.03892807,0.23213258,0.03831781,0.23213625,36451.19661008,28000.00000000,8451.19661008,0.30182845,0.13668389,0.13477894,0.77234106,0.18930692,1.10160316,0.71747782,-0.19050608,167,2021,0.26536130,2022,-0.07425334,144082.56360207,49.53286981,1.08632474,0.00176903,0.51743753,0.14876676,0.17196987,0.04846232,,,0.30902142,0.04114164
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.04302501,0.28386936,0.04243072,0.28387493,32928.77015000,28000.00000000,4928.77015000,0.17602751,0.08921795,0.08176603,0.55367666,0.18570127,0.78090865,0.46832074,-0.19050608,167,2021,0.26536130,2022,-0.13371194,138141.51722058,47.93458964,1.09550549,0.00171195,0.52056242,0.14876676,0.17302762,0.04846232,,,0.30491606,0.05667979
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00149876,0.00398983,0.00084419,0.00186447,33387.47651135,28000.00000000,5387.47651135,0.19240988,0.09734578,0.08890024,0.56097794,0.20230451,0.79175199,0.51098515,-0.19050608,167,2021,0.26536130,2022,-0.07819205,162891.41858304,56.13849159,1.27277482,0.00200495,0.54390017,0.14876676,0.18076757,0.04846232,,,0.27379072,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05286320,0.30332056,0.05231472,0.30332574,34207.04407932,28000.00000000,6207.04407932,0.22168015,0.10966182,0.10146812,0.65117432,0.18681435,0.92085069,0.57563421,-0.19050608,167,2021,0.26536130,2022,-0.07425334,136705.33202582,47.71742597,1.05237956,0.00170419,0.52801011,0.14876676,0.17545772,0.04846232,,,0.29501626,0.04114164
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04152905,0.23213258,0.04092798,0.23213625,35673.56758233,28000.00000000,7673.56758233,0.27405599,0.12744988,0.12341204,0.73352940,0.18780370,1.04194859,0.66900687,-0.19050608,167,2021,0.26536130,2022,-0.07425334,135870.48666999,47.05499984,1.03168454,0.00168054,0.51939826,0.14876676,0.17259258,0.04846232,,,0.30643222,0.04114164
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00865541,0.26745523,0.00803019,0.26746294,36345.75007165,28000.00000000,8345.75007165,0.29806250,0.14241258,0.13324812,0.76118518,0.20195515,1.08251980,0.74754872,-0.19050608,167,2021,0.26536130,2022,0.03986089,150057.89317853,52.17616069,1.09936590,0.00186343,0.54930874,0.14876676,0.18260956,0.04846232,,,0.26657436,0.00000000
50/50,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00099099,0.00283483,0.00072613,0.00169835,34865.75848821,28000.00000000,6865.75848821,0.24520566,0.10087101,0.11140886,0.47160928,0.29881388,0.66665686,0.22527446,-0.44776941,,2023,0.58132615,2022,-0.42541351,76040.91341215,28.92638044,0.62618410,0.00103309,0.49953690,0.49867754,,,,,0.49945055,0.49830165
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.09005484,0.39415879,0.08983640,0.39416531,37178.31498291,28000.00000000,9178.31498291,0.32779696,0.14076261,0.14524715,0.69713284,0.22566809,1.00489735,0.45211711,-0.31134103,,2023,0.36704713,2022,-0.26057211,67253.84199023,27.21185717,0.52289185,0.00097185,0.58880552,0.49867754,,,,,0.41026180,0.10583469
SPY benchmark,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00937307,0.02370740,0.00937486,0.02370838,32082.05496851,28000.00000000,4082.05496851,0.14578768,0.08435315,0.06840109,0.55155897,0.17464157,0.78765688,0.34453374,-0.24483277,,2021,0.28040953,2022,-0.18327166,27799.17347394,1.94594214,0.21953546,0.00006950,,,,,0.99062514,0.97629162,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00102280,0.00298841,0.00078540,0.00202603,40994.96717216,28000.00000000,12994.96717216,0.46410597,0.19304976,0.19794653,1.11053711,0.17256103,1.63916003,0.95435214,-0.20228357,506,2023,0.45302291,2022,-0.15417486,222948.41950839,84.46230851,1.60695463,0.00301651,0.63171117,0.22660125,,,,,0.36721926,0.13809972
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200,0.03850098,0.23399870,0.03834723,0.23400534,40569.65455860,28000.00000000,12569.65455860,0.44891623,0.19217861,0.19226354,1.07833539,0.17791161,1.57701784,1.20670549,-0.15925892,506,2023,0.32625062,2022,-0.07544429,207860.40016715,80.19519148,1.49294935,0.00286411,0.66954312,0.22695923,,,,,0.32956929,0.03927255
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0,0.04321797,0.28754781,0.04302717,0.28755486,37313.27246928,28000.00000000,9313.27246928,0.33261687,0.14568122,0.14723996,0.86529777,0.17508625,1.25196324,0.72554917,-0.20078753,712,2021,0.32605015,2022,-0.13347923,194238.38639230,75.08213166,1.48393487,0.00268150,0.67403245,0.22676300,,,,,0.32491150,0.05352874
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0 off0,0.00092327,0.00298841,0.00075734,0.00202603,37806.69507360,28000.00000000,9806.69507360,0.35023911,0.15478434,0.15424269,0.82550950,0.19840446,1.19329841,0.71908467,-0.21525190,681,2021,0.32605015,2022,-0.07960141,215972.13231821,83.23852741,1.62478934,0.00297280,0.70462560,0.22710547,,,,,0.29440160,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05268868,0.30546908,0.05251195,0.30547581,38539.36414271,28000.00000000,10539.36414271,0.37640586,0.16687302,0.16451811,0.95669499,0.17810604,1.38973531,1.04780958,-0.15925892,650,2021,0.32605015,2022,-0.07544429,196754.44278133,76.25508233,1.45577876,0.00272340,0.68363788,0.22710185,,,,,0.31542268,0.03927255
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04115833,0.23399870,0.04098892,0.23400534,39882.55764145,28000.00000000,11882.55764145,0.42437706,0.18370425,0.18298995,1.04424265,0.17666785,1.52116097,1.15349430,-0.15925892,513,2021,0.32605015,2022,-0.07544429,198957.52097965,76.86139940,1.44325054,0.00274505,0.67212379,0.22670763,,,,,0.32694765,0.03927255
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00812686,0.26745409,0.00797439,0.26746294,40661.21640673,28000.00000000,12661.21640673,0.45218630,0.20177165,0.19349064,1.02248628,0.19945784,1.49192232,1.30802535,-0.15425669,330,2021,0.32605015,2022,0.03729291,213784.25637171,82.62125357,1.49884544,0.00295076,0.71185058,0.22694215,,,,,0.28721782,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00156461,0.00350403,0.00088975,0.00193736,41389.53123270,28000.00000000,13389.53123270,0.47819754,0.19807742,0.20318031,1.10488792,0.17814544,1.62463618,1.09978194,-0.18010608,553,2023,0.46429148,2022,-0.15196209,225979.82677041,75.01913910,1.62311279,0.00267925,0.47369498,0.16990046,0.15751537,0.05637263,,,0.36718371,0.13804754
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.03938639,0.23417237,0.03891039,0.23417691,41050.88392581,28000.00000000,13050.88392581,0.46610300,0.19860404,0.19869048,1.10738100,0.17814751,1.61607270,1.39432541,-0.14243737,553,2023,0.33968021,2022,-0.07188414,211417.98683209,71.26040787,1.50973006,0.00254501,0.50248210,0.17031257,0.16696754,0.05615057,,,0.32908835,0.03910098
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.04344235,0.28677275,0.04296731,0.28677921,37449.79786764,28000.00000000,9449.79786764,0.33749278,0.14771772,0.14918432,0.87884477,0.17424965,1.26708713,0.77762296,-0.18996060,752,2021,0.31849884,2022,-0.13289809,196059.84026885,66.51869664,1.49712845,0.00237567,0.50542558,0.16983856,0.16802840,0.05637226,,,0.32498461,0.05473679
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00156540,0.00350403,0.00091256,0.00193736,37910.69795199,28000.00000000,9910.69795199,0.35395350,0.15656767,0.15571014,0.85578307,0.19166371,1.23020162,0.83006626,-0.18862068,725,2021,0.31849884,2022,-0.07795049,217432.90682295,73.59035759,1.63502249,0.00262823,0.52837040,0.17000407,0.17559834,0.05642443,,,0.29442209,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05353994,0.30623170,0.05308368,0.30623762,38721.22713765,28000.00000000,10721.22713765,0.38290097,0.16970849,0.16704645,0.98176464,0.17558511,1.41930101,1.19442965,-0.14208328,606,2021,0.31849884,2022,-0.07188414,198502.46402836,67.56116568,1.46596176,0.00241290,0.51310818,0.17022710,0.17053771,0.05668528,,,0.31489314,0.03910098
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04205379,0.23417237,0.04155047,0.23417691,40251.18623908,28000.00000000,12251.18623908,0.43754237,0.18881075,0.18797963,1.06926835,0.17654877,1.55356365,1.33857472,-0.14105357,560,2021,0.31849884,2022,-0.07188414,202099.07875227,68.38363291,1.45971075,0.00244227,0.50442601,0.17002002,0.16763446,0.05660132,,,0.32642899,0.03910098
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00853442,0.26745420,0.00804524,0.26746294,40801.27933814,28000.00000000,12801.27933814,0.45718855,0.20398185,0.19536386,1.06748106,0.19128734,1.54774339,1.44613034,-0.14105357,171,2021,0.31849884,2022,0.04001437,215089.82312986,73.05581359,1.50626049,0.00260914,0.53387213,0.17031062,0.17755232,0.05651103,,,0.28721940,0.00000000
50/50,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00102769,0.00269221,0.00073249,0.00200475,40679.70928748,28000.00000000,12679.70928748,0.45284676,0.15594522,0.19373824,0.65559614,0.28206708,0.94061513,0.34819284,-0.44787028,752,2023,0.69917617,2022,-0.42544420,78968.44583262,29.89201985,0.62943490,0.00106757,0.49950348,0.49826177,,,,,0.49944671,0.49799525
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.09203263,0.40128396,0.09183663,0.40129169,43042.10844122,28000.00000000,15042.10844122,0.53721816,0.19999702,0.22471421,1.00179491,0.20271400,1.49667475,0.64967307,-0.30784255,681,2023,0.46524931,2022,-0.25468405,74928.93064652,29.95351551,0.56088198,0.00106977,0.59085958,0.49826177,,,,,0.40826028,0.09870831
SPY benchmark,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01158140,0.03217878,0.01158326,0.03218003,34723.22497218,28000.00000000,6723.22497218,0.24011518,0.08543506,0.10931988,0.56334311,0.17192421,0.80532628,0.34960224,-0.24437788,709,2023,0.25579351,2022,-0.18307637,27676.35655062,1.93734496,0.23266648,0.00006919,,,,,0.98841674,0.96781997,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00102396,0.00318210,0.00075801,0.00249306,41550.41185129,28000.00000000,13550.41185129,0.48394328,0.15636016,0.20486642,0.88842574,0.18261497,1.26383371,0.77531823,-0.20167223,505,2023,0.45287969,2022,-0.15357714,247456.75324567,92.42730842,1.85989699,0.00330098,0.63689263,0.22667789,,,,,0.36203375,0.13765362
