label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate.ratio_sma,params.gate.fire,params.gate.hysteresis,params.gate.w_off,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<0.95 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.10000000,0.30000000,0.00133959,0.08370863,0.00134427,0.08370933,278112.80148331,75500.00000000,202612.80148331,2.68361326,0.21953407,0.19695785,0.92080869,0.24992532,1.27626262,0.63494089,-0.34575514,,2013,0.61169807,2022,-0.30482375,2821662.91002003,1061.79263184,0.92612622,0.01406348,0.47722004,0.39889101,,,0.52257010,0.14916692
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<0.95 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.10000000,0.00000000,0.00019201,0.00175383,0.00020132,0.00190927,250896.77143444,75500.00000000,175396.77143444,2.32313605,0.20574895,0.18187000,0.88059956,0.24780258,1.21854997,0.59506209,-0.34576047,,2013,0.61169807,2022,-0.30483513,3143879.18611609,1182.58789744,1.11744475,0.01566342,0.49195352,0.39889101,,,0.50782277,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.00000000,,0.02443490,0.35505701,0.02444050,0.35505774,220787.02669717,75500.00000000,145287.02669717,1.92433148,0.18933855,0.16309974,0.83906744,0.24201188,1.15808962,0.58464770,-0.32385067,,2013,0.59560393,2022,-0.29032030,1832211.73059596,693.98828647,0.70877181,0.00919190,0.49736577,0.39885392,,,0.50239105,0.13581958
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.00000000,0.30000000,0.00856175,0.16441148,0.00857450,0.16441231,162936.08204198,75500.00000000,87436.08204198,1.15809380,0.13411986,0.11817671,0.66293911,0.23031612,0.90710229,0.41434135,-0.32369413,,2017,0.55435824,2022,-0.29023855,2019543.83271375,762.55969156,1.04719042,0.01010013,0.54291123,0.39894300,,,0.45680018,0.13558769
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.00000000,0.00000000,0.00031213,0.00175383,0.00035222,0.00190927,93133.74755271,75500.00000000,17633.74755271,0.23355957,0.03559190,0.03319503,0.26721347,0.23485755,0.36207124,0.08280369,-0.42983476,,2017,0.52051592,2020,-0.19818663,2364831.60905432,891.97377879,2.05888568,0.01181422,0.64277475,0.39900717,,,0.35683617,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.85,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.05000000,,0.07404233,0.59998444,0.07404727,0.60000000,178935.01070810,75500.00000000,103435.01070810,1.37000014,0.13859051,0.13208561,0.68315043,0.22871850,0.93729532,0.49819949,-0.27818275,,2017,0.58815834,2022,-0.23213595,1173914.19789628,452.11320239,0.57547128,0.00598825,0.54704173,0.39850271,,,0.45271827,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.85 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.05000000,0.30000000,0.02092539,0.29998444,0.02093419,0.30000000,145767.17760431,75500.00000000,70267.17760431,0.93069109,0.09388921,0.10155010,0.53818624,0.20697135,0.73340368,0.32339265,-0.29032574,362,2017,0.55438333,2022,-0.23181254,1214052.45597468,466.50760626,0.73958060,0.00617891,0.61585448,0.39850271,,,0.38385404,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.85 off0,fit,fit,2012-01-03,2022-12-30,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.05000000,0.00000000,0.00034215,0.00149501,0.00036398,0.00171971,78736.91345292,75500.00000000,3236.91345292,0.04287303,-0.01881119,0.00671579,0.01750854,0.21253157,0.02358646,-0.03519564,-0.53447513,,2017,0.52054349,2020,-0.32471933,1343633.12750838,515.02075650,1.42267356,0.00682147,0.77146816,0.39850271,,,0.22813859,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.10000000,,0.16497260,0.59998522,0.16497890,0.60000000,170061.44721482,75500.00000000,94561.44721482,1.25246950,0.11717255,0.12454060,0.66896611,0.19412142,0.92112820,0.43150912,-0.27154131,428,2017,0.58516783,2022,-0.21691329,591620.42560442,237.19821246,0.30867664,0.00314170,0.63798784,0.39891032,,,0.36175301,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.80 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.10000000,0.30000000,0.03848511,0.29998522,0.03849192,0.30000000,141887.99657783,75500.00000000,66387.99657783,0.87931121,0.08944224,0.09750529,0.58300278,0.17285513,0.80259976,0.29589927,-0.30227258,,2017,0.49317684,2022,-0.21646398,753358.18595064,297.48870207,0.44150903,0.00394025,0.70428509,0.39891032,,,0.29542045,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.80 off0,fit,fit,2012-01-03,2022-12-30,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.10000000,0.00000000,0.00035395,0.00168977,0.00037274,0.00187528,75534.77930985,75500.00000000,34.77930985,0.00046065,-0.01041819,0.00007391,0.03169348,0.17938247,0.04344618,-0.01925178,-0.54115482,,2017,0.39559446,2020,-0.25815435,798315.57464857,314.30493161,0.72711835,0.00416298,0.91884331,0.39891032,,,0.08077616,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.00000000,,0.00753113,0.22561359,0.00753461,0.22561472,260371.49676648,75500.00000000,184871.49676648,2.44862910,0.21138984,0.18730330,0.89677502,0.24883835,1.24077825,0.61727503,-0.34245649,,2013,0.61169807,2022,-0.30983083,2555188.88928907,962.76908026,0.87825309,0.01275191,0.48049286,0.39889101,,,0.51929991,0.14914578
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.00000000,0.30000000,0.00334155,0.08380229,0.00334838,0.08380304,247698.53122667,75500.00000000,172198.53122667,2.28077525,0.20473061,0.17998872,0.88042271,0.24654144,1.21713196,0.59779044,-0.34247890,,2013,0.61169807,2022,-0.30985431,2797353.34177476,1053.56166366,0.99637806,0.01395446,0.48751465,0.39889101,,,0.51227241,0.14913861
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.00000000,0.00000000,0.00021092,0.00175383,0.00023230,0.00190927,176093.02122282,75500.00000000,100593.02122282,1.33235790,0.16343436,0.12971258,0.74190690,0.24499450,1.01515459,0.44977565,-0.36336862,,2013,0.61169807,2022,-0.34595197,3809850.70090539,1433.02598601,1.60036822,0.01898048,0.52483471,0.39889101,,,0.47490910,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.90,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.05000000,,0.02099405,0.35505766,0.02099718,0.35505839,217852.27816899,75500.00000000,142352.27816899,1.88546064,0.18944174,0.16113163,0.83417380,0.24416228,1.15219927,0.55558431,-0.34097749,,2013,0.61169807,2022,-0.30829679,1889710.98085796,714.54901118,0.72372482,0.00946423,0.49394166,0.39889101,,,0.50584120,0.13579500
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.90 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.05000000,0.30000000,0.00771973,0.16428079,0.00772719,0.16428143,201385.88020986,75500.00000000,125885.88020986,1.66736265,0.17825155,0.14955604,0.80859411,0.23846989,1.11641661,0.54065922,-0.32969299,,2017,0.58815242,2022,-0.29647595,2292801.61663465,865.24613095,0.93710002,0.01146021,0.51328648,0.39889101,,,0.48648450,0.13571857
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.90 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.05000000,0.00000000,0.00023764,0.00175383,0.00026059,0.00190927,145610.71528475,75500.00000000,70110.71528475,0.92861875,0.13431597,0.10138919,0.64407070,0.24140790,0.88383299,0.31247293,-0.42984835,,2017,0.58815924,2020,-0.19818447,3167273.21743752,1193.14015842,1.68853118,0.01580318,0.57989885,0.39889101,,,0.41981194,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.85,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.10000000,,0.06365353,0.59998444,0.06365610,0.60000000,182776.71498292,75500.00000000,107276.71498292,1.42088364,0.14806732,0.13523156,0.71028784,0.23308743,0.97725100,0.49931619,-0.29654020,,2013,0.61175991,2022,-0.25166431,1268417.45565387,485.78158055,0.59097685,0.00643419,0.53657225,0.39850271,,,0.46318168,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.85 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.10000000,0.30000000,0.01923468,0.29998444,0.01923834,0.30000000,164433.24018954,75500.00000000,88933.24018954,1.17792371,0.12778914,0.11953785,0.65271201,0.22264772,0.89626069,0.44020410,-0.29029520,362,2017,0.58815963,2022,-0.23884463,1237211.15306751,473.63738706,0.64868036,0.00627334,0.57144144,0.39850271,,,0.42828869,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.85 off0,fit,fit,2012-01-03,2022-12-30,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.10000000,0.00000000,0.00030309,0.00149501,0.00031342,0.00171971,101675.78116995,75500.00000000,26175.78116995,0.34669909,0.05719061,0.04681642,0.35992350,0.22613744,0.49017711,0.10700136,-0.53448488,,2017,0.58813973,2020,-0.32473312,1467913.45482545,560.07594716,1.14216204,0.00741822,0.67880249,0.39850271,,,0.32085681,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.00000000,,0.00081587,0.08371052,0.00082179,0.08371117,285525.92180457,75500.00000000,210025.92180457,2.78180029,0.22390148,0.20080860,0.93112775,0.25139894,1.29097631,0.64758650,-0.34574760,,2013,0.61169807,2022,-0.30481724,2869939.52678151,1079.68247504,0.91588268,0.01430043,0.47377011,0.39889101,,,0.52602256,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.00000000,0.30000000,0.00081541,0.08368982,0.00082221,0.08369045,293963.46756646,75500.00000000,218463.46756646,2.89355586,0.22757320,0.20507055,0.94629084,0.25023090,1.31279733,0.65826363,-0.34571741,,2013,0.61169807,2022,-0.30479133,2961853.82087743,1113.93376022,0.92333882,0.01475409,0.47517805,0.39889101,,,0.52461450,0.14916052
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.00000000,0.00000000,0.00019005,0.00175383,0.00020138,0.00190927,287783.94728062,75500.00000000,212283.94728062,2.81170791,0.22518106,0.20196149,0.94536903,0.24775229,1.31002635,0.65133904,-0.34572020,,2013,0.61169807,2022,-0.30478799,3662918.07237050,1376.82575926,1.15186561,0.01823610,0.48594486,0.39889101,,,0.51383364,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.95,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.05000000,,0.00470853,0.17097284,0.00471206,0.17097385,274188.78440745,75500.00000000,198688.78440745,2.63163953,0.21769877,0.19487730,0.91446177,0.25004202,1.26750572,0.62967618,-0.34573131,,2013,0.61169807,2022,-0.30480627,2734254.87034620,1029.46086601,0.90860321,0.01363524,0.47766852,0.39889101,,,0.52212435,0.14915010
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.95 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.05000000,0.30000000,0.00257781,0.08371136,0.00258399,0.08371202,282222.44880451,75500.00000000,206722.44880451,2.73804568,0.22134193,0.19910524,0.92961079,0.24887103,1.28928752,0.64017893,-0.34575010,,2013,0.61169807,2022,-0.30482449,2820959.55545103,1061.76831851,0.91585748,0.01406316,0.47907489,0.39889101,,,0.52071941,0.14915883
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.95 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.05000000,0.00000000,0.00019098,0.00175383,0.00020118,0.00190927,275440.06598703,75500.00000000,199940.06598703,2.64821279,0.21647266,0.19554399,0.91997432,0.24648278,1.27407598,0.62612286,-0.34573511,,2013,0.61169807,2022,-0.30480815,3308838.96759859,1244.68249395,1.10546060,0.01648586,0.49489306,0.39889101,,,0.50488476,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.90,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.10000000,,0.01255064,0.35499879,0.01255273,0.35499948,237512.65533228,75500.00000000,162012.65533228,2.14586298,0.20061467,0.17382769,0.86490826,0.24716514,1.19835523,0.58026864,-0.34572724,,2013,0.61169807,2022,-0.30480173,2278916.98057953,859.17266491,0.82540624,0.01137977,0.48551431,0.39889101,,,0.51428004,0.14914139
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.90 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.10000000,0.30000000,0.00405340,0.08373818,0.00405580,0.08373891,243645.25780064,75500.00000000,168145.25780064,2.22708951,0.20382382,0.17756859,0.87900960,0.24588025,1.21860831,0.58956068,-0.34572153,,2013,0.61169807,2022,-0.30479352,2346579.61088570,884.54735722,0.83300092,0.01171586,0.48725797,0.39889101,,,0.51253553,0.14916227
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.90 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.10000000,0.00000000,0.00019156,0.00175383,0.00020059,0.00190927,204154.33572207,75500.00000000,128654.33572207,1.70403094,0.18097137,0.15156906,0.80296192,0.24497784,1.11105962,0.52343955,-0.34573500,,2013,0.61169807,2022,-0.30480983,2630811.69351300,991.09947459,1.04982562,0.01312715,0.51285452,0.39889101,,,0.48692379,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.00000000,,0.00018269,0.00175383,0.00018755,0.00190927,289286.68866036,75500.00000000,213786.68866036,2.83161177,0.22543474,0.20272371,0.93581763,0.25150865,1.29766083,0.65203907,-0.34573808,,2013,0.61169807,2022,-0.30481471,2888504.57482762,1086.43038577,0.91541077,0.01438981,0.47313791,0.39889101,,,0.52665419,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.00000000,0.30000000,0.00018275,0.00175383,0.00018910,0.00190927,297843.82844647,75500.00000000,222343.82844647,2.94495137,0.22911219,0.20698935,0.95099482,0.25034217,1.31950940,0.66268661,-0.34573233,,2013,0.61169807,2022,-0.30480790,2980763.01344484,1120.80462680,0.92272793,0.01484509,0.47454386,0.39889101,,,0.52524801,0.14916052
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.00000000,0.00000000,0.00018832,0.00175383,0.00019716,0.00190927,269757.08508707,75500.00000000,194257.08508707,2.57294152,0.21752041,0.19249102,0.91435506,0.24986197,1.26693927,0.62915260,-0.34573554,,2013,0.61169807,2022,-0.30480940,3290708.75518345,1237.01910058,1.07523359,0.01638436,0.47989324,0.39889101,,,0.51988883,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05<1.00,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.05000000,,0.00081587,0.08371052,0.00082179,0.08371117,285525.92180457,75500.00000000,210025.92180457,2.78180029,0.22390148,0.20080860,0.93112775,0.25139894,1.29097631,0.64758650,-0.34574760,,2013,0.61169807,2022,-0.30481724,2869939.52678151,1079.68247504,0.91588268,0.01430043,0.47377011,0.39889101,,,0.52602256,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05<1.00 off30,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.05000000,0.30000000,0.00081541,0.08368982,0.00082221,0.08369045,293963.46756646,75500.00000000,218463.46756646,2.89355586,0.22757320,0.20507055,0.94629084,0.25023090,1.31279733,0.65826363,-0.34571741,,2013,0.61169807,2022,-0.30479133,2961853.82087743,1113.93376022,0.92333882,0.01475409,0.47517805,0.39889101,,,0.52461450,0.14916052
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05<1.00 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.05000000,0.00000000,0.00018662,0.00175383,0.00019667,0.00190927,257500.10423973,75500.00000000,182000.10423973,2.41059741,0.21209017,0.18567822,0.89618521,0.24995924,1.24082271,0.61348310,-0.34571478,,2013,0.61169807,2022,-0.30479141,3229130.24024389,1214.16549223,1.08031088,0.01608166,0.48211566,0.39889101,,,0.51766801,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.05<0.95,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.05000000,0.10000000,,0.00156615,0.09893661,0.00157248,0.09893759,283140.14866302,75500.00000000,207640.14866302,2.75020064,0.22288014,0.19958044,0.92800063,0.25132487,1.28650059,0.64462806,-0.34574998,,2013,0.61169807,2022,-0.30482490,2853365.93268971,1073.68444614,0.91598421,0.01422099,0.47452061,0.39889101,,,0.52527027,0.14915476
